uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF,publicationDate,release
fff3ca7e-aef7-453c-b41d-87f4c03f0591,D03,BARC,BARC.AOS.buoy.c0,2015-11-20T15:15Z,BARC.C0.20151120,,,BARC.C0.20151120.POM.2,,,BARC.C0.20151120.POM.1,,2015-11-20T19:30Z,500,500,,20211221T214025Z,RELEASE-2022
3cc46301-1261-4db2-b108-11da4e078240,D03,BARC,BARC.AOS.littoral2,2015-12-28T05:00Z,BARC.OT.20151228,,,BARC.OT.20151228.POM.2,,,BARC.OT.20151228.POM.1,,2015-12-28T23:40Z,200,200,,20211221T232544Z,RELEASE-2022
83961da0-5a14-4a4e-8d7e-de854276993c,D03,BARC,BARC.AOS.littoral1,2015-12-28T05:00Z,BARC.IN.20151228,,,BARC.IN.20151228.POM.2,,,BARC.IN.20151228.POM.1,,2015-12-28T23:10Z,200,200,,20211221T232544Z,RELEASE-2022
0a643eb1-25c2-42f9-b9c5-1eaf6ad4c208,D03,BARC,BARC.AOS.buoy.c0,2015-12-28T05:00Z,BARC.C0.20151228,,,BARC.C0.20151228.POM.2,,,BARC.C0.20151228.POM.1,,2015-12-28T23:05Z,200,200,,20211221T232544Z,RELEASE-2022
f8551542-6869-41eb-a953-a62279b95148,D03,BARC,BARC.AOS.buoy.c0,2016-04-07T14:00Z,BARC.C0.20160407,,,BARC.C0.20160407.POM.2,,,BARC.C0.20160407.POM.1,,2016-04-07T17:45Z,350,350,,20211221T224648Z,RELEASE-2022
1cf45172-c244-497f-9730-e853c90d4e84,D03,BARC,BARC.AOS.littoral1,2016-04-07T15:00Z,BARC.IN.20160407,,,BARC.IN.20160407.POM.2,,,BARC.IN.20160407.POM.1,,2016-04-07T18:15Z,300,300,,20211221T224648Z,RELEASE-2022
ef32f6e5-8671-484b-825f-ba59f3d0b787,D03,BARC,BARC.AOS.littoral2,2016-04-07T15:30Z,BARC.OT.20160407,,,BARC.OT.20160407.POM.2,,,BARC.OT.20160407.POM.1,,2016-04-07T18:45Z,350,350,,20211221T224648Z,RELEASE-2022
173f006a-ac84-4ce4-9c77-725aa63371ef,D03,BARC,BARC.AOS.buoy.c0,2016-05-03T14:00Z,BARC.C0.20160503,,,BARC.C0.20160503.POM.2,,,BARC.C0.20160503.POM.1,,2016-05-03T16:50Z,300,300,,20211222T005511Z,RELEASE-2022
cfdf1ed4-0c93-4465-bb0c-7bb687fc7501,D03,BARC,BARC.AOS.littoral1,2016-05-03T14:25Z,BARC.IN.20160503,,,BARC.IN.20160503.POM.2,,,BARC.IN.20160503.POM.1,,2016-05-03T16:30Z,300,300,,20211222T005511Z,RELEASE-2022
a81b992a-7c1e-4f80-b393-c836f46c8ba0,D03,BARC,BARC.AOS.littoral2,2016-05-03T14:50Z,BARC.OT.20160503,,,BARC.OT.20160503.POM.2,,,BARC.OT.20160503.POM.1,,2016-05-03T17:30Z,300,300,,20211222T005511Z,RELEASE-2022
