uid,domainID,siteID,namedLocation,collectDate,parentSampleID,parentSampleCode,isotopePOMRep2SampleCond,isotopePOMRep2SampleID,isotopePOMRep2SampleCode,isotopePOMSampleCond,isotopePOMSampleID,isotopePOMSampleCode,processedDateFilters,sampleVolumeFilteredPOMRep1,sampleVolumeFilteredPOMRep2,fieldDataQF,publicationDate,release
0320595b-417a-4a63-bbbc-ffb76d109428,D03,SUGG,SUGG.AOS.buoy.c0,2018-07-30T14:30Z,SUGG.C0.20180730,,"","","","","","","",,,,20211221T223924Z,RELEASE-2022
f7084267-9c6b-4c07-a23a-2cc2ef562458,D03,SUGG,SUGG.AOS.buoy.c0,2018-07-30T14:30Z,SUGG.C0.20180730,,"","","","","","","",,,,20211221T223924Z,RELEASE-2022
6a173aa8-8146-4005-ba36-57d2893ab015,D03,SUGG,SUGG.AOS.buoy.c0,2018-09-04T14:27Z,SUGG.C0.20180904,,"","","","","","","",,,,20211221T200303Z,RELEASE-2022
86bc183f-b5ad-4fbf-bfbd-e5d73e03027a,D03,SUGG,SUGG.AOS.buoy.c0,2018-09-04T14:27Z,SUGG.C0.20180904,,"","","","","","","",,,,20211221T200303Z,RELEASE-2022
229e87a8-d7b8-46c4-8830-18c1253a08f3,D03,SUGG,SUGG.AOS.buoy.c0,2018-09-04T14:27Z,SUGG.C0.20180904,,Sample condition ok,SUGG.C0.20180904.POM.2,A00000005266,Sample condition ok,SUGG.C0.20180904.POM.1,A00000005267,2018-09-04T15:37Z,450,450,,20211221T200303Z,RELEASE-2022
9eb4d563-db72-45c5-a29e-4ead0b046650,D03,SUGG,SUGG.AOS.buoy.c0,2018-10-01T16:50Z,SUGG.C0.20181001,,Sample condition ok,SUGG.C0.20181001.POM.2,A00000003588,Sample condition ok,SUGG.C0.20181001.POM.1,A00000003571,2018-10-01T20:34Z,300,300,,20211222T015555Z,RELEASE-2022
2314d836-4562-4453-b4ec-0d88670cbd0c,D03,SUGG,SUGG.AOS.buoy.c0,2018-11-05T17:16Z,SUGG.C0.20181105,,Sample condition ok,SUGG.C0.20181105.POM.2,A00000036789,Sample condition ok,SUGG.C0.20181105.POM.1,A00000036788,2018-11-05T19:23Z,300,300,,20211222T011447Z,RELEASE-2022
926f32fd-9448-46fb-9a1b-4400940cba02,D03,SUGG,SUGG.AOS.buoy.c0,2018-12-04T17:52Z,SUGG.C0.20181204,,Sample condition ok,SUGG.C0.20181204.POM.2,A00000037289,Sample condition ok,SUGG.C0.20181204.POM.1,A00000037288,2018-12-04T19:30Z,500,500,,20211221T205838Z,RELEASE-2022
1319232d-723e-48eb-9af9-2b0ebe3c830d,D03,SUGG,SUGG.AOS.buoy.c0,2019-01-07T17:42Z,SUGG.C0.20190107,,Sample condition ok,SUGG.C0.20190107.POM.2,A00000037317,Sample condition ok,SUGG.C0.20190107.POM.1,A00000037300,2019-01-07T20:06Z,400,400,,20211222T015740Z,RELEASE-2022
7d5d0457-879c-4f7d-a956-bdf54ca964bc,D03,SUGG,SUGG.AOS.buoy.c0,2019-02-04T18:48Z,SUGG.C0.20190204,,Sample condition ok,SUGG.C0.20190204.POM.2,A00000037142,Sample condition ok,SUGG.C0.20190204.POM.1,A00000037141,2019-02-04T19:56Z,500,500,,20211221T201624Z,RELEASE-2022
ceeb4caf-15c4-4389-ad59-228e19057e99,D03,SUGG,SUGG.AOS.buoy.c0,2019-03-04T17:06Z,SUGG.C0.20190304,,Sample condition ok,SUGG.C0.20190304.POM.2,A00000037182,Sample condition ok,SUGG.C0.20190304.POM.1,A00000037181,2019-03-04T18:17Z,300,300,,20211222T021958Z,RELEASE-2022
73fb96a7-b8a1-47d6-aac3-73e0712c795d,D03,SUGG,SUGG.AOS.buoy.c0,2019-04-11T15:58Z,SUGG.C0.20190411,,Sample condition ok,SUGG.C0.20190411.POM.2,A00000037473,Sample condition ok,SUGG.C0.20190411.POM.1,A00000037472,2019-04-11T17:00Z,300,300,,20211222T021937Z,RELEASE-2022
a3bca54e-b0fd-45d3-9175-f73799a4201a,D03,SUGG,SUGG.AOS.buoy.c0,2019-05-07T14:07Z,SUGG.C0.20190507,,Sample condition ok,SUGG.C0.20190507.POM.2,A00000037486,Sample condition ok,SUGG.C0.20190507.POM.1,A00000037485,2019-05-07T16:03Z,600,600,,20211221T201307Z,RELEASE-2022
5359be86-8e67-4116-aadb-e4815ba7b48e,D03,SUGG,SUGG.AOS.buoy.c0,2019-06-10T16:30Z,SUGG.C0.20190610,,Sample condition ok,SUGG.C0.20190610.POM.2,A00000073412,Sample condition ok,SUGG.C0.20190610.POM.1,A00000073411,2019-06-10T17:50Z,300,300,,20211221T235311Z,RELEASE-2022
c96f4d0f-5417-4c00-8621-8f078979782c,D03,SUGG,SUGG.AOS.buoy.c0,2019-07-08T15:02Z,SUGG.C0.20190708,,Sample condition ok,SUGG.C0.20190708.POM.2,A00000037783,Sample condition ok,SUGG.C0.20190708.POM.1,A00000037782,2019-07-08T16:13Z,450,450,,20211221T222716Z,RELEASE-2022
18dd5f46-1159-4699-b371-7e81500f0d76,D03,SUGG,SUGG.AOS.buoy.c0,2019-08-13T15:30Z,SUGG.C0.20190813,,Sample condition ok,SUGG.C0.20190813.POM.2,A00000075594,Sample condition ok,SUGG.C0.20190813.POM.1,A00000075593,2019-08-13T15:30Z,300,300,,20211222T003731Z,RELEASE-2022
5849aaca-2014-41a5-8372-b748b01ddd89,D03,SUGG,SUGG.AOS.buoy.c0,2019-09-10T13:50Z,SUGG.C0.20190910,,Sample condition ok,SUGG.C0.20190910.POM.2,A00000075630,Sample condition ok,SUGG.C0.20190910.POM.1,A00000075629,2019-09-10T15:03Z,400,400,,20211222T013029Z,RELEASE-2022
20e632fd-b39b-4ddb-9ba8-45bd0dd85477,D03,SUGG,SUGG.AOS.buoy.c0,2019-10-01T15:34Z,SUGG.C0.20191001,,Sample condition ok,SUGG.C0.20191001.POM.2,A00000075684,Sample condition ok,SUGG.C0.20191001.POM.1,A00000075683,,400,400,,20211222T041304Z,RELEASE-2022
552f8d7c-8c78-4543-ae00-602c98804793,D03,SUGG,SUGG.AOS.buoy.c0,2019-11-04T16:31Z,SUGG.C0.20191104,,Sample condition ok,SUGG.C0.20191104.POM.2,A00000128934,Sample condition ok,SUGG.C0.20191104.POM.1,A00000128933,2019-11-04T16:31Z,300,300,,20211221T231716Z,RELEASE-2022
f3d9b9b8-0988-4f10-8ff8-d6515277d680,D03,SUGG,SUGG.AOS.buoy.c0,2019-12-09T15:28Z,SUGG.C0.20191209,,Sample condition ok,SUGG.C0.20191209.POM.2,A00000129023,Sample condition ok,SUGG.C0.20191209.POM.1,A00000129024,2019-12-09T15:28Z,400,400,,20211222T004216Z,RELEASE-2022
4279f1e3-64c7-4b86-b033-8efc95b4ee5c,D03,SUGG,SUGG.AOS.buoy.c0,2020-01-07T14:56Z,SUGG.C0.20200107,,Sample condition ok,SUGG.C0.20200107.POM.2,A00000129018,Sample condition ok,SUGG.C0.20200107.POM.1,A00000129019,2020-01-07T16:21Z,400,400,,20211221T214936Z,PROVISIONAL
64d0ae76-6d3f-4281-bd9b-def301c575d5,D03,SUGG,SUGG.AOS.buoy.c0,2020-02-04T15:48Z,SUGG.C0.20200204,,Sample condition ok,SUGG.C0.20200204.POM.2,A00000075510,Sample condition ok,SUGG.C0.20200204.POM.1,A00000075511,2020-02-04T17:42Z,300,300,,20211222T014105Z,PROVISIONAL
0deaeb7f-3be4-4242-be9c-52e6d27e894d,D03,SUGG,SUGG.AOS.buoy.c0,2020-03-03T16:00Z,SUGG.C0.20200303,,Sample condition ok,SUGG.C0.20200303.POM.2,A00000129908,Sample condition ok,SUGG.C0.20200303.POM.1,A00000129907,,300,300,,20211222T034234Z,PROVISIONAL
93f61154-0884-41e1-a2a4-941e6601b9bb,D03,SUGG,SUGG.AOS.buoy.c0,2020-06-16T14:24Z,SUGG.C0.20200616,,Sample condition ok,SUGG.C0.20200616.POM.2,A00000129966,Sample condition ok,SUGG.C0.20200616.POM.1,A00000129965,2020-06-16T16:48Z,300,300,,20211222T025210Z,PROVISIONAL
89a416ce-c803-4c79-b5f3-287e840dbe09,D03,SUGG,SUGG.AOS.buoy.c0,2020-07-07T14:55Z,SUGG.C0.20200707,,Sample condition ok,SUGG.C0.20200707.POM.2,A00000131395,Sample condition ok,SUGG.C0.20200707.POM.1,A00000131394,2020-07-07T14:55Z,300,300,,20211221T221850Z,PROVISIONAL
22476b29-a233-4767-b24b-abf235cec31e,D03,SUGG,SUGG.AOS.buoy.c0,2020-11-03T13:50Z,SUGG.C0.20201103,,Sample condition ok,SUGG.C0.20201103.POM.2,A00000132052,Sample condition ok,SUGG.C0.20201103.POM.1,A00000132051,2020-11-03T13:50Z,400,400,,20211222T024123Z,PROVISIONAL
597a875e-d597-462d-b5bc-88d43333345c,D03,SUGG,SUGG.AOS.buoy.c0,2020-12-01T14:37Z,SUGG.C0.20201201,,Sample condition ok,SUGG.C0.20201201.POM.2,A00000132151,Sample condition ok,SUGG.C0.20201201.POM.1,A00000132152,2020-12-01T16:42Z,300,300,,20211222T003729Z,PROVISIONAL
ed4175a1-78d2-482a-abb3-b3b537e9f782,D03,SUGG,SUGG.AOS.buoy.c0,2021-01-05T16:15Z,SUGG.C0.20210105,,Sample condition ok,SUGG.C0.20210105.POM.2,A00000132162,Sample condition ok,SUGG.C0.20210105.POM.1,A00000132161,"",300,300,,20211222T002057Z,PROVISIONAL
a458375b-f24d-409d-82a7-2c644869b613,D03,SUGG,SUGG.AOS.buoy.c0,2021-01-26T15:52Z,SUGG.C0.20210126,,Sample condition ok,SUGG.C0.20210126.POM.2,A00000132190,Sample condition ok,SUGG.C0.20210126.POM.1,A00000132189,2021-01-26T18:43Z,300,300,,20211222T002057Z,PROVISIONAL
63a5b627-1146-4465-a37c-1545443016b0,D03,SUGG,SUGG.AOS.buoy.c0,2021-03-09T15:02Z,SUGG.C0.20210309,,Sample condition ok,SUGG.C0.20210309.POM.2,A00000132580,Sample condition ok,SUGG.C0.20210309.POM.1,A00000132579,2021-03-09T15:34Z,300,300,,20211222T041226Z,PROVISIONAL
7d27610f-67b9-4355-8796-d6e9a7c8b10c,D03,SUGG,SUGG.AOS.buoy.c0,2021-04-07T16:15Z,SUGG.C0.20210407,,Sample condition ok,SUGG.C0.20210407.POM.2,A00000132629,Sample condition ok,SUGG.C0.20210407.POM.1,A00000132628,2021-04-07T18:32Z,300,300,,20211222T034743Z,PROVISIONAL
37300765-39e2-44ea-9839-33c60deb09ba,D03,SUGG,SUGG.AOS.buoy.c0,2021-05-04T14:23Z,SUGG.C0.20210504,,Sample condition ok,SUGG.C0.20210504.POM.2,A00000132796,Sample condition ok,SUGG.C0.20210504.POM.1,A00000132795,2021-05-04T16:07Z,300,300,,20211221T212056Z,PROVISIONAL
cea5f570-bb2d-4fd1-9045-6d7051bde7e2,D03,SUGG,SUGG.AOS.buoy.c0,2021-06-07T16:58Z,SUGG.C0.20210607,,"","","","","","","",,,,20211221T195358Z,PROVISIONAL
f3882220-edbd-4be9-be53-eb97cd52f7f5,D03,SUGG,SUGG.AOS.buoy.c0,2021-06-07T16:58Z,SUGG.C0.20210607,,"","","","","","","",,,,20211221T195358Z,PROVISIONAL
68cb75b2-63a1-471f-a23c-8ba9053ed0c2,D03,SUGG,SUGG.AOS.buoy.c0,2021-06-07T16:58Z,SUGG.C0.20210607,,Sample condition ok,SUGG.C0.20210607.POM.2,A00000132817,Sample condition ok,SUGG.C0.20210607.POM.1,A00000132818,2021-06-07T19:44Z,300,300,,20211221T195358Z,PROVISIONAL
2ccee4c7-3ff2-4240-95c6-954f78354dee,D03,SUGG,SUGG.AOS.buoy.c0,2021-07-12T15:43Z,SUGG.C0.20210712,,Sample condition ok,SUGG.C0.20210712.POM.2,A00000132725,Sample condition ok,SUGG.C0.20210712.POM.1,A00000132726,2021-07-12T16:49Z,300,300,,20220125T180828Z,PROVISIONAL
53328e24-a528-453d-81ed-b0d907f2bd42,D03,SUGG,SUGG.AOS.buoy.c0,2021-08-10T15:50Z,SUGG.C0.20210810,,Sample condition ok,SUGG.C0.20210810.POM.2,A00000132870,Sample condition ok,SUGG.C0.20210810.POM.1,A00000132880,2021-08-10T17:07Z,300,300,,20220125T180556Z,PROVISIONAL
ed1a19c1-ceac-4b9e-9219-fea383bd1fe2,D03,SUGG,SUGG.AOS.buoy.c0,2021-09-07T16:25Z,SUGG.C0.20210907,,Sample condition ok,SUGG.C0.20210907.POM.2,A00000132917,Sample condition ok,SUGG.C0.20210907.POM.1,A00000132916,,300,,,20211221T203257Z,PROVISIONAL
247cae60-8f20-4102-bc9e-daeef480d074,D03,SUGG,SUGG.AOS.buoy.c0,2021-10-05T14:20Z,SUGG.C0.20211005,,Sample condition ok,SUGG.C0.20211005.POM.2,A00000132907,Sample condition ok,SUGG.C0.20211005.POM.1,A00000132906,,300,300,,20220112T211814Z,PROVISIONAL
1c8c6ec2-07fe-4fe5-bda7-c833e9d82e7f,D05,CRAM,CRAM.AOS.littoral2,2015-08-04T16:45Z,CRAM.OT.20150804,,,CRAM.OT.20150804.POM.2,,,CRAM.OT.20150804.POM.1,,2015-08-04T22:50Z,250,250,,20211222T041223Z,RELEASE-2022
898114fc-79c7-42aa-9ad0-c6dcff462490,D05,CRAM,CRAM.AOS.littoral1,2015-08-04T18:30Z,CRAM.IN.20150804,,,CRAM.IN.20150804.POM.2,,,CRAM.IN.20150804.POM.1,,2015-08-04T22:10Z,250,250,,20211222T041223Z,RELEASE-2022
8c6c2cc0-6bd3-47d2-98c1-1c87c12c35fa,D05,CRAM,CRAM.AOS.buoy.c1,2015-08-04T19:45Z,CRAM.C1.20150804,,,CRAM.C1.20150804.POM.2,,,CRAM.C1.20150804.POM.1,,2015-08-04T21:45Z,300,300,,20211222T041223Z,RELEASE-2022
c29864c8-dded-495f-a107-01b42e1983e9,D05,CRAM,CRAM.AOS.buoy.c2,2015-08-04T20:15Z,CRAM.C2.20150804,,,CRAM.C2.20150804.POM.2,,,CRAM.C2.20150804.POM.1,,2015-08-04T21:45Z,200,200,,20211222T041223Z,RELEASE-2022
ac9fb7ed-6b61-4b9e-8bc3-e8f0f338cf5f,D05,CRAM,CRAM.AOS.littoral2,2015-09-01T14:45Z,CRAM.OT.20150901,,,CRAM.OT.20150901.POM.2,,,CRAM.OT.20150901.POM.1,,2015-09-01T19:45Z,260,250,,20211221T221223Z,RELEASE-2022
58947f41-076a-4cb4-99d6-c895cd9f6c69,D05,CRAM,CRAM.AOS.littoral1,2015-09-01T15:30Z,CRAM.IN.20150901,,,CRAM.IN.20150901.POM.2,,,CRAM.IN.20150901.POM.1,,2015-09-01T19:45Z,250,260,,20211221T221223Z,RELEASE-2022
ba1a8ad9-20fa-4211-94a7-44f8d92ebc05,D05,CRAM,CRAM.AOS.buoy.c1,2015-09-01T17:15Z,CRAM.C1.20150901,,,CRAM.C1.20150901.POM.2,,,CRAM.C1.20150901.POM.1,,2015-09-01T19:45Z,200,200,,20211221T221223Z,RELEASE-2022
a6426075-12f7-445d-bed2-6e676efa8c7a,D05,CRAM,CRAM.AOS.buoy.c2,2015-09-01T18:00Z,CRAM.C2.20150901,,,CRAM.C2.20150901.POM.2,,,CRAM.C2.20150901.POM.1,,2015-09-01T20:45Z,190,,,20211221T221223Z,RELEASE-2022
e08f55df-7093-48fe-aea9-428f8b59dc61,D05,CRAM,CRAM.AOS.littoral2,2015-09-29T15:30Z,CRAM.OT.20150929,,,CRAM.OT.20150929.POM.2,,,CRAM.OT.20150929.POM.1,,2015-09-29T21:30Z,350,350,,20211221T221223Z,RELEASE-2022
9bab25a4-a3c7-47c3-9005-f9adbc95160f,D05,CRAM,CRAM.AOS.littoral1,2015-09-29T17:30Z,CRAM.IN.20150929,,,CRAM.IN.20150929.POM.2,,,CRAM.IN.20150929.POM.1,,2015-09-29T21:30Z,350,350,,20211221T221223Z,RELEASE-2022
030800b9-c107-4bfc-b12d-ad56add476e5,D05,CRAM,CRAM.AOS.buoy.c1,2015-09-29T19:00Z,CRAM.C1.20150929,,,CRAM.C1.20150929.POM.2,,,CRAM.C1.20150929.POM.1,,2015-09-29T22:00Z,350,350,,20211221T221223Z,RELEASE-2022
02732b9a-de7a-46e6-b121-da336da0513a,D05,CRAM,CRAM.AOS.buoy.c2,2015-09-29T19:45Z,CRAM.C2.20150929,,,CRAM.C2.20150929.POM.2,,,CRAM.C2.20150929.POM.1,,2015-09-29T22:30Z,150,150,,20211221T221223Z,RELEASE-2022
005610f6-7482-4a6f-903e-a7167cd82718,D05,CRAM,CRAM.AOS.littoral2,2015-10-26T15:00Z,CRAM.OT.20151026,,"",CRAM.OT.20151026.POM.2,,"",CRAM.OT.20151026.POM.1,,2015-10-26T19:45Z,400,400,,20211221T221516Z,RELEASE-2022
3e0cb81e-717e-48eb-a383-47b2055590d1,D05,CRAM,CRAM.AOS.buoy.c1,2015-10-26T16:00Z,CRAM.C1.20151026,,Sample condition ok,CRAM.C1.20151026.POM.2,,Sample condition ok,CRAM.C1.20151026.POM.1,,2015-10-26T18:45Z,393,400,,20211221T221516Z,RELEASE-2022
24ca4c59-d6a2-4e49-9c43-a673e6c2afcc,D05,CRAM,CRAM.AOS.littoral1,2015-10-26T16:00Z,CRAM.IN.20151026,,"",CRAM.IN.20151026.POM.2,,"",CRAM.IN.20151026.POM.1,,2015-10-26T18:45Z,400,400,,20211221T221516Z,RELEASE-2022
95f1a483-2739-4a53-bc7a-0c1338e7909c,D05,CRAM,CRAM.AOS.buoy.c2,2015-10-26T16:45Z,CRAM.C2.20151026,,Sample condition ok,CRAM.C2.20151026.POM.2,,Sample condition ok,CRAM.C2.20151026.POM.1,,2015-10-26T18:45Z,400,400,,20211221T221516Z,RELEASE-2022
9ea492f4-5978-4635-9d47-f8befc7002a5,D05,CRAM,CRAM.AOS.littoral2,2015-11-17T15:55Z,CRAM.OT.20151117,,,CRAM.OT.20151117.POM.2,,,CRAM.OT.20151117.POM.1,,2015-11-17T21:30Z,,300,,20211221T234040Z,RELEASE-2022
ca496302-1f0c-48ac-a444-be1d6a57fb77,D05,CRAM,CRAM.AOS.littoral1,2015-11-17T17:15Z,CRAM.IN.20151117,,,CRAM.IN.20151117.POM.2,,,CRAM.IN.20151117.POM.1,,2015-11-17T21:30Z,,300,,20211221T234040Z,RELEASE-2022
65b45f37-1e70-44a4-bfd1-f6778363a55d,D05,CRAM,CRAM.AOS.buoy.c0,2015-11-17T18:30Z,CRAM.C0.20151117,,,CRAM.C0.20151117.POM.2,,,CRAM.C0.20151117.POM.1,,2015-11-17T22:00Z,300,300,,20211221T234040Z,RELEASE-2022
316737da-470f-4cb8-9bba-72379e0b8bf8,D05,CRAM,CRAM.AOS.littoral2,2016-02-02T15:00Z,CRAM.OT.20160202,,,CRAM.OT.20160202.POM.2,,,CRAM.OT.20160202.POM.1,,2016-02-02T19:15Z,500,500,,20211221T200512Z,RELEASE-2022
ce442d05-d7a6-41ba-b84a-fe995cae6c6c,D05,CRAM,CRAM.AOS.buoy.c0,2016-02-02T15:55Z,CRAM.C0.20160202,,,CRAM.C0.20160202.POM.2,,,CRAM.C0.20160202.POM.1,,2016-02-02T19:15Z,500,500,,20211221T200512Z,RELEASE-2022
eacc2906-9a32-45b6-970b-da94f186870b,D05,CRAM,CRAM.AOS.littoral1,2016-02-02T16:30Z,CRAM.IN.20160202,,,CRAM.IN.20160202.POM.2,,,CRAM.IN.20160202.POM.1,,2016-02-02T20:00Z,400,400,,20211221T200512Z,RELEASE-2022
d279372b-da7b-4cd9-84aa-48ff54a13154,D05,CRAM,CRAM.AOS.littoral2,2016-03-01T16:00Z,CRAM.OT.20160301,,,CRAM.OT.20160301.POM.2,,,CRAM.OT.20160301.POM.1,,2016-03-01T20:09Z,400,400,,20211221T195923Z,RELEASE-2022
56684d44-af29-470c-93dc-fd1df1b74438,D05,CRAM,CRAM.AOS.buoy.c0,2016-03-01T16:35Z,CRAM.C0.20160301,,,CRAM.C0.20160301.POM.2,,,CRAM.C0.20160301.POM.1,,2016-03-01T21:02Z,400,400,,20211221T195923Z,RELEASE-2022
2edc2909-2a1b-4f72-aff0-16f9b7e8a60c,D05,CRAM,CRAM.AOS.littoral1,2016-03-01T17:06Z,CRAM.IN.20160301,,,CRAM.IN.20160301.POM.2,,,CRAM.IN.20160301.POM.1,,2016-03-01T20:15Z,400,400,,20211221T195923Z,RELEASE-2022
8460ad04-9f81-47df-be26-28a322508d8e,D05,CRAM,CRAM.AOS.littoral2,2016-04-19T14:50Z,CRAM.OT.20160419,,,CRAM.OT.20160419.POM.2,,,CRAM.OT.20160419.POM.1,,2016-04-19T18:36Z,300,300,,20211221T225614Z,RELEASE-2022
ad79fbc5-77b0-441b-a549-80cdce9ab066,D05,CRAM,CRAM.AOS.littoral1,2016-04-19T15:25Z,CRAM.IN.20160419,,,CRAM.IN.20160419.POM.2,,,CRAM.IN.20160419.POM.1,,2016-04-19T18:36Z,300,300,,20211221T225614Z,RELEASE-2022
cdd4d411-3c84-4be4-af50-72acfdbfdc43,D05,CRAM,CRAM.AOS.buoy.c1,2016-04-19T16:25Z,CRAM.C1.20160419,,,CRAM.C1.20160419.POM.2,,,CRAM.C1.20160419.POM.1,,2016-04-19T19:02Z,350,350,,20211221T225614Z,RELEASE-2022
2a214955-4865-4eda-9f57-5c09a065422f,D05,CRAM,CRAM.AOS.buoy.c2,2016-04-19T17:00Z,CRAM.C2.20160419,,,CRAM.C2.20160419.POM.2,,,CRAM.C2.20160419.POM.1,,2016-04-19T19:20Z,300,300,,20211221T225614Z,RELEASE-2022
13d7acfb-2bcf-469a-9739-8266bd031b12,D05,CRAM,CRAM.AOS.littoral2,2016-05-10T14:25Z,CRAM.OT.20160510,,,CRAM.OT.20160510.POM.2,,,CRAM.OT.20160510.POM.1,,2016-05-10T18:20Z,400,400,,20211221T213653Z,RELEASE-2022
69420fea-1104-4783-a85e-92a2a430a670,D05,CRAM,CRAM.AOS.littoral1,2016-05-10T14:50Z,CRAM.IN.20160510,,,CRAM.IN.20160510.POM.2,,,CRAM.IN.20160510.POM.1,,2016-05-10T18:20Z,400,300,,20211221T213653Z,RELEASE-2022
cce90889-3a80-48b8-9ae8-22b5f349907a,D05,CRAM,CRAM.AOS.buoy.c1,2016-05-10T15:45Z,CRAM.C1.20160510,,,CRAM.C1.20160510.POM.2,,,CRAM.C1.20160510.POM.1,,2016-05-10T18:50Z,350,350,,20211221T213653Z,RELEASE-2022
0905a05f-a637-41ad-a274-d6aee087c19e,D05,CRAM,CRAM.AOS.buoy.c2,2016-05-10T16:00Z,CRAM.C2.20160510,,,CRAM.C2.20160510.POM.2,,,CRAM.C2.20160510.POM.1,,2016-05-10T19:20Z,400,300,,20211221T213653Z,RELEASE-2022
ba4fd1e5-8b01-4b16-98e5-4a8cd47c8164,D05,CRAM,CRAM.AOS.littoral2,2016-06-07T14:45Z,CRAM.OT.20160607,,,CRAM.OT.20160607.POM.2,,,CRAM.OT.20160607.POM.1,,2016-06-07T21:00Z,350,350,,20211222T001247Z,RELEASE-2022
461faf08-ca52-46e9-af40-2d3570b08224,D05,CRAM,CRAM.AOS.littoral1,2016-06-07T16:06Z,CRAM.IN.20160607,,,CRAM.IN.20160607.POM.2,,,CRAM.IN.20160607.POM.1,,2016-06-07T21:00Z,350,350,,20211222T001247Z,RELEASE-2022
ec91332c-9cff-411d-b2b6-466cc92b19b7,D05,CRAM,CRAM.AOS.buoy.c1,2016-06-07T18:40Z,CRAM.C1.20160607,,,CRAM.C1.20160607.POM.2,,,CRAM.C1.20160607.POM.1,,2016-06-07T21:45Z,350,350,,20211222T001247Z,RELEASE-2022
791db544-daae-4ac2-a199-3e93d4aa7292,D05,CRAM,CRAM.AOS.buoy.c2,2016-06-07T19:03Z,CRAM.C2.20160607,,,CRAM.C2.20160607.POM.2,,,CRAM.C2.20160607.POM.1,,2016-06-07T22:34Z,200,200,,20211222T001247Z,RELEASE-2022
924714c9-5b4f-46c4-b80b-5105e30fbddf,D05,CRAM,CRAM.AOS.littoral2,2016-07-05T15:15Z,CRAM.OT.20160705,,,CRAM.OT.20160705.POM.2,,,CRAM.OT.20160705.POM.1,,2016-07-05T19:46Z,300,300,,20211222T015420Z,RELEASE-2022
99cc4e15-a039-4eef-9231-7f99bd51a37c,D05,CRAM,CRAM.AOS.littoral1,2016-07-05T15:55Z,CRAM.IN.20160705,,,CRAM.IN.20160705.POM.2,,,CRAM.IN.20160705.POM.1,,2016-07-05T19:46Z,300,300,,20211222T015420Z,RELEASE-2022
e01bcdea-4e04-4f9f-8d50-67923fc42e34,D05,CRAM,CRAM.AOS.buoy.c1,2016-07-05T16:40Z,CRAM.C1.20160705,,,CRAM.C1.20160705.POM.2,,,CRAM.C1.20160705.POM.1,,2016-07-05T20:20Z,300,300,,20211222T015420Z,RELEASE-2022
ce2db3db-c480-40f4-b2e1-06f4b758ef10,D05,CRAM,CRAM.AOS.buoy.c2,2016-07-05T17:35Z,CRAM.C2.20160705,,,CRAM.C2.20160705.POM.2,,,CRAM.C2.20160705.POM.1,,2016-07-05T21:15Z,100,100,,20211222T015420Z,RELEASE-2022
9dd4f82f-770a-4e9a-a899-d2aad0da9416,D05,CRAM,CRAM.AOS.littoral2,2016-08-09T15:40Z,CRAM.OT.20160809,,,CRAM.OT.20160809.POM.2,,,CRAM.OT.20160809.POM.1,,2016-08-09T21:00Z,200,200,,20211221T231147Z,RELEASE-2022
860245b4-4ad1-46ff-af7d-02e23510b10d,D05,CRAM,CRAM.AOS.littoral1,2016-08-09T16:40Z,CRAM.IN.20160809,,,CRAM.IN.20160809.POM.2,,,CRAM.IN.20160809.POM.1,,2016-08-09T21:00Z,200,200,,20211221T231147Z,RELEASE-2022
