uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleCondition,sampleID,replicateNumber,processedDate,processedDateFilters,sampleVolumeFiltered,shipmentTimeRange,filtSampleCond,filtSampleID,filtSampleCode,filtNutSampleCond,filtNutSampleID,filtNutSampleBarcode,rawSampleCond,rawSampleID,rawSampleCode,rawNutSampleCond,rawNutSampleID,rawNutSampleBarcode,pcnSampleCond,pcnSampleID,pcnSampleCode,fieldDataQF,publicationDate,release
333f39fb-45ff-473d-85bc-889102c2cd0e,D03,SUGG,SUGG.AOS.buoy.c0,2018-09-04T14:27Z,SUGG.C0.20180904,Sample condition ok,SUGG.C0.20180904,1,2018-09-04T15:37Z,2018-09-04T15:37Z,450,,Sample condition ok,SUGG.C0.20180904.FIL,A00000005364,,,,Sample condition ok,SUGG.C0.20180904.RAW,A00000005292,,,,Sample condition ok,SUGG.C0.20180904.PCN,A00000005268,,20211221T200303Z,RELEASE-2022
6af8c259-0f75-45da-9310-e41bf0721a60,D03,SUGG,SUGG.AOS.buoy.c0,2018-10-01T16:50Z,SUGG.C0.20181001,Sample condition ok,SUGG.C0.20181001,1,2018-10-01T18:38Z,2018-10-01T20:34Z,300,,Sample condition ok,SUGG.C0.20181001.FIL,A00000005298,,,,Sample condition ok,SUGG.C0.20181001.RAW,A00000005284,,,,Sample condition ok,SUGG.C0.20181001.PCN,A00000003570,,20211222T015555Z,RELEASE-2022
501ef76f-7d31-4f91-98de-e697731f3964,D03,SUGG,SUGG.AOS.buoy.c0,2018-11-05T17:16Z,SUGG.C0.20181105,Sample condition ok,SUGG.C0.20181105,1,2018-11-05T19:06Z,2018-11-05T19:23Z,300,,Sample condition ok,SUGG.C0.20181105.FIL,A00000036783,,,,Sample condition ok,SUGG.C0.20181105.RAW,A00000036781,,,,Sample condition ok,SUGG.C0.20181105.PCN,A00000036790,,20211222T011447Z,RELEASE-2022
8c33c7de-2f6a-4e32-80f3-fa7fcb589b9f,D03,SUGG,SUGG.AOS.buoy.c0,2018-12-04T17:52Z,SUGG.C0.20181204,Sample condition ok,SUGG.C0.20181204,1,2018-12-04T18:54Z,2018-12-04T19:30Z,500,,Sample condition ok,SUGG.C0.20181204.FIL,A00000037270,,,,Sample condition ok,SUGG.C0.20181204.RAW,A00000037272,,,,Sample condition ok,SUGG.C0.20181204.PCN,A00000037287,,20211221T205838Z,RELEASE-2022
1812fb7b-accf-4014-9ad6-1d6d5b565820,D03,SUGG,SUGG.AOS.buoy.c0,2019-01-07T17:42Z,SUGG.C0.20190107,Sample condition ok,SUGG.C0.20190107,1,2019-01-07T20:06Z,2019-01-07T20:06Z,400,,Sample condition ok,SUGG.C0.20190107.FIL,A00000037292,,,,Sample condition ok,SUGG.C0.20190107.RAW,A00000037293,,,,Sample condition ok,SUGG.C0.20190107.PCN,A00000037316,,20211222T015740Z,RELEASE-2022
4d5fddbb-21a8-4578-96c7-95b3132ce183,D03,SUGG,SUGG.AOS.buoy.c0,2019-02-04T18:48Z,SUGG.C0.20190204,Sample condition ok,SUGG.C0.20190204,1,2019-02-04T19:56Z,2019-02-04T19:56Z,500,,Sample condition ok,SUGG.C0.20190204.FIL,A00000037138,,,,Sample condition ok,SUGG.C0.20190204.RAW,A00000037130,,,,Sample condition ok,SUGG.C0.20190204.PCN,A00000037140,,20211221T201624Z,RELEASE-2022
5ac229f5-19f3-4821-a88a-70f11448eb32,D03,SUGG,SUGG.AOS.buoy.c0,2019-03-04T17:06Z,SUGG.C0.20190304,Sample condition ok,SUGG.C0.20190304,1,2019-03-04T18:17Z,2019-03-04T18:17Z,400,,Sample condition ok,SUGG.C0.20190304.FIL,A00000037194,,,,Sample condition ok,SUGG.C0.20190304.RAW,A00000037177,,,,Sample condition ok,SUGG.C0.20190304.PCN,A00000037179,,20211222T021958Z,RELEASE-2022
cebb31eb-b4c0-49ea-9dac-1ae16a54a2b8,D03,SUGG,SUGG.AOS.buoy.c0,2019-04-11T15:58Z,SUGG.C0.20190411,Sample condition ok,SUGG.C0.20190411,1,2019-04-11T17:08Z,2019-04-11T17:08Z,300,,Sample condition ok,SUGG.C0.20190411.FIL,A00000037476,,,,Sample condition ok,SUGG.C0.20190411.RAW,A00000037475,,,,Sample condition ok,SUGG.C0.20190411.PCN,A00000037471,,20211222T021937Z,RELEASE-2022
6765e979-9871-490f-852c-3558698ef49a,D03,SUGG,SUGG.AOS.buoy.c0,2019-05-07T14:07Z,SUGG.C0.20190507,Sample condition ok,SUGG.C0.20190507,1,2019-05-07T16:03Z,2019-05-07T16:03Z,600,,Sample condition ok,SUGG.C0.20190507.FIL,A00000037482,,,,Sample condition ok,SUGG.C0.20190507.RAW,A00000037483,,,,Sample condition ok,SUGG.C0.20190507.PCN,A00000037484,,20211221T201307Z,RELEASE-2022
91acf54c-b6d4-4f2f-9dc9-9b6fce62a3ec,D03,SUGG,SUGG.AOS.buoy.c0,2019-05-07T14:07Z,SUGG.C0.20190507,Sample condition ok,SUGG.C0.20190507.2,2,2019-05-07T14:07Z,2019-05-07T14:07Z,600,,Sample condition ok,SUGG.C0.20190507.FIL.2,A00000037488,,,,Sample condition ok,SUGG.C0.20190507.RAW.2,A00000037489,,,,Sample condition ok,SUGG.C0.20190507.PCN.2,A00000037490,,20211221T201307Z,RELEASE-2022
5f9c4985-1309-4c37-8925-c8b1d3b572a4,D03,SUGG,SUGG.AOS.buoy.c0,2019-06-10T16:30Z,SUGG.C0.20190610,Sample condition ok,SUGG.C0.20190610,1,2019-06-10T17:48Z,2019-06-10T17:50Z,300,,Sample condition ok,SUGG.C0.20190610.FIL,A00000073409,Sample condition ok,SUGG.C0.20190610.FIL.NUT,A00000073417,Sample condition ok,SUGG.C0.20190610.RAW,A00000073410,Sample condition ok,SUGG.C0.20190610.RAW.NUT,A00000073418,Sample condition ok,SUGG.C0.20190610.PCN,A00000073408,,20211221T235311Z,RELEASE-2022
5b604d9e-4b2b-469d-931e-695bb0da1b2d,D03,SUGG,SUGG.AOS.buoy.c0,2019-06-10T16:30Z,SUGG.C0.20190610,Sample condition ok,SUGG.C0.20190610.2,2,2019-06-10T17:55Z,2019-06-10T17:55Z,300,,Sample condition ok,SUGG.C0.20190610.FIL.2,A00000073415,"","","",Sample condition ok,SUGG.C0.20190610.RAW.2,A00000073416,"","","",Sample condition ok,SUGG.C0.20190610.PCN.2,A00000073414,,20211221T235311Z,RELEASE-2022
6387abcc-ce29-4413-aa33-cf27853bc175,D03,SUGG,SUGG.AOS.buoy.c0,2019-07-08T15:02Z,SUGG.C0.20190708,Sample condition ok,SUGG.C0.20190708,1,2019-07-08T16:13Z,2019-07-08T16:13Z,450,,Sample condition ok,SUGG.C0.20190708.FIL,A00000037779,Sample condition ok,SUGG.C0.20190708.FIL.NUT,A00000037780,Sample condition ok,SUGG.C0.20190708.RAW,A00000037777,Sample condition ok,SUGG.C0.20190708.RAW.NUT,A00000037778,Sample condition ok,SUGG.C0.20190708.PCN,A00000037781,,20211221T222716Z,RELEASE-2022
7e0ce75d-c284-4a37-9fa8-ee7286273600,D03,SUGG,SUGG.AOS.buoy.c0,2019-08-13T15:30Z,SUGG.C0.20190813,Sample condition ok,SUGG.C0.20190813,1,2019-08-13T15:30Z,2019-08-13T15:30Z,300,,Sample condition ok,SUGG.C0.20190813.FIL,A00000073536,Sample condition ok,SUGG.C0.20190813.FIL.NUT,A00000073537,Sample condition ok,SUGG.C0.20190813.RAW,A00000073538,Sample condition ok,SUGG.C0.20190813.RAW.NUT,A00000073539,Sample condition ok,SUGG.C0.20190813.PCN,A00000075592,,20211222T003731Z,RELEASE-2022
212488a6-f8dc-4f43-b796-00d046f0693f,D03,SUGG,SUGG.AOS.buoy.c0,2019-09-10T13:50Z,SUGG.C0.20190910,Sample condition ok,SUGG.C0.20190910,1,2019-09-10T15:03Z,2019-09-10T15:03Z,400,,Sample condition ok,SUGG.C0.20190910.FIL,A00000075609,Sample condition ok,SUGG.C0.20190910.FIL.NUT,A00000075616,Sample condition ok,SUGG.C0.20190910.RAW,A00000075612,Sample condition ok,SUGG.C0.20190910.RAW.NUT,A00000075615,Sample condition ok,SUGG.C0.20190910.PCN,A00000075626,,20211222T013029Z,RELEASE-2022
dfd0b8b2-eccc-47fd-be99-744bc605edec,D03,SUGG,SUGG.AOS.buoy.c0,2019-09-10T13:50Z,SUGG.C0.20190910,Sample condition ok,SUGG.C0.20190910.2,2,2019-09-10T15:10Z,2019-09-10T15:10Z,400,,Sample condition ok,SUGG.C0.20190910.FIL.2,A00000075610,"","","",Sample condition ok,SUGG.C0.20190910.RAW.2,A00000075613,"","","",Sample condition ok,SUGG.C0.20190910.PCN.2,A00000075627,,20211222T013029Z,RELEASE-2022
1771df85-2d1e-47e5-9e37-cd64f694c6fd,D03,SUGG,SUGG.AOS.buoy.c0,2019-09-10T13:50Z,SUGG.C0.20190910,Sample condition ok,SUGG.C0.20190910.3,3,2019-09-10T15:23Z,2019-09-10T15:23Z,400,,Sample condition ok,SUGG.C0.20190910.FIL.3,A00000075611,"","","",Sample condition ok,SUGG.C0.20190910.RAW.3,A00000075614,"","","",Sample condition ok,SUGG.C0.20190910.PCN.3,A00000075628,,20211222T013029Z,RELEASE-2022
254a88fb-b559-4210-a645-0ca80cbf3153,D03,SUGG,SUGG.AOS.buoy.c0,2019-10-01T15:34Z,SUGG.C0.20191001,Sample condition ok,SUGG.C0.20191001,1,2019-10-01T18:00Z,2019-10-01T17:48Z,400,,Sample condition ok,SUGG.C0.20191001.FIL,A00000075669,Sample condition ok,SUGG.C0.20191001.FIL.NUT,A00000075674,Sample condition ok,SUGG.C0.20191001.RAW,A00000075671,Sample condition ok,SUGG.C0.20191001.RAW.NUT,A00000075675,Sample condition ok,SUGG.C0.20191001.PCN,A00000075682,,20211222T041304Z,RELEASE-2022
48aea643-1b9d-4b69-81f1-83e556fc402e,D03,SUGG,SUGG.AOS.buoy.c0,2019-11-04T16:31Z,SUGG.C0.20191104,Sample condition ok,SUGG.C0.20191104,1,2019-11-04T16:31Z,2019-11-04T16:31Z,300,,Sample condition ok,SUGG.C0.20191104.FIL,A00000128930,Sample condition ok,SUGG.C0.20191104.FIL.NUT,A00000128924,Sample condition ok,SUGG.C0.20191104.RAW,A00000128923,Sample condition ok,SUGG.C0.20191104.RAW.NUT,A00000128931,Sample condition ok,SUGG.C0.20191104.PCN,A00000128935,,20211221T231716Z,RELEASE-2022
1cad0d7d-cdda-4626-b796-0c3e3cf4082f,D03,SUGG,SUGG.AOS.buoy.c0,2019-12-09T15:28Z,SUGG.C0.20191209,Sample condition ok,SUGG.C0.20191209,1,2019-12-09T15:28Z,2019-12-09T15:28Z,400,,Sample condition ok,SUGG.C0.20191209.FIL,A00000075221,,,,Sample condition ok,SUGG.C0.20191209.RAW,A00000075218,,,,Sample condition ok,SUGG.C0.20191209.PCN,A00000129012,,20211222T004216Z,RELEASE-2022
239e9517-e482-48c7-8602-889cda719b10,D03,SUGG,SUGG.AOS.buoy.c0,2020-01-07T14:56Z,SUGG.C0.20200107,Sample condition ok,SUGG.C0.20200107,1,2020-01-07T16:21Z,2020-01-07T16:21Z,400,,Sample condition ok,SUGG.C0.20200107.FIL,A00000075480,,,,Sample condition ok,SUGG.C0.20200107.RAW,A00000075481,,,,,,,,20211221T214936Z,PROVISIONAL
ad5eb704-eeba-4231-b6c8-7a9401b8440e,D03,SUGG,SUGG.AOS.buoy.c0,2020-02-04T15:48Z,SUGG.C0.20200204,Sample condition ok,SUGG.C0.20200204,1,2020-02-04T17:42Z,2020-02-04T17:42Z,300,,Sample condition ok,SUGG.C0.20200204.FIL,A00000075496,,,,Sample condition ok,SUGG.C0.20200204.RAW,A00000075497,,,,,,,,20211222T014105Z,PROVISIONAL
801b53e6-e264-4db6-b4f1-1f528c14f036,D03,SUGG,SUGG.AOS.buoy.c0,2020-03-03T16:00Z,SUGG.C0.20200303,Sample condition ok,SUGG.C0.20200303.3,3,2020-03-03T16:23Z,,300,,Sample condition ok,SUGG.C0.20200303.FIL.3,A00000129916,,,,Sample condition ok,SUGG.C0.20200303.RAW.3,A00000129906,,,,,,,,20211222T034234Z,PROVISIONAL
6c6df975-e16e-40ce-abfe-4e630688ac83,D03,SUGG,SUGG.AOS.buoy.c0,2020-03-03T16:00Z,SUGG.C0.20200303,Sample condition ok,SUGG.C0.20200303,1,2020-03-03T16:22Z,,300,,Sample condition ok,SUGG.C0.20200303.FIL,A00000129902,,,,Sample condition ok,SUGG.C0.20200303.RAW,A00000129903,,,,,,,,20211222T034234Z,PROVISIONAL
9a9cb1d0-0431-4166-9eae-5f0691b9318b,D03,SUGG,SUGG.AOS.buoy.c0,2020-03-03T16:00Z,SUGG.C0.20200303,Sample condition ok,SUGG.C0.20200303.2,2,2020-03-03T16:23Z,,300,,Sample condition ok,SUGG.C0.20200303.FIL.2,A00000129904,,,,Sample condition ok,SUGG.C0.20200303.RAW.2,A00000129905,,,,,,,,20211222T034234Z,PROVISIONAL
6a2e0afd-da95-4354-8a2f-8dd6e92e5e46,D03,SUGG,SUGG.AOS.buoy.c0,2020-06-16T14:24Z,SUGG.C0.20200616,Sample condition ok,SUGG.C0.20200616.2,2,2020-06-16T16:51Z,2020-06-16T16:51Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20200616.FIL.2,A00000129971,Sample condition ok,SUGG.C0.20200616.FIL.NUT.2,A00000129972,Sample condition ok,SUGG.C0.20200616.RAW.2,A00000129973,Sample condition ok,SUGG.C0.20200616.RAW.NUT.2,A00000129974,Sample condition ok,SUGG.C0.20200616.PCN.2,A00000129956,,20211222T025210Z,PROVISIONAL
e7b70ee9-d79c-4932-92c8-301b50706915,D03,SUGG,SUGG.AOS.buoy.c0,2020-06-16T14:24Z,SUGG.C0.20200616,Sample condition ok,SUGG.C0.20200616,1,2020-06-16T16:48Z,2020-06-16T16:48Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20200616.FIL,A00000129967,Sample condition ok,SUGG.C0.20200616.FIL.NUT,A00000129968,Sample condition ok,SUGG.C0.20200616.RAW,A00000129969,Sample condition ok,SUGG.C0.20200616.RAW.NUT,A00000129970,"","","",,20211222T025210Z,PROVISIONAL
d6241437-27c4-4977-afb7-cbaa643ae2f3,D03,SUGG,SUGG.AOS.buoy.c0,2020-06-16T14:24Z,SUGG.C0.20200616,Sample condition ok,SUGG.C0.20200616.3,3,2020-06-16T16:58Z,2020-06-16T16:58Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20200616.FIL.3,A00000129975,Sample condition ok,SUGG.C0.20200616.FIL.NUT.3,A00000129976,Sample condition ok,SUGG.C0.20200616.RAW.3,A00000129977,Sample condition ok,SUGG.C0.20200616.RAW.NUT.3,A00000131350,Sample condition ok,SUGG.C0.20200616.PCN.3,A00000129955,,20211222T025210Z,PROVISIONAL
57d318a0-ed40-4f36-ac03-c801877b6c35,D03,SUGG,SUGG.AOS.buoy.c0,2020-07-07T14:55Z,SUGG.C0.20200707,Sample condition ok,SUGG.C0.20200707,1,2020-07-07T14:55Z,2020-07-07T14:55Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20200707.FIL,A00000131393,Sample condition ok,SUGG.C0.20200707.FIL.NUT,A00000131392,Sample condition ok,SUGG.C0.20200707.RAW,A00000131384,Sample condition ok,SUGG.C0.20200707.RAW.NUT,A00000131383,,,,,20211221T221850Z,PROVISIONAL
45751a17-06e3-451d-a91f-321a15bdfa3a,D03,SUGG,SUGG.AOS.buoy.c0,2020-11-03T13:50Z,SUGG.C0.20201103,Sample condition ok,SUGG.C0.20201103,1,2020-11-03T13:50Z,2020-11-03T13:50Z,400,within 24 hours of collection,Sample condition ok,SUGG.C0.20201103.FIL,A00000132050,Sample condition ok,SUGG.C0.20201103.FIL.NUT,A00000132049,Sample condition ok,SUGG.C0.20201103.RAW,A00000132158,Sample condition ok,SUGG.C0.20201103.RAW.NUT,A00000132157,,,,,20211222T024123Z,PROVISIONAL
a2559b9e-9f59-4f09-a3c3-3cd2dbb455cb,D03,SUGG,SUGG.AOS.buoy.c0,2020-12-01T14:37Z,SUGG.C0.20201201,Sample condition ok,SUGG.C0.20201201,1,2020-12-01T16:29Z,2020-12-01T16:42Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20201201.FIL,A00000132156,Sample condition ok,SUGG.C0.20201201.FIL.NUT,A00000132155,Sample condition ok,SUGG.C0.20201201.RAW,A00000132139,Sample condition ok,SUGG.C0.20201201.RAW.NUT,A00000132154,,,,,20211222T003729Z,PROVISIONAL
68ecf3bb-94b9-49c2-b64e-da3e9e7de6d8,D03,SUGG,SUGG.AOS.buoy.c0,2021-01-05T16:15Z,SUGG.C0.20210105,Sample condition ok,SUGG.C0.20210105,1,2021-01-05T16:15Z,2021-01-05T16:15Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210105.FIL,A00000132166,Sample condition ok,SUGG.C0.20210105.FIL.NUT,A00000132167,Sample condition ok,SUGG.C0.20210105.RAW,A00000132169,Sample condition ok,SUGG.C0.20210105.RAW.NUT,A00000132168,,,,,20211222T002057Z,PROVISIONAL
834dbfa5-1b62-494b-a307-1af2060361dc,D03,SUGG,SUGG.AOS.buoy.c0,2021-01-26T15:52Z,SUGG.C0.20210126,Sample condition ok,SUGG.C0.20210126,1,2021-01-26T18:43Z,2021-01-26T18:43Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210126.FIL,A00000132195,Sample condition ok,SUGG.C0.20210126.FIL.NUT,A00000132197,Sample condition ok,SUGG.C0.20210126.RAW,A00000132198,Sample condition ok,SUGG.C0.20210126.RAW.NUT,A00000132199,,,,,20211222T002057Z,PROVISIONAL
8d1af268-fa78-40dc-a7df-48c9a079b393,D03,SUGG,SUGG.AOS.buoy.c0,2021-01-26T15:52Z,SUGG.C0.20210126,Sample condition ok,SUGG.C0.20210126.3,3,2021-01-26T18:44Z,2021-01-26T18:44Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210126.FIL.3,A00000132204,Sample condition ok,SUGG.C0.20210126.FIL.NUT.3,A00000132205,Sample condition ok,SUGG.C0.20210126.RAW.3,A00000132206,Sample condition ok,SUGG.C0.20210126.RAW.NUT.3,A00000132207,,,,,20211222T002057Z,PROVISIONAL
8ec88efd-338b-4664-b02b-20fd3bbb640e,D03,SUGG,SUGG.AOS.buoy.c0,2021-01-26T15:52Z,SUGG.C0.20210126,Sample condition ok,SUGG.C0.20210126.2,2,2021-01-26T18:44Z,2021-01-26T18:44Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210126.FIL.2,A00000132201,Sample condition ok,SUGG.C0.20210126.FIL.NUT.2,A00000132200,Sample condition ok,SUGG.C0.20210126.RAW.2,A00000132202,Sample condition ok,SUGG.C0.20210126.RAW.NUT.2,A00000132203,,,,,20211222T002057Z,PROVISIONAL
0e786a18-4221-4101-9491-7f2062d8b16b,D03,SUGG,SUGG.AOS.buoy.c0,2021-03-09T15:02Z,SUGG.C0.20210309,Sample condition ok,SUGG.C0.20210309,1,2021-03-09T15:34Z,2021-03-09T15:34Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210309.FIL,A00000132573,Sample condition ok,SUGG.C0.20210309.FIL.NUT,A00000132574,Sample condition ok,SUGG.C0.20210309.RAW,A00000132575,Sample condition ok,SUGG.C0.20210309.RAW.NUT,A00000132576,,,,,20211222T041226Z,PROVISIONAL
665dc66f-c055-45ec-893d-c6e7556c745b,D03,SUGG,SUGG.AOS.buoy.c0,2021-04-07T16:15Z,SUGG.C0.20210407,Sample condition ok,SUGG.C0.20210407,1,2021-04-07T18:32Z,2021-04-07T18:32Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210407.FIL,A00000132769,Sample condition ok,SUGG.C0.20210407.FIL.NUT,A00000132770,Sample condition ok,SUGG.C0.20210407.RAW,A00000132771,Sample condition ok,SUGG.C0.20210407.RAW.NUT,A00000132772,,,,,20211222T034743Z,PROVISIONAL
daafd27c-a7cb-403f-a5ae-0dd5026affce,D03,SUGG,SUGG.AOS.buoy.c0,2021-05-04T14:23Z,SUGG.C0.20210504,Sample condition ok,SUGG.C0.20210504,1,2021-05-04T16:07Z,2021-05-04T16:07Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210504.FIL,A00000132790,Sample condition ok,SUGG.C0.20210504.FIL.NUT,A00000132791,Sample condition ok,SUGG.C0.20210504.RAW,A00000132792,Sample condition ok,SUGG.C0.20210504.RAW.NUT,A00000132793,,,,,20211221T212056Z,PROVISIONAL
7d2c0198-35df-4e36-81b7-afa1709e8f7b,D03,SUGG,SUGG.AOS.buoy.c0,2021-06-07T16:58Z,SUGG.C0.20210607,Sample condition ok,SUGG.C0.20210607,1,2021-06-07T19:44Z,2021-06-07T19:44Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210607.FIL,A00000132813,Sample condition ok,SUGG.C0.20210607.FIL.NUT,A00000132814,Sample condition ok,SUGG.C0.20210607.RAW,A00000132815,Sample condition ok,SUGG.C0.20210607.RAW.NUT,A00000132816,,,,,20211221T195358Z,PROVISIONAL
a29ce2eb-5023-4d56-a383-33f2239416ea,D03,SUGG,SUGG.AOS.buoy.c0,2021-07-12T15:43Z,SUGG.C0.20210712,Sample condition ok,SUGG.C0.20210712,1,2021-07-12T16:49Z,2021-07-12T16:49Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210712.FIL,A00000132723,Sample condition ok,SUGG.C0.20210712.FIL.NUT,A00000132720,Sample condition ok,SUGG.C0.20210712.RAW,A00000132722,Sample condition ok,SUGG.C0.20210712.RAW.NUT,A00000132721,,,,,20220125T180828Z,PROVISIONAL
49afe8ab-04a0-41fc-ae61-cfe11bdddbd1,D03,SUGG,SUGG.AOS.buoy.c0,2021-08-10T15:50Z,SUGG.C0.20210810,Sample condition ok,SUGG.C0.20210810,1,2021-08-10T17:07Z,2021-08-10T17:07Z,300,within 24 hours of collection,Sample condition ok,SUGG.C0.20210810.FIL,A00000132853,Sample condition ok,SUGG.C0.20210810.FIL.NUT,A00000132866,Sample condition ok,SUGG.C0.20210810.RAW,A00000132867,Sample condition ok,SUGG.C0.20210810.RAW.NUT,A00000132868,,,,,20220125T180556Z,PROVISIONAL
8b1bced7-723f-45aa-8e68-caed2b369a01,D03,SUGG,SUGG.AOS.buoy.c0,2021-09-07T16:25Z,SUGG.C0.20210907,Sample condition ok,SUGG.C0.20210907,1,2021-09-07T16:25Z,,,within 24 to 72 hours of collection,Sample condition ok,SUGG.C0.20210907.FIL,A00000132921,Sample condition ok,SUGG.C0.20210907.FIL.NUT,A00000132920,Sample condition ok,SUGG.C0.20210907.RAW,A00000132919,Sample condition ok,SUGG.C0.20210907.RAW.NUT,A00000132918,,,,,20211221T203257Z,PROVISIONAL
21262d59-f41c-48be-a2bf-f20672d7809f,D03,SUGG,SUGG.AOS.buoy.c0,2021-10-05T14:20Z,SUGG.C0.20211005,Sample condition ok,SUGG.C0.20211005,1,2021-10-05T17:12Z,,,within 24 hours of collection,Sample condition ok,SUGG.C0.20211005.FIL,A00000132932,Sample condition ok,SUGG.C0.20211005.FIL.NUT,A00000132930,Sample condition ok,SUGG.C0.20211005.RAW,A00000132931,Sample condition ok,SUGG.C0.20211005.RAW.NUT,A00000132933,,,,,20220112T211814Z,PROVISIONAL
cbb6ad90-4a25-4d83-90a1-aa1e0ac515b0,D05,CRAM,CRAM.AOS.littoral2,2015-05-05T15:30Z,CRAM.OT.20150505,,CRAM.OT.20150505,,2015-05-06T13:40Z,2015-05-06T13:40Z,650,,,CRAM.OT.20150505.FIL,,,,,,CRAM.OT.20150505.RAW,,,,,,CRAM.OT.20150505.PCN,,,20211222T015624Z,RELEASE-2022
05ffee44-ea61-4935-a1e1-968762ecba0a,D05,CRAM,CRAM.AOS.littoral1,2015-05-05T16:30Z,CRAM.IN.20150505,,CRAM.IN.20150505,,2015-05-06T13:40Z,2015-05-06T13:40Z,300,,,CRAM.IN.20150505.FIL,,,,,,CRAM.IN.20150505.RAW,,,,,,CRAM.IN.20150505.PCN,,,20211222T015624Z,RELEASE-2022
42b2b2df-1edb-4506-909a-01496664b754,D05,CRAM,CRAM.AOS.buoy.c1,2015-05-05T19:45Z,CRAM.C1.20150505,,CRAM.C1.20150505,,2015-05-05T21:30Z,2015-05-05T21:30Z,450,,,CRAM.C1.20150505.FIL,,,,,,CRAM.C1.20150505.RAW,,,,,,CRAM.C1.20150505.PCN,,,20211222T015624Z,RELEASE-2022
2e8c35e2-c5cf-407b-a80d-58b292c333c9,D05,CRAM,CRAM.AOS.buoy.c2,2015-05-05T20:45Z,CRAM.C2.20150505,,CRAM.C2.20150505,,2015-05-05T21:30Z,2015-05-05T21:30Z,250,,,CRAM.C2.20150505.FIL,,,,,,CRAM.C2.20150505.RAW,,,,,,CRAM.C2.20150505.PCN,,,20211222T015624Z,RELEASE-2022
d272dff1-4f93-4371-b99e-ab004c837112,D05,CRAM,CRAM.AOS.littoral2,2015-06-02T15:00Z,CRAM.OT.20150602,,CRAM.OT.20150602,,2015-06-02T20:15Z,2015-06-02T20:15Z,350,,,CRAM.OT.20150602.FIL,,,,,,CRAM.OT.20150602.RAW,,,,,,CRAM.OT.20150602.PCN,,,20211222T010438Z,RELEASE-2022
a42c815a-d15c-47c0-859c-746838d93788,D05,CRAM,CRAM.AOS.littoral1,2015-06-02T16:00Z,CRAM.IN.20150602,,CRAM.IN.20150602,,2015-06-02T20:15Z,2015-06-02T20:15Z,300,,,CRAM.IN.20150602.FIL,,,,,,CRAM.IN.20150602.RAW,,,,,,CRAM.IN.20150602.PCN,,,20211222T010438Z,RELEASE-2022
b0ac8cf4-3f16-4690-9048-4c0cec729687,D05,CRAM,CRAM.AOS.buoy.c1,2015-06-02T17:15Z,CRAM.C1.20150602,,CRAM.C1.20150602,,2015-06-02T20:45Z,2015-06-02T20:45Z,400,,,CRAM.C1.20150602.FIL,,,,,,CRAM.C1.20150602.RAW,,,,,,CRAM.C1.20150602.PCN,,,20211222T010438Z,RELEASE-2022
5fd445af-38e3-4615-ab08-89953096b67e,D05,CRAM,CRAM.AOS.buoy.c2,2015-06-02T18:15Z,CRAM.C2.20150602,,CRAM.C2.20150602,,2015-06-02T20:45Z,2015-06-02T20:45Z,350,,,CRAM.C2.20150602.FIL,,,,,,CRAM.C2.20150602.RAW,,,,,,CRAM.C2.20150602.PCN,,,20211222T010438Z,RELEASE-2022
54528c9d-0a65-4cc5-8248-3fe7de94e0a7,D05,CRAM,CRAM.AOS.littoral2,2015-06-29T15:15Z,CRAM.OT.20150629,,CRAM.OT.20150629,,2015-06-29T19:30Z,2015-06-29T19:30Z,200,,,CRAM.OT.20150629.FIL,,,,,,CRAM.OT.20150629.RAW,,,,,,CRAM.OT.20150629.PCN,,,20211222T010438Z,RELEASE-2022
8036079b-6dc9-491f-8dc1-40dc91a17486,D05,CRAM,CRAM.AOS.littoral1,2015-06-29T16:00Z,CRAM.IN.20150629,,CRAM.IN.20150629,,2015-06-29T21:15Z,2015-06-29T21:15Z,300,,,CRAM.IN.20150629.FIL,,,,,,CRAM.IN.20150629.RAW,,,,,,CRAM.IN.20150629.PCN,,,20211222T010438Z,RELEASE-2022
2a3772fc-be23-4e8a-8cb0-4c6f87466c5b,D05,CRAM,CRAM.AOS.buoy.c1,2015-06-29T17:15Z,CRAM.C1.20150629,,CRAM.C1.20150629,,2015-06-29T21:35Z,2015-06-29T21:35Z,300,,,CRAM.C1.20150629.FIL,,,,,,CRAM.C1.20150629.RAW,,,,,,CRAM.C1.20150629.PCN,,,20211222T010438Z,RELEASE-2022
