CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,source_labmethodid,source_labmethodname,USGSPCode,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityStartTime.Time,ActivityEndDate,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,source_samplesiteid,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,ResultSampleFractionText,datavalue,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,source_labmethoddescription,ResultLaboratoryCommentText,source_qualifier,DetectionQuantitationLimitMeasure.MeasureValue,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Obs_Id,State,Id_num,wqp_monitoringlocationname,wqp_providername,lagoslakeid,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,Conversion,Conversion_dl,Notes,sampledate,source_sampledepth,variableid_lagos,limit_low,limit_high,variableshortname,source_sampleposition,lagos_sampledepth,lagos_sampleposition
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7184-101995,Sample,1995-10-16,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5007282,FL,5007282,Osceola S,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-10-16,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6247-101995,Sample,1995-10-16,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB39,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4087229,FL,4087229,Virginia,STORET,189270,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-10-16,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6007-101995,Sample,1995-10-31,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB21,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4685644,FL,4685644,Killarney,STORET,187094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-10-31,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7298-101995,Sample,1995-10-31,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB32,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4721915,FL,4721915,Park,STORET,191435,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-10-31,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7269-101995,Sample,1995-10-31,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB34,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3729918,FL,3729918,Rowena,STORET,192522,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-10-31,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6589-101995,Sample,1995-10-31,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB36,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3395838,FL,3395838,Sue,STORET,187119,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-10-31,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7082-111995,Sample,1995-11-06,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB29,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4560733,FL,4560733,Nan,STORET,188250,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-11-06,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6286-111995,Sample,1995-11-06,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB3,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3946084,FL,3946084,Berry,STORET,190360,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-11-06,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6314-111995,Sample,1995-11-06,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB4,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4150116,FL,4150116,Burkett,STORET,186081,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-11-06,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6204-111995,Sample,1995-11-06,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB40,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4120575,FL,4120575,Waunatta,STORET,192592,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-11-06,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6709-121995,Sample,1995-12-05,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW11,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3809387,FL,3809387,Little Fairview,STORET,187076,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-05,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6630-121995,Sample,1995-12-05,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW28,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4969507,FL,4969507,Fairview N,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-05,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6679-121995,Sample,1995-12-05,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW29,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4990003,FL,4990003,Fairview S,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-05,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6057-121995,Sample,1995-12-05,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW9,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4787090,FL,4787090,Hill,STORET,185952,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-05,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6528-121995,Sample,1995-12-07,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB14,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4069383,FL,4069383,Georgia,STORET,190436,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-07,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7222-121995,Sample,1995-12-07,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB33,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4579020,FL,4579020,Pearl (Howell Branch Basin),STORET,189149,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-07,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6078-121995,Sample,1995-12-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW10M,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,300000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,300000,STORET,NA,NA,FL-4927162,FL,4927162,Lawne M,STORET,188104,Mercury,0.3,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6879-121995,Sample,1995-12-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW10S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4868241,FL,4868241,Lawne S,STORET,188104,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6034-121995,Sample,1995-12-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW7,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,400000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,400000,STORET,NA,NA,FL-4857387,FL,4857387,Gandy,STORET,184824,Mercury,0.4,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6058-121995,Sample,1995-12-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW9,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4664994,FL,4664994,Hill,STORET,185952,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1995-12-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5909-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20E,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3551551,FL,3551551,Ivanhoe E,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5958-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20W,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3599554,FL,3599554,Ivanhoe W,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7042-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB26,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3377242,FL,3377242,Minnehaha,STORET,191448,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7130-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30M,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4713914,FL,4713914,Osceola M,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7158-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30N,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4450210,FL,4450210,Osceola N,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7185-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4476281,FL,4476281,Osceola S,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6248-051996,Sample,1996-05-20,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB39,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4295851,FL,4295851,Virginia,STORET,189270,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-20,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6972-051996,Sample,1996-05-29,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW18,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4466177,FL,4466177,Silver,STORET,192501,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-05-29,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6530-061996,Sample,1996-06-18,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB14,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4502410,FL,4502410,Georgia,STORET,190436,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-06-18,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7224-061996,Sample,1996-06-18,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB33,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4906351,FL,4906351,Pearl (Howell Branch Basin),STORET,189149,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-06-18,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6410-061996,Sample,1996-06-18,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB47,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4663793,FL,4663793,Deep,STORET,186094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-06-18,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6632-061996,Sample,1996-06-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW28,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3582282,FL,3582282,Fairview N,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1996-06-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
