CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,source_labmethodid,source_labmethodname,USGSPCode,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ActivityStartTime.Time,ActivityEndDate,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,source_samplesiteid,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,ResultSampleFractionText,datavalue,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,source_labmethoddescription,ResultLaboratoryCommentText,source_qualifier,DetectionQuantitationLimitMeasure.MeasureValue,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Obs_Id,State,Id_num,wqp_monitoringlocationname,wqp_providername,lagoslakeid,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,Conversion,Conversion_dl,Notes,sampledate,source_sampledepth,variableid_lagos,limit_low,limit_high,variableshortname,source_sampleposition,lagos_sampledepth,lagos_sampleposition
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6888-061998,Sample,1998-06-16,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW10S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5040086,FL,5040086,Lawne S,STORET,188104,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-06-16,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6943-061998,Sample,1998-06-23,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW19,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4117825,FL,4117825,Orlando (aka. Wekiwa),STORET,188121,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-06-23,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6980-061998,Sample,1998-06-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW18,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3668564,FL,3668564,Silver,STORET,192501,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-06-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6434-081998,Sample,1998-08-10,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB10,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4973493,FL,4973493,Faith,STORET,185999,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-10,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6018-081998,Sample,1998-08-10,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB21,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4959923,FL,4959923,Killarney,STORET,187094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-10,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7311-081998,Sample,1998-08-10,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB32,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4684357,FL,4684357,Park,STORET,191435,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-10,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6552-081998,Sample,1998-08-10,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB37,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4554197,FL,4554197,Sybellia,STORET,188153,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-10,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6345-081998,Sample,1998-08-10,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB6,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4078732,FL,4078732,Charity,STORET,187096,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-10,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6539-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB14,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4761797,FL,4761797,Georgia,STORET,190436,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7093-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB29,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3352052,FL,3352052,Nan,STORET,188250,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7233-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB33,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4843932,FL,4843932,Pearl (Howell Branch Basin),STORET,189149,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6326-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB4,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3535194,FL,3535194,Burkett,STORET,186081,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6215-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB40,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4386664,FL,4386664,Waunatta,STORET,192592,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6418-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB47,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4100212,FL,4100212,Deep,STORET,186094,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5006-081998,Sample,1998-08-12,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LE16,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4706496,FL,4706496,Irma,STORET,184964,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-12,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7051-081998,Sample,1998-08-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB26,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3115378,FL,3115378,Minnehaha,STORET,191448,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7065-081998,Sample,1998-08-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB28,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3564896,FL,3564896,Mizell,STORET,189278,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7139-081998,Sample,1998-08-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30M,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4301818,FL,4301818,Osceola M,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7167-081998,Sample,1998-08-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30N,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4722697,FL,4722697,Osceola N,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7194-081998,Sample,1998-08-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB30S,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4889624,FL,4889624,Osceola S,STORET,184883,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6257-081998,Sample,1998-08-24,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB39,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3025162,FL,3025162,Virginia,STORET,189270,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-24,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5918-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20E,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4407763,FL,4407763,Ivanhoe E,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-5967-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB20W,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4396751,FL,4396751,Ivanhoe W,STORET,191423,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6299-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB3,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4658872,FL,4658872,Berry,STORET,190360,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7280-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB34,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3728155,FL,3728155,Rowena,STORET,192522,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6600-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB36,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-3658453,FL,3658453,Sue,STORET,187119,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6327-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB4,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4417137,FL,4417137,Burkett,STORET,186081,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6377-081998,Sample,1998-08-25,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-HB7,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4818887,FL,4818887,Concord,STORET,193386,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-08-25,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6957-091998,Sample,1998-09-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW17,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4102631,FL,4102631,Shadow,STORET,191410,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-09-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-7007-091998,Sample,1998-09-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW20,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-5055186,FL,5055186,Weston,STORET,190298,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-09-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6641-091998,Sample,1998-09-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW28,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-2431799,FL,2431799,Fairview N,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-09-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
"Mercury, total",ng/l,ng/l,USEPA 200.7(W),NA,NA,21FLORAN,Orange County Environmental Protection (Florida),21FLORAN-6690-091998,Sample,1998-09-21,00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,AMB,NA,21FLORAN-LW29,NA,SP-001,SP-001,SP-001,Unknown,NA,Total,200000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7(W),USEPA,NA,NA,NA,200000,STORET,NA,NA,FL-4562699,FL,4562699,Fairview S,STORET,187064,Mercury,0.2,mg/l,2e-4,mg/l,1000000,1000000,EPA 200.7; Determination of Metals and Trace Elements in Water and Wastes by Inductively Coupled Plasma-Atomic Emission Spectrometry,1998-09-21,NA,46,-1000,50000000,t_hg_ngl,UNKNOWN,NA,UNKNOWN
