OrganizationFormalName,MonitoringLocationIdentifier,sampledate,lagos_sampledepth,"Nitrogen, NH4","Nitrogen, dissolved Kjeldahl","Nitrogen, total","Nitrogen, total Kjeldahl","Arsenic, dissolved","Arsenic, total","Phosphorus, soluble reactive orthophosphate","Phosphorus, total","Nitrogen, nitrite (NO2) + nitrate (NO3)","Carbon, dissolved organic","Carbon, total organic","Nitrogen, total dissolved","Selenium, dissolved","Selenium, total","Aluminum, dissolved","Aluminum, total","Mercury, total dissolved","Mercury, total"
DENR,SDDENR_WQX-SWLAZZZ2701,1992-06-12,0,NA,NA,NA,NA,NA,NA,47,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ9233,1992-06-12,0,NA,NA,NA,NA,NA,NA,39,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ2209,1992-06-18,0,NA,NA,NA,NA,NA,NA,37,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5944610,1992-06-23,0,NA,NA,NA,NA,NA,NA,92,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5945040,1992-06-24,0,NA,NA,NA,NA,NA,NA,58,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380950,1992-07-08,5,NA,NA,NA,NA,NA,NA,75,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ1015,1992-07-15,0,NA,NA,NA,NA,NA,NA,2214,1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ9903,1992-07-23,0,NA,NA,NA,NA,NA,NA,56,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ9801,1992-07-28,0,NA,NA,NA,NA,NA,NA,723,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ3215,1992-08-05,0,NA,NA,NA,NA,NA,NA,90,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1992-08-19,3.048,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Florida Water Management District,21FLSFWM-L002,1992-08-25,1.5,2830,NA,NA,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925170,1992-09-01,0,NA,NA,NA,NA,NA,NA,310,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5952830,1992-09-08,0,NA,NA,NA,NA,NA,NA,49,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1992-09-15,3.048,NA,NA,NA,NA,NA,NA,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Florida Water Management District,21FLSFWM-L005,1992-09-30,3,5150,NA,NA,2270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-PUNISHEDL01,1992-10-02,0,NA,NA,NA,NA,NA,NA,530,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Idaho Water Science Center,USGS-473054116500600,1992-10-10,38,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5940110,1992-10-15,0,NA,NA,NA,NA,NA,NA,745,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12301919,1992-10-20,3.048,NA,NA,NA,NA,NA,NA,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange County Environmental Protection (Florida),21FLORAN-LA19,1993-02-01,0.5,NA,NA,NA,NA,NA,NA,730,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380920,1993-02-23,1,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-381320,1993-02-23,1,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-381320,1993-02-23,3,NA,NA,NA,NA,NA,NA,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380945,1993-03-03,6,NA,NA,NA,NA,NA,NA,90,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380610,1993-03-04,1,NA,NA,NA,NA,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380610,1993-03-04,3,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380610,1993-03-04,5,NA,NA,NA,NA,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380611,1993-03-04,1,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380611,1993-03-04,3,NA,NA,NA,NA,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380612,1993-03-04,3,NA,NA,NA,NA,NA,NA,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380612,1993-03-04,4.5,NA,NA,NA,NA,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936320,1993-04-13,0,NA,NA,NA,NA,NA,NA,107,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301712097470701,1993-04-29,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Florida Water Management District,21FLSFWM-L002,1993-05-26,1.5,3380,NA,NA,1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-0209799150,1993-06-08,0.3048,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ9243,1993-06-15,0,NA,NA,NA,NA,NA,NA,432,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5931800,1993-06-15,0,NA,NA,NA,NA,NA,NA,546,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-PUNISHEDL02,1993-06-16,0,NA,NA,NA,NA,NA,NA,135,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Oklahoma Water Science Center,USGS-362104094492401,1993-06-23,5.486400000000001,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS New Mexico Water Science Center,USGS-08317300,1993-06-24,25.908,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-02087701,1993-06-25,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-SWLAZZZ6301,1993-07-06,0,NA,NA,NA,NA,NA,NA,411,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-381390,1993-07-08,8,NA,NA,NA,NA,NA,NA,37,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-WALLZZZWL05,1993-07-12,0,NA,NA,NA,NA,NA,NA,298,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-0208718195,1993-08-24,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5913240,1993-08-31,0,NA,NA,NA,NA,NA,NA,53,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5937750,1993-09-08,0,NA,NA,NA,NA,NA,NA,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-300440090221100,1993-09-09,0.1,NA,370,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-301710090174500,1993-09-10,0.1,NA,NA,NA,NA,NA,NA,60,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-301200090072000,1993-09-29,2.5,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-300616089491100,1993-10-01,0.1,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-300708089493600,1993-10-01,0.1,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MONT_DEQ_WQX - Montana DEQ - Pre-1999 Data,MONT_DEQ_WQX-FBC06007,1993-10-09,1.9507200000000002,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-POINSETLP04,1993-11-02,0,NA,NA,NA,NA,NA,NA,110,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-0208708905,1993-11-09,0.3048,NA,NA,NA,NA,NA,NA,110,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Arkansas Water Science Center,USGS-07362590,1994-02-01,3.048,NA,NA,NA,NA,NA,NA,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-POINSETLP06,1994-03-01,0,NA,NA,NA,NA,NA,NA,173,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF04,1994-04-05,0,NA,NA,NA,NA,NA,NA,1440,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301500097424801,1994-04-29,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Louisiana Water Science Center,USGS-300903090224800,1994-05-22,0.1,NA,NA,NA,NA,NA,NA,110,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF04,1994-05-23,0,NA,NA,NA,NA,NA,NA,1440,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-302043097472401,1994-06-03,0.3048,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF04,1994-06-13,0,NA,NA,NA,NA,NA,NA,952,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4940610,1994-06-15,0,NA,NA,NA,NA,NA,NA,52,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5913240,1994-06-22,0,NA,NA,NA,NA,NA,NA,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5914030,1994-06-22,0,NA,NA,NA,NA,NA,NA,28,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4942310,1994-06-28,0,NA,NA,NA,NA,NA,NA,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5906510,1994-06-29,0,NA,NA,NA,NA,NA,NA,29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4920470,1994-06-30,0,NA,NA,NA,NA,NA,NA,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4960010,1994-07-01,0,NA,NA,NA,NA,NA,NA,77,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4900440,1994-07-05,0,NA,NA,NA,NA,NA,NA,83,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5944100,1994-07-06,0,NA,NA,NA,NA,NA,NA,276,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5944950,1994-07-06,0,NA,NA,NA,NA,NA,NA,145,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5945040,1994-07-06,0,NA,NA,NA,NA,NA,NA,62,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5949490,1994-07-06,0,NA,NA,NA,NA,NA,NA,92,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF05,1994-07-12,0,NA,NA,NA,NA,NA,NA,974,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,1994-07-14,0,NA,NA,NA,NA,NA,NA,53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5931800,1994-07-20,0,NA,NA,NA,NA,NA,NA,244,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5936110,1994-07-27,0,NA,NA,NA,NA,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-381435,1994-08-02,3,NA,NA,NA,NA,NA,NA,57,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-381435,1994-08-02,4,NA,NA,NA,NA,NA,NA,128,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380925,1994-08-03,2.5,NA,NA,NA,NA,NA,NA,43,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380925,1994-08-03,3.5,NA,NA,NA,NA,NA,NA,46,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-381425,1994-08-10,5,NA,NA,NA,NA,NA,NA,97,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
National Park Service Water Resources Division,11NPSWRD_WQX-WHIS_UCLIM_1,1994-08-16,23.993856,NA,NA,NA,NA,NA,NA,2.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-12300110,1994-08-17,3.048,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5930990,1994-08-30,0,NA,NA,NA,NA,NA,NA,254,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Florida Water Management District,21FLSFWM-LZ40,1994-09-06,4,1929,NA,NA,913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925180,1994-09-13,0,NA,NA,NA,NA,NA,NA,220,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF04,1994-09-20,0,NA,NA,NA,NA,NA,NA,1350,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF05,1994-09-20,0,NA,NA,NA,NA,NA,NA,1660,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF04,1994-10-11,0,NA,NA,NA,NA,NA,NA,1280,718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF05,1994-10-11,0,NA,NA,NA,NA,NA,NA,1340,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-MADBRANLM01,1994-10-25,0,NA,NA,NA,NA,NA,NA,426,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF04,1994-11-15,0,NA,NA,NA,NA,NA,NA,1100,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-FAULKTOLF05,1994-12-19,0,NA,NA,NA,NA,NA,NA,1030,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-301712097470701,1995-03-13,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925130,1995-07-11,0,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-0208708905,1995-07-12,0.3048,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-403506107214500,1995-07-12,0.6096,NA,600,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENR,SDDENR_WQX-MADBRANLM01,1995-07-25,0,NA,NA,NA,NA,NA,NA,701,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-402315104052800,1995-07-25,1.8288000000000002,NA,1800,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-402444103223200,1995-08-01,1.15824,NA,NA,NA,NA,NA,NA,50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5914030,1995-08-22,0.2,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5901680,1995-09-06,0,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4937130,1995-09-20,0.2,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4937140,1995-09-20,0.2,NA,NA,NA,NA,NA,NA,80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-480438099091500,1995-10-02,1,NA,NA,NA,NA,NA,NA,135,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5914010,1995-10-24,0.2,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4937130,1995-10-25,0,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4937150,1995-10-25,0,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5952430,1996-01-16,0,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Texas Water Science Center,USGS-300209095091201,1996-01-30,3.3528000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,2.2,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380250,1996-03-25,1,NA,NA,NA,NA,NA,NA,270,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5952920,1996-05-06,0,NA,NA,NA,NA,NA,NA,110,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-09014500,1996-05-31,7.62,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Carolina Water Science Center,USGS-0209684980,1996-07-08,0.3048,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938660,1996-07-11,0,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400841106240600,1996-07-17,18.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925130,1996-07-23,0,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,1996-07-23,0,NA,NA,NA,NA,NA,NA,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925180,1996-07-23,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5914040,1996-07-23,0,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5916260,1996-07-23,0,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange County Environmental Protection (Florida),21FLORAN-LA18,1996-07-31,0.5,NA,NA,NA,NA,NA,NA,164000,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938600,1996-08-20,0,NA,NA,NA,NA,NA,NA,28.22,11.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938640,1996-08-20,0,NA,NA,NA,NA,NA,NA,30.44,15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938660,1996-08-20,0,NA,NA,NA,NA,NA,NA,30.24,19.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5930980,1996-08-20,0,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5945040,1996-08-21,0,NA,NA,NA,NA,NA,NA,30,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,1996-08-23,0,NA,NA,NA,NA,NA,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938680,1996-08-29,0,NA,NA,NA,NA,NA,NA,61.73,13.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-380235,1996-09-03,6,NA,NA,NA,NA,NA,NA,363,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4937160,1996-09-16,0,NA,NA,NA,NA,NA,NA,800,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938550,1996-09-30,0,NA,NA,NA,NA,NA,NA,65.9,14.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938600,1996-09-30,0,NA,NA,NA,NA,NA,NA,38.7,25.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938680,1996-10-04,0,NA,NA,NA,NA,NA,NA,35.32,12.239999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4983380,1996-10-08,0,NA,NA,NA,NA,NA,NA,706.74,170.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400841106240600,1996-10-16,15.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-403333107230100,1996-10-30,15.5448,NA,NA,NA,NA,NA,NA,38,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTWTRSHD_WQX - Montana Watershed Data,MTWTRSHD_WQX-FLBSFLATL01,1996-12-04,5,NA,NA,NA,NA,NA,NA,11.81,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MTWTRSHD_WQX - Montana Watershed Data,MTWTRSHD_WQX-FLBSFLATL01,1997-02-03,90,NA,NA,NA,NA,NA,NA,5.7,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS North Dakota Water Science Center,USGS-473629101154100,1997-02-05,16,NA,NA,NA,NA,NA,NA,31,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns Water Management District (Florida),21FLSJWM-OLSNK,1997-04-22,0.25,19,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925130,1997-05-15,0.1,NA,NA,NA,NA,NA,NA,145.01,82.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5952430,1997-06-03,0,NA,NA,NA,NA,NA,NA,66.44999999999999,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Colorado Water Science Center,USGS-400841106240600,1997-06-04,0.030480000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4949160,1997-06-10,0,NA,NA,NA,NA,NA,NA,107.3,15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5949480,1997-06-11,0.1,NA,NA,NA,NA,NA,NA,84.37,35.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
