OrganizationFormalName,MonitoringLocationIdentifier,sampledate,lagos_sampledepth,"Nitrogen, NH4","Nitrogen, dissolved Kjeldahl","Nitrogen, total","Nitrogen, total Kjeldahl","Arsenic, dissolved","Arsenic, total","Phosphorus, soluble reactive orthophosphate","Phosphorus, total","Nitrogen, nitrite (NO2) + nitrate (NO3)","Carbon, dissolved organic","Carbon, total organic","Nitrogen, total dissolved","Selenium, dissolved","Selenium, total","Aluminum, dissolved","Aluminum, total","Mercury, total dissolved","Mercury, total"
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLK0811A,2015-09-17,0.1,NA,NA,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4923810,2015-09-17,2,NA,NA,NA,NA,NA,NA,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938570,2015-09-22,2,NA,NA,NA,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4938574,2015-09-22,2,NA,NA,NA,NA,NA,NA,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,2015-09-30,2,NA,NA,NA,NA,NA,NA,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4905790,2015-10-01,2,NA,NA,NA,NA,NA,NA,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936320,2015-10-14,2,NA,NA,NA,NA,NA,NA,36,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936320,2015-10-14,14.01,NA,NA,NA,NA,NA,NA,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936430,2015-10-14,2,NA,NA,NA,NA,NA,NA,60,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-CLA,2015-12-16,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22313,-0.01499,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-SLA,2015-12-16,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16633,-0.033890000000000003,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-SHEEL,2016-01-14,0.5,NA,NA,NA,NA,NA,NA,16.400000000000002,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-OW-4,2016-01-26,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32754,0.17053,NA,NA,NA,NA
Delaware Department Of Natural Resources And Environmental Control,21DELAWQ_WQX-301021,2016-02-01,0,NA,NA,NA,NA,NA,NA,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936050,2016-02-17,2,NA,NA,NA,NA,NA,NA,37,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-CLA,2016-02-18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65319,0.36396,NA,NA,NA,NA
Orange County Environmental (Florida),21FLORAN_WQX-CC18,2016-02-24,0.5,NA,NA,NA,NA,NA,NA,55,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-OW-6,2016-03-22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26084,0.10218000000000001,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-CLA,2016-04-19,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44486,0.19972,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5914010,2016-04-19,2,NA,NA,NA,NA,NA,NA,1000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACMAINSTFBK,2016-04-26,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4900440,2016-05-04,2,NA,NA,NA,NA,NA,NA,43,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4900460,2016-05-04,2,NA,NA,NA,NA,NA,NA,44,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5901670,2016-05-04,2,NA,NA,NA,NA,NA,NA,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5901670,2016-05-04,6.94,NA,NA,NA,NA,NA,NA,33,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5901680,2016-05-04,2,NA,NA,NA,NA,NA,NA,33,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACNELAKEFBK,2016-05-10,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4923810,2016-05-11,2,NA,NA,NA,NA,NA,NA,47,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4923820,2016-05-11,2,NA,NA,NA,NA,NA,NA,37,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4923830,2016-05-11,2,NA,NA,NA,NA,NA,NA,40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4923840,2016-05-11,2,NA,NA,NA,NA,NA,NA,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1073A,2016-05-17,55,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK0987A,2016-05-18,1.5,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0880A,2016-05-18,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5917610,2016-05-18,2,NA,NA,NA,NA,NA,NA,31,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5917620,2016-05-18,2,NA,NA,NA,NA,NA,NA,35,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2016-05-23,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2016-05-23,45,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,2016-05-25,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,2016-05-25,59,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4926130,2016-06-07,1,NA,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4926130,2016-06-07,2,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5937650,2016-06-08,1,NA,NA,NA,NA,NA,NA,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwest Florida Water Management District,21FLSWFD_WQX-23830,2016-06-13,0.5,NA,NA,NA,NA,NA,NA,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACNELAKEFBK,2016-06-16,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5960200,2016-06-16,2,NA,NA,NA,NA,NA,NA,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1073A,2016-06-21,40,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1110DW,2016-06-21,1.5,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1110DW,2016-06-21,39,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1153DW,2016-06-21,1.5,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1196DW,2016-06-21,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK1020DW,2016-06-22,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-YAKLKND1,2016-06-23,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2016-06-27,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1412DW,2016-06-27,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACMAINSTDUP,2016-06-27,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1445DW,2016-06-28,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1481DW,2016-06-28,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland Dept. of the Environment In House Water Data,MDE_FIELDSERVICES_WQX-BFR0007,2016-06-28,0,NA,NA,NA,NA,NA,NA,24,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5900970,2016-06-28,2,NA,NA,NA,NA,NA,NA,263,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5900980,2016-06-28,2,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,2016-06-29,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1805DW,2016-06-29,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4937140,2016-07-01,2,NA,NA,NA,NA,NA,NA,34,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-M09CYNFL01,2016-07-19,22.5,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MDEQ_WQ_WQX - Montana DEQ WQPB,MDEQ_WQ_WQX-M09CYNFL02,2016-07-20,6.5,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2016-07-25,49,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1412DW,2016-07-25,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1412DW,2016-07-25,42,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1256DW,2016-07-25,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACMAINSTFBK,2016-07-25,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1445DW,2016-07-26,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1073A,2016-07-26,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1073A,2016-07-26,53,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1153DW,2016-07-26,1.5,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1196DW,2016-07-26,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK0987A,2016-07-27,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,2016-07-27,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1805DW,2016-07-27,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0880A,2016-07-27,1.5,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0911DW,2016-07-27,22,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0968DW,2016-07-27,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLK0811A,2016-07-28,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GPTLK0819DW,2016-07-28,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-YAKLKND1,2016-07-28,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BOKLKND1,2016-08-08,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACNELAKEDUP,2016-08-08,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,6,4
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACNELAKEFBK,2016-08-08,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,6,2
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-EZRLKND1,2016-08-09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-EZRLKUP1,2016-08-09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBLKND1,2016-08-09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKND1,2016-08-09,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BLULKND1,2016-08-10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-HOLLKND1,2016-08-10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STGLKND1,2016-08-10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,2016-08-16,2,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,383,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925160,2016-08-16,7.01,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4925170,2016-08-16,2,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK0987A,2016-08-17,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK0987A,2016-08-17,20,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK1020DW,2016-08-17,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTRLK0880A,2016-08-17,1.5,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5954520,2016-08-17,2,NA,NA,485,NA,NA,NA,NA,NA,NA,NA,NA,742,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5954520,2016-08-17,5.01,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,652,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4949160,2016-08-18,2,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,670,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2016-08-22,46,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1412DW,2016-08-22,42,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St.  Johns River Water Management District,21FLSJWM_WQX-45192,2016-08-23,0.505,NA,5950.1,NA,2326.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1481DW,2016-08-23,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4926130,2016-08-23,2,NA,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,659,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4926140,2016-08-23,2,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,662,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1772A,2016-08-24,2,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1805DW,2016-08-24,1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936430,2016-08-24,2,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936480,2016-08-24,2,NA,NA,281,NA,NA,NA,NA,NA,NA,NA,NA,466,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936320,2016-08-25,10.96,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936330,2016-08-25,2,NA,NA,316,NA,NA,NA,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936420,2016-08-25,2,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,606,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936450,2016-08-25,2,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,613,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-5936760,2016-08-25,2,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4936050,2016-09-08,2,NA,NA,NA,NA,NA,NA,14.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wasatch Front Water Quality Council Utah (Volunteer),WFWQC_UT-4917532,2016-09-08,0.35,NA,NA,NA,NA,NA,NA,273,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-QACNELAKEFBK,2016-09-14,0,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-463837111425901,2016-09-20,30.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,1.7,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4940610,2016-09-20,2,NA,NA,286,NA,NA,NA,22,12.4,NA,NA,NA,562,NA,NA,NA,NA,NA,NA
USGS Montana Water Science Center,USGS-463246111363601,2016-09-21,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,1.9,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1390A,2016-09-26,47,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1412DW,2016-09-27,41,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1481DW,2016-09-27,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GARLK1512DW,2016-09-27,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1073A,2016-09-27,51,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OAHLK1153DW,2016-09-27,35,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4906980,2016-09-27,2,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4907000,2016-09-27,2,NA,NA,NA,NA,NA,NA,10.1,4.1000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4907160,2016-09-27,2,NA,NA,NA,NA,NA,NA,8.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4907170,2016-09-27,2,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,474,NA,NA,NA,NA,NA,NA
Utah Department Of Environmental Quality,UTAHDWQ_WQX-4907180,2016-09-27,2,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK0987A,2016-09-28,20,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-BBDLK1055DW,2016-09-28,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
US Army Corps of Engineers Omaha District,COEOMAHA_WQX-FTPLK1805DW,2016-09-28,0.1,NA,NA,NA,NA,NA,NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
