,NAMES,SITE_ID,LAT_DD,LON_DD
1985,654350$Woodcock Lake$Woodcock Lake,NLA12_MN-114,45.24244,-94.94876
1986,213824$Concord Pond$Concord Pond,NLA12_DE-103,38.64418,-75.54819
1987,NA$$,NLA12_IL-116,37.691991,-88.711266
1988,763685$Arrow Head Lake$Arrow Head Lake,NLA12_MO-108,36.65869,-91.88337
1989,1172337$Conneaut Lake$Conneaut Lake,NLA12_PA-113,41.62257,-80.30467
1990,594493$Leonard Pond$Leonard Pond,NLA12_MD-105,38.42394,-75.55796
1991,450571$Muncie Lake$Muncie Lake,NLA12_IN-185,41.32737,-85.45614
1992,1663634$Twin Lakes Reservoir$Twin Lakes Reservoir,NLA12_CA-135,38.69995,-120.04468
1993,265946$Scotts Lake$Scotts Lake,NLA12_CA-123,38.76404,-119.96591
1994,1266878$Lake Oahe$Lake Oahe,NLA12_SD-101,45.2551,-100.26185
1995,338823$Miriatoto Lake$Miriatoto Lake,NLA12_GA-112,33.37347,-84.28451
1996,1856582$Lake Montex$Lake Montex,NLA12_TX-128,32.66272,-97.60996
1997,NA$$,NLA12_OR-144,43.76422,-122.00835
1998,1446789$Twin Lakes$Twin Lakes,NLA12_UT-159,40.70464,-110.96246
1999,1447175$West Shingle Creek Lake$West Shingle Creek Lake,NLA12_UT-147,40.68105,-111.09724
2000,NA$$,NLA12_SC-127,32.93373,-80.42376
2001,NA$$,NLA12_WY-R01,43.643175,-110.793793
2002,773274$Lebo Lake$Lebo Lake,NLA12_MT-144,46.31434,-110.03271
2003,NA$$,NLA12_SD-143,43.8884,-101.15076
2004,443584$Skinner Lake$Skinner Lake,NLA12_IN-103,41.40192,-85.37329
2005,577962$Webster Pond$Webster Pond,NLA12_ME-129,45.44889,-68.18728
2006,433845$Eagle Creek Reservoir$Eagle Creek Reservoir,NLA12_IN-163,39.82574,-86.30346
2007,577053$Three Corner Pond$Three Corner Pond,NLA12_ME-118,44.21139,-69.52202
2008,31403$Luna Lake$Luna Lake,NLA12_AZ-145,33.829909,-109.08833
2009,79360$Ferguson Lake$Ferguson Lake,NLA12_AR-101,34.53511,-92.26932
2010,NA$$,NLA12_AR-105,33.07517,-92.66055
2011,1039659$Delaware Lake$Delaware Lake,NLA12_OH-101,40.39489,-83.04757
2012,170448$Johnson Reservoir$Johnson Reservoir,NLA12_CO-131,40.94516,-106.01145
2013,287576$Negro Lake$Negro Lake,NLA12_FL-141,30.51498,-85.7076
2014,NA$$,NLA12_GA-R11,30.83246,-82.36392
2015,828998$East Twin Lake$East Twin Lake,NLA12_NE-105,42.50433,-100.52987
2016,832455$Rat Lake$Rat Lake,NLA12_NE-108,42.45256,-100.64791
2017,1000141$Greensboro Country Park Lake Five B$Greensboro Country Park Lake Five B,NLA12_NC-116,36.1305,-79.83677
2018,NA$$Lake Hickory (Lake Oxford),NLA12_NC-101,35.8044,-81.26775
2019,908695$Middle Fork Lake$Middle Fork Lake,NLA12_NM-161,36.59544,-105.41694
2020,437473$Kuhn Lake$Kuhn Lake,NLA12_IN-128,41.28641,-85.69183
2021,NA$$,NLA12_NM-104,35.97667,-105.91754
2022,NA$$,NLA12_NM-162,36.87228,-106.92818
2023,"292393$Trafford, Lake$Trafford, Lake",NLA12_FL-132,26.42639,-81.49054
2024,"277896$Annie, Lake$Annie, Lake",NLA12_FL-123,27.20799,-81.35071
2025,NA$$Lake Okeechobee,NLA12_FL-101,26.87753,-80.79702
2026,828190$Clear Lake$Clear Lake,NLA12_NE-113,42.26777,-99.24821
2027,1812098$McKeel Lake$McKeel Lake,NLA12_NE-102,42.53317,-100.59126
2028,"780084$Blaine, Lake$Blaine, Lake",NLA12_MT-102,48.24765,-114.12031
2029,NA$$,NLA12_IN-174,38.00339,-87.34215
2030,NA$$,NLA12_SD-109,44.328,-97.11685
2031,902988$Adams Lake$Adams Lake,NLA12_NM-117,36.8948,-105.13552
2032,NA$$,NLA12_OR-121,44.4004,-121.79949
2033,1058178$Mogadore Reservoir$Mogadore Reservoir,NLA12_OH-107,41.05805,-81.3537
2034,NA$$Shasta Lake,NLA12_CA-206,40.748715,-122.358281
2035,447074$Hidden Valley Lake$Hidden Valley Lake,NLA12_IN-171,39.26316,-86.11551
2036,NA$$,NLA12_MN-127,46.12831,-96.13323
2037,443861$South Twin Lake$South Twin Lake,NLA12_IN-186,41.72303,-85.46604
2038,214521$Records Pond$Records Pond,NLA12_DE-104,38.55801,-75.5584
2039,NA$$,NLA12_IN-180,37.96843,-87.77122
2040,NA$$,NLA12_MO-123,38.6293,-92.60339
2041,1606301$Wiant Reservoir$Wiant Reservoir,NLA12_WY-R08,41.36555,-106.345857
2042,79903$Lake Charles$Lake Charles,NLA12_AR-106,36.07315,-91.14627
2043,317956$McMath Millpond$McMath Millpond,NLA12_GA-103,32.0721,-84.28949
2044,999588$Shelly Lake$Shelly Lake,NLA12_NC-114,35.85728,-78.66151
2045,NA$$,NLA12_NE-135,41.92273,-102.38754
2046,NA$$,NLA12_SC-103,35.06266,-82.68166
2047,NA$$,NLA12_SD-170,45.42076,-97.50802
2048,NA$$,NLA12_ND-113,48.895658,-99.713032
2049,575733$Soper Pond$Soper Pond,NLA12_ME-104,46.37436,-69.22676
2050,169451$Neegronda Reservoir$Neegronda Reservoir,NLA12_CO-101,38.30156,-102.75471
2051,785762$Kintla Lake$Kintla Lake,NLA12_MT-136,48.93777,-114.34067
2052,NA$$,NLA12_MN-136,45.86642,-95.29559
2053,NA$$,NLA12_MN-158,47.66485,-95.78112
2054,568435$Hudson Pond$Hudson Pond,NLA12_ME-105,46.16925,-68.99551
2055,81237$Lake Hogue$Lake Hogue,NLA12_AR-102,35.58361,-90.96293
2056,NA$$,NLA12_AR-111,34.60031,-92.50045
2057,NA$$,NLA12_CA-141,39.096142,-122.933119
2058,261769$Indian Tom Lake$Indian Tom Lake,NLA12_CA-208,41.99101,-121.87269
2059,NA$$,NLA12_ND-199,47.84719,-100.27634
2060,1078002$Holiday Lake$Holiday Lake,NLA12_OH-104,41.09201,-82.7303
2061,40297$Lake of the Woods$Lake of the Woods,NLA12_AZ-R02,34.16114,-109.97972
2062,569868$Little Lake$Little Lake,NLA12_ME-122,44.78605,-67.19425
2063,787655$Moose Lake$Moose Lake,NLA12_MT-120,48.62985,-114.39131
2064,1034194$Devils Lake$Devils Lake,NLA12_ND-105,48.05957,-99.03043
2065,1505758$Island Lake$Island Lake,NLA12_WA-101,46.42243,-124.03549
2066,829337$Floyd Lake$Floyd Lake,NLA12_NE-127,42.01881,-102.43599
2067,NA$$,NLA12_OR-160,43.8106,-121.91008
2068,NA$Sparks Lake$Sparks Lake,NLA12_OR-103,43.99967,-121.74291
2069,NA$$,NLA12_IN-104,38.21234,-87.11359
2070,451234$Monroe Lake$Monroe Lake,NLA12_IN-115,39.05313,-86.44661
2071,1078744$Killdeer Upground Reservoir$Killdeer Upground Reservoir,NLA12_OH-118,40.70374,-83.37828
2072,NA$$,NLA12_NC-134,35.70775,-78.14687
2073,1253665$Antelope Lake$Antelope Lake,NLA12_SD-154,44.83207,-97.72287
2074,335994$Little Ocmulgee Lake$Little Ocmulgee Lake,NLA12_GA-127,32.08774,-82.89598
2075,1518472$Damon Lake$Damon Lake,NLA12_WA-125,47.13578,-124.04855
2076,30804$Knoll Lake$Knoll Lake,NLA12_AZ-R01,34.42816,-111.08638
2077,169432$Meadow Creek Reservoir$Meadow Creek Reservoir,NLA12_CO-109,40.0559,-105.74693
2078,573103$Peaked Mountain Pond$Peaked Mountain Pond,NLA12_ME-107,44.76328,-67.6985
2079,831339$Lake Minatare$Lake Minatare,NLA12_NE-160,41.92716,-103.49353
2080,1567360$Katherine Lake$Katherine Lake,NLA12_WI-179,45.80603,-89.70821
2081,1576796$Willow Reservoir$Willow Reservoir,NLA12_WI-109,45.71267,-89.86323
2082,NA$$,NLA12_WI-115,45.89981,-89.69553
2083,26014$Bartlett Reservoir$Bartlett Reservoir,NLA12_AZ-130,33.84509,-111.618
2084,1459182$Richmond Pond$Richmond Pond,NLA12_VT-112,44.41673,-72.94684
2085,798985$Foy Lake$Foy Lake,NLA12_MT-164,48.16428,-114.35833
2086,1195381$Kahle Lake$Kahle Lake,NLA12_PA-111,41.23434,-79.65018
2087,NA$$,NLA12_PA-115,40.99926,-80.49228
2088,NA$$,NLA12_TX-218,33.56442,-97.01088
2089,1078056$Lake of Four Seasons$Lake of Four Seasons,NLA12_OH-115,39.65512,-82.47297
2090,NA$$,NLA12_AR-103,34.4348,-93.09425
2091,NA$$,NLA12_AZ-106,33.3894,-114.71475
2092,NA$$,NLA12_AZ-123,33.02562,-114.50731
2093,831869$Olive Creek Lake$Olive Creek Lake,NLA12_NE-154,40.58297,-96.84597
2094,829336$Flowing Well Lake$Flowing Well Lake,NLA12_NE-156,42.35072,-101.24483
2095,471770$Harlan County Lake$Harlan County Lake,NLA12_NE-101,40.05357,-99.28937
2096,NA$$American Lake,NLA12_WA-103,47.13601,-122.54604
2097,NA$$,NLA12_NE-166,40.72208,-99.69936
2098,NA$$,NLA12_NE-149,40.94733,-100.2421
2099,NA$$,NLA12_SD-157,45.91283,-99.21697
2100,828295$Conestoga Lake$Conestoga Lake,NLA12_NE-170,40.76638,-96.85048
2101,1254222$Lake Campbell$Lake Campbell,NLA12_SD-162,44.209224,-96.844399
2102,771674$Gagnon Reservoir$Gagnon Reservoir,NLA12_MT-151,48.37846,-110.98307
2103,35523$Tunnel Reservoir$Tunnel Reservoir,NLA12_AZ-157,34.03146,-109.44283
2104,1078854$Caldwell Lake$Caldwell Lake,NLA12_OH-106,39.77597,-81.52269
2105,173679$Trappers Lake$Trappers Lake,NLA12_CO-R01,39.98663,-107.23038
2106,271554$Lake Henshaw$Lake Henshaw,NLA12_CA-102,33.23503,-116.75212
2107,NA$$,NLA12_CA-156,34.49802,-117.26623
2108,1253614$Lake Alice$Lake Alice,NLA12_SD-103,44.87419,-96.62309
2109,NA$$,NLA12_SD-150,45.75682,-99.64407
2110,NA$$,NLA12_SD-141,45.81123,-99.28139
2111,NA$$,NLA12_GA-101,31.05986,-81.41348
2112,NA$$,NLA12_MT-135,48.02636,-109.62344
2113,NA$$,NLA12_NE-129,41.38301,-96.47389
2114,NA$$,NLA12_CO-R10,40.173982,-107.703288
2115,NA$$,NLA12_MN-123,45.26574,-96.36928
2116,NA$$,NLA12_MN-171,45.50801,-96.51311
2117,594349$Lake Habeeb$Lake Habeeb,NLA12_MD-101,39.70436,-78.65134
2118,760843$Lake Vera$Lake Vera,NLA12_MO-122,40.14322,-92.57365
2119,NA$$,NLA12_MO-126,40.23134,-92.69963
2120,1528272$Wobbly Lake$Wobbly Lake,NLA12_WA-146,46.42242,-121.5965
2121,NA$$,NLA12_IN-142,38.66202,-85.75495
2122,NA$$,NLA12_MN-144,46.64996,-94.12583
2123,187483$Trout Lake$Trout Lake,NLA12_CO-107,37.8247,-107.8849
2124,205541$Bissonnette Pond$Bissonnette Pond,NLA12_CT-101,41.922722,-72.219028
2125,NA$$,NLA12_WV-101,39.46893,-79.49925
2126,NA$$,NLA12_TX-199,32.04774,-95.9997
2127,NA$$,NLA12_NE-157,41.08355,-96.35103
2128,795713$Creedman Reservoir$Creedman Reservoir,NLA12_MT-103,48.96057,-109.75236
2129,NA$$,NLA12_IL-114,40.509337,-90.156598
2130,NA$$,NLA12_IN-117,39.71709,-86.21139
2131,657194$Long Lake$Long Lake,NLA12_MN-101,47.58658,-93.37939
2132,1256722$Lake Norden$Lake Norden,NLA12_SD-198,44.59607,-97.19885
2133,565823$Eighth Debsconeag Pond$Eighth Debsconeag Pond,NLA12_ME-115,45.77888,-69.12495
2134,341538$Holland Pond$Holland Pond,NLA12_GA-114,32.38133,-81.92933
2135,NA$$,NLA12_IN-191,38.9368,-85.19486
2136,1513902$Capitol Lake$Capitol Lake,NLA12_WA-114,47.03856,-122.91002
2137,36077$White Horse Lake$White Horse Lake,NLA12_AZ-143,35.11739,-112.01333
2138,1447754$Millsite Reservoir$Millsite Reservoir,NLA12_UT-374,39.10027,-111.19296
2139,1178953$Laurel Lake$Laurel Lake,NLA12_PA-103,41.69494,-75.13147
2140,178814$Puett Reservoir$Puett Reservoir,NLA12_CO-105,37.41743,-108.40691
2141,1769063$Big Indian Creek Reservoir 14-B$Big Indian Creek Reservoir 14-B,NLA12_NE-158,40.16875,-96.82952
2142,1719700$Storey Lake$Storey Lake,NLA12_IL-103,40.98843,-90.406007
2143,NA$$,NLA12_MT-119,48.41148,-110.05797
2144,1442135$Jessen Lake$Jessen Lake,NLA12_UT-122,40.83116,-110.019
2145,1361076$Lemon Reservoir$Lemon Reservoir,NLA12_TX-118,29.16026,-95.32353
2146,NA$$,NLA12_CA-181,37.17969,-121.69118
2147,173391$Sand Lake$Sand Lake,NLA12_CO-R07,40.143152,-107.117835
2148,NA$$,NLA12_IN-126,39.03801,-85.68192
2149,1859349$Soil Conservation Service Site 121 Reservoir$Soil Conservation Service Site 121 Reservoir,NLA12_TX-202,32.05586,-96.73146
2150,NA$$,NLA12_OK-133,36.38739,-96.82359
2151,1447892$Washington Lake$Washington Lake,NLA12_UT-324,40.67639,-110.9671
2152,575526$Skitacook Lake$Skitacook Lake,NLA12_ME-135,46.03348,-68.06039
2153,771517$Fort Peck Trout Pond$Fort Peck Trout Pond,NLA12_MT-161,48.05463,-106.44222
2154,1427672$East Canyon Reservoir$East Canyon Reservoir,NLA12_UT-325,40.90888,-111.59199
2155,1526720$Summit Lake$Summit Lake,NLA12_WA-115,48.95884,-118.12679
2156,NA$$,NLA12_OK-286,36.39739,-97.27494
2157,NA$$,NLA12_WV-112,38.83738,-82.12611
2158,1445499$Sheep Creek Lake$Sheep Creek Lake,NLA12_UT-229,40.88891,-109.8502
2159,647210$Lost Lake$Lost Lake,NLA12_MN-181,47.24353,-95.12886
2160,NA$$,NLA12_MN-180,45.85964,-95.55282
2161,268256$Three Lakes$Three Lakes,NLA12_CA-212,39.96917,-121.22253
2162,1061137$Lake Kelso$Lake Kelso,NLA12_OH-R03,41.44516,-81.17461
2163,662755$Waymier Lake$Waymier Lake,NLA12_MN-162,47.55892,-93.03271
2164,655204$Ball Club Lake$Ball Club Lake,NLA12_MN-170,47.91496,-90.50387
2165,570232$Long Lake$Long Lake,NLA12_ME-108,47.19371,-68.21843
2166,451796$Echo Lake$Echo Lake,NLA12_IN-162,39.08442,-86.05679
2167,446677$Heritage Lake$Heritage Lake,NLA12_IN-112,39.71816,-86.72475
2168,NA$$,NLA12_IN-131,39.45499,-87.19133
2169,206392$Columbia Lake$Columbia Lake,NLA12_CT-115,41.711411,-72.33186
2170,1855387$Lake Jacksonville$Lake Jacksonville,NLA12_TX-137,31.91129,-95.2971
2171,180842$Firestone Lake$Firestone Lake,NLA12_CO-127,40.12169,-104.94551
2172,NA$$,NLA12_MO-120,38.93877,-91.28237
2173,1184549$Quemahoning Reservoir$Quemahoning Reservoir,NLA12_PA-119,40.16415,-78.96668
2174,1078434$Beaver Creek Upground Reservoir$Beaver Creek Upground Reservoir,NLA12_OH-112,41.23874,-83.01997
2175,264764$Pine Lake$Pine Lake,NLA12_CA-138,40.51425,-121.16537
2176,1566081$Harpt Lake$Harpt Lake,NLA12_WI-133,44.29538,-87.73398
2177,1565149$Forestville Flowage$Forestville Flowage,NLA12_WI-132,44.7008,-87.50265
2178,1574134$Silver Lake$Silver Lake,NLA12_WI-181,44.06763,-87.74074
2179,1565973$Half Moon Lake$Half Moon Lake,NLA12_WI-135,46.5601,-91.39449
2180,1561604$Berry Lake$Berry Lake,NLA12_WI-111,44.89028,-88.47469
2181,772077$Halfpint Reservoir$Halfpint Reservoir,NLA12_MT-177,47.87615,-107.12214
2182,615015$Dicks Pond$Dicks Pond,NLA12_MA-101,41.76072,-70.6571
2183,617920$Tully Lake$Tully Lake,NLA12_MA-105,42.64399,-72.21695
2184,NA$$,NLA12_IN-183,38.73981,-86.99619
2185,1506567$McGinnis Lake$McGinnis Lake,NLA12_WA-124,48.03694,-118.89383
2186,604410$Besse Bog Reservoir$Besse Bog Reservoir,NLA12_MA-111,41.80896,-70.64227
2187,1525236$Round Lake$Round Lake,NLA12_WA-120,48.29292,-118.32172
2188,NA$$,NLA12_UT-110,40.8723,-109.13901
2189,NA$$,NLA12_UT-290,40.87259,-109.1479
2190,NA$$,NLA12_MA-108,42.0253,-70.88534
2191,NA$$,NLA12_WY-125,43.16447,-109.80198
2192,1092954$Fort Cobb Reservoir$Fort Cobb Reservoir,NLA12_OK-102,35.20776,-98.48717
2193,NA$$,NLA12_OK-285,34.67107,-96.65185
2194,218174$Lake Alpine$Lake Alpine,NLA12_CA-107,38.47402,-120.00164
2195,NA$$Trussum Pond ( Moores Pond),NLA12_DE-121,38.52071,-75.51102
2196,NA$$,NLA12_WV-105,38.36549,-81.25354
2197,"780084$Blaine, Lake$Blaine, Lake",NLA12_MT-102,48.24669,-114.12084
2198,570518$Lower Middle Branch Pond$Lower Middle Branch Pond,NLA12_ME-101,44.88137,-68.2281
2199,790855$Sophie Lake$Sophie Lake,NLA12_MT-105,48.96389,-115.11521
2200,178708$Boulder Reservoir$Boulder Reservoir,NLA12_CO-111,40.07758,-105.22005
2201,NA$$,NLA12_OR-126,44.833289,-121.81329
2202,NA$$,NLA12_OR-173,44.778604,-121.785467
2203,1857949$Soil Conservation Service Site 19 Reservoir$Soil Conservation Service Site 19 Reservoir,NLA12_TX-159,30.00717,-96.7074
2204,1750824$Fourche Maline Creek Site 4 Reservoir$Fourche Maline Creek Site 4 Reservoir,NLA12_OK-311,34.97686,-95.34766
2205,NA$$,NLA12_OK-101,34.95949,-96.70762
2206,262048$June Lake$June Lake,NLA12_CA-104,37.78624,-119.07748
2207,793220$Whitefish Lake$Whitefish Lake,NLA12_MT-111,48.43142,-114.36624
2208,1077883$Mystic Lake$Mystic Lake,NLA12_OH-122,39.66125,-84.64647
2209,570097$Little Watchic Pond$Little Watchic Pond,NLA12_ME-137,43.77368,-70.60747
2210,444530$Syracuse Lake$Syracuse Lake,NLA12_IN-196,41.42912,-85.73932
2211,612499$Norton Reservoir$Norton Reservoir,NLA12_MA-102,41.98774,-71.20072
2212,1509191$Upper Goose Lake$Upper Goose Lake,NLA12_WA-116,46.94311,-119.27392
2213,1506804$Moses Lake$Moses Lake,NLA12_WA-104,47.11947,-119.33962
2214,868138$Long Pond$Long Pond,NLA12_MA-104,42.69336,-71.37079
2215,NA$$,NLA12_IL-111,38.761288,-88.076266
2216,205357$Beardsley Pond$Beardsley Pond,NLA12_CT-105,41.89703,-73.447
2217,NA$$,NLA12_TN-106,35.1212,-88.50233
2218,1437887$Oak Creek Reservoir$Oak Creek Reservoir,NLA12_UT-264,38.07123,-111.37309
2219,NA$$,NLA12_CO-103,40.44076,-105.0341
2220,1193175$Raystown Lake$Raystown Lake,NLA12_PA-101,40.359953,-78.134937
2221,1428805$Hoop Lake$Hoop Lake,NLA12_UT-343,40.92257,-110.11871
2222,1430433$Montes Creek Reservoir$Montes Creek Reservoir,NLA12_UT-359,40.34936,-109.93835
2223,NA$Sparks Lake$Sparks Lake,NLA12_OR-103,43.99953,-121.74292
2224,1381674$Coffee Mill Lake$Coffee Mill Lake,NLA12_TX-R08,33.73016,-95.98213
2225,NA$$,NLA12_IN-193,39.89164,-86.11529
2226,NA$$,NLA12_OR-121,44.40049,-121.79986
2227,798985$Foy Lake$Foy Lake,NLA12_MT-164,48.16495,-114.36014
2228,874605$Bearfort Waters$Bearfort Waters,NLA12_NJ-105,41.148725,-74.402244
2229,969124$West Branch Keuka Lake$West Branch Keuka Lake,NLA12_NY-0101,42.50061,-77.14753
2230,1332233$Caruth Lake$Caruth Lake,NLA12_TX-101,32.945,-96.4554
2231,440748$Otter Lake$Otter Lake,NLA12_IN-199,41.63543,-85.16792
2232,"1510452$Myron, Lake$Myron, Lake",NLA12_WA-159,46.6226,-120.55459
2233,1306659$Lake Lajoice$Lake Lajoice,NLA12_TN-122,35.34693,-88.88579
2234,NA$$Wappapello Reservoir,NLA12_MO-106,36.93077,-90.30695
2235,NA$$,NLA12_MA-106,42.25971,-71.93882
2236,NA$$,NLA12_IL-105,39.410778,-87.803858
2237,609038$Lake Lorraine$Lake Lorraine,NLA12_MA-109,42.14499,-72.51427
2238,881604$Lake Washington$Lake Washington,NLA12_NJ-106,41.029875,-74.300356
2239,214714$Swiggetts Pond$Swiggetts Pond,NLA12_DE-107,38.86648,-75.38194
2240,1600356$Hogan Reservoir$Hogan Reservoir,NLA12_WY-101,44.7871,-109.26029
2241,1601192$Luce Reservoir$Luce Reservoir,NLA12_WY-137,44.77996,-109.25684
2242,200375$New Thomas Reservoir$New Thomas Reservoir,NLA12_CO-104,40.22169,-104.94914
2243,968419$Van Keuren Lake$Van Keuren Lake,NLA12_NY-0112,42.32539,-77.17684
2244,571913$Mud Pond$Mud Pond,NLA12_ME-113,45.28593,-68.89277
2245,608463$Norwich Pond$Norwich Pond,NLA12_MA-110,42.30474,-72.83215
2246,1292729$Marrowbone Lake$Marrowbone Lake,NLA12_TN-119,36.30476,-86.9196
2247,NA$$,NLA12_TN-114,35.53469,-88.79401
2248,1302026$Tailings Pond Number Ten$Tailings Pond Number Ten,NLA12_TN-108,35.67215,-87.03094
2249,617962$Buckley Dunton Lake$Buckley Dunton Lake,NLA12_MA-103,42.3116,-73.1348
2250,1279038$Burgess Falls Lake$Burgess Falls Lake,NLA12_TN-103,36.04315,-85.59262
2251,214479$Portsville Millpond$Portsville Millpond,NLA12_DE-105,38.5597,-75.63004
2252,1691931$Palmyra-Modesto City Lake$Palmyra-Modesto City Lake,NLA12_IL-109,39.443007,-89.959715
2253,NA$$,NLA12_SD-146,45.74135,-97.26709
2254,1301776$Elaine Lake$Elaine Lake,NLA12_TN-101,35.37126,-86.38467
2255,1516055$Baker Lake$Baker Lake,NLA12_WA-151,48.66001,-121.67774
2256,1588609$Fontenelle Reservoir$Fontenelle Reservoir,NLA12_WY-147,42.05877,-110.11864
2257,1609177$Jackson Lake$Jackson Lake,NLA12_WY-124,43.89128,-110.66385
2258,NA$$,NLA12_OR-163,45.03689,-122.26568
2259,NA$$,NLA12_OR-158,45.56507,-122.56137
2260,1042826$Lucys Pond$Lucys Pond,NLA12_OH-105,40.49541,-83.88745
2261,883938$Maple Lake$Maple Lake,NLA12_NJ-131,39.40619,-74.77646
2262,769577$Canyon Lake$Canyon Lake,NLA12_MT-162,45.03955,-109.77334
2263,1078020$Vandergrift Lake$Vandergrift Lake,NLA12_OH-113,40.75939,-81.10032
2264,NA$$,NLA12_IN-135,38.30515,-87.3184
2265,NA$$,NLA12_TX-232,33.17064,-95.09152
2266,210190$Riga Lake$Riga Lake,NLA12_NY-0103,42.022285,-73.483509
2267,36238$Willow Creek Reservoir$Willow Creek Reservoir,NLA12_AZ-102,34.60509,-112.43686
2268,NA$$,NLA12_IN-155,39.05551,-87.14505
2269,NA$$,NLA12_IN-201,39.17048,-87.29183
2270,617920$Tully Lake$Tully Lake,NLA12_MA-105,42.64399,-72.2169
2271,NA$$Noxontown Pond,NLA12_DE-101,39.42297,-75.68764
2272,NA$$,NLA12_TX-161,29.61593,-95.64713
2273,NA$$,NLA12_WA-133,48.56794,-123.07359
2274,881234$Lake Tranquility$Lake Tranquility,NLA12_NJ-101,40.94994,-74.78405
2275,NA$$,NLA12_MO-101,37.80748,-94.20798
2276,1033392$Lake George$Lake George,NLA12_ND-R17,46.73778,-99.49024
2277,1032812$Lake Williams$Lake Williams,NLA12_ND-R18,47.13,-99.61225
2278,1327073$South Holston Lake$South Holston Lake,NLA12_TN-104,36.55627,-82.04088
2279,NA$$,NLA12_TN-R01,35.09701,-84.64021
2280,NA$$,NLA12_TX-235,31.92252,-94.08044
2281,615015$Dicks Pond$Dicks Pond,NLA12_MA-101,41.76067,-70.65791
2282,881025$Surprise Lake$Surprise Lake,NLA12_NJ-R01,41.18526,-74.34728
2283,879003$Orange Reservoir$Orange Reservoir,NLA12_NJ-103,40.75911,-74.2868
2284,NA$$,NLA12_IN-202,38.46405,-85.80758
2285,229536$Nicasio Reservoir$Nicasio Reservoir,NLA12_CA-101,38.08568,-122.74985
2286,NA$$,NLA12_NJ-108,39.851902,-74.789568
2287,1376085$Sheldon Reservoir$Sheldon Reservoir,NLA12_TX-129,29.85494,-95.17098
2288,419535$Tampier Slough$Tampier Slough,NLA12_IL-123,41.653638,-87.905568
2289,1446724$Tropic Reservoir$Tropic Reservoir,NLA12_UT-397,37.60643,-112.2532
2290,1439168$Browne Lake$Browne Lake,NLA12_UT-412,40.86499,-109.81242
2291,1855062$Lake Davy Crockett$Lake Davy Crockett,NLA12_TX-R09,33.73612,-95.92506
2292,1447888$Paradise Park Reservoir$Paradise Park Reservoir,NLA12_UT-424,40.66976,-109.91911
2293,NA$$Sevier Bridge Reservoir,NLA12_UT-392,39.37454,-111.98356
2294,1719700$Storey Lake$Storey Lake,NLA12_IL-103,40.987663,-90.406971
2295,263249$Lake Mary$Lake Mary,NLA12_CA-223,37.60203,-119.0028
2296,NA$$,NLA12_WA-154,46.83115,-122.44663
2297,NA$$,NLA12_WA-110,47.40992,-122.78467
2298,1437477$Decker Lake$Decker Lake,NLA12_UT-409,40.71138,-111.9469
2299,1855902$House Lake$House Lake,NLA12_TX-234,32.1054,-97.87804
2300,1862263$Soil Conservation Service Site 4 Reservoir$Soil Conservation Service Site 4 Reservoir,NLA12_TX-196,31.33292,-97.26836
2301,NA$$,NLA12_UT-400,40.057341,-110.627244
2302,724726$Pomme de Terre Lake$Pomme de Terre Lake,NLA12_MO-102,37.84174,-93.35493
2303,704577$Dunavant Lake$Dunavant Lake,NLA12_MS-116,34.002321,-89.762622
2304,675693$Phillips Lake$Phillips Lake,NLA12_MS-R03,33.424506,-89.938903
2305,NA$$,NLA12_MS-119,32.923253,-90.012368
2306,1458450$Miles Pond$Miles Pond,NLA12_VT-101,44.4472,-71.8139
2307,1862822$Pinkston Reservoir$Pinkston Reservoir,NLA12_TX-141,31.70852,-94.36235
2308,1341660$Miller Lake$Miller Lake,NLA12_TX-169,32.19814,-94.90857
2309,NA$$,NLA12_OR-133,43.59834,-123.27847
2310,NA$$,NLA12_OR-131,44.54702,-123.3458
2311,NA$$,NLA12_TX-158,26.0702,-97.5651
2312,NA$$,NLA12_ID-107,43.45932,-116.1424
2313,1458897$Lake Parker$Lake Parker,NLA12_VT-102,44.71843,-72.23518
2314,NA$$,NLA12_OR-101,42.77272,-118.44643
2315,NA$$,NLA12_TX-135,26.62182,-98.06093
2316,1793496$Lake Kegonsa 410$Lake Kegonsa 410,NLA12_WI-101,42.96618,-89.24687
2317,NA$$,NLA12_ID-151,43.1951,-114.59357
2318,1385437$Lake Lewisville$Lake Lewisville,NLA12_TX-110,33.08004,-96.93451
2319,1570739$Oconomowoc Lake$Oconomowoc Lake,NLA12_WI-102,43.9597,-88.44731
2320,NA$$,NLA12_ID-109,42.68712,-113.39513
2321,NA$$,NLA12_ID-111,42.214006,-114.888169
2322,1458447$Mile Pond$Mile Pond,NLA12_VT-106,44.77782,-71.79939
2323,1792886$Lake Delavan 36$Lake Delavan 36,NLA12_WI-152,42.59883,-88.61124
2324,1574663$Spring Lake$Spring Lake,NLA12_WI-113,43.8135,-89.30314
2325,NA$$,NLA12_MI-151,42.69371,-84.53162
2326,1563833$Deer Lake$Deer Lake,NLA12_WI-117,44.04256,-89.21638
2327,637374$School Lake$School Lake,NLA12_MI-139,42.38802,-84.90757
2328,1619623$Crocker Lake$Crocker Lake,NLA12_MI-124,43.37293,-86.1442
2329,NA$$,NLA12_TX-117,33.06602,-95.73886
2330,NA$$,NLA12_OR-106,44.31744,-122.04558
2331,1563540$Crooked Lake$Crooked Lake,NLA12_WI-136,43.05438,-88.45565
