"","NAMES","SITE_ID","LAT_DD","LON_DD","lagoslakeid"
"645","Greenhaven, Lake; Lake Greenhaven; ","NLA06608-1269",38.50785067,-121.5362609,475176
"646","Dinwoody Lake; Upper Dinwoody Lake; ","NLA06608-1270",43.35530141,-109.3834683,326677
"647","Welsh Lake; Welsh Lake; ","NLA06608-1271",43.4613315,-95.17278405,140494
"648","Packanack Lake; Packanack Lake; ","NLA06608-1273",40.93548087,-74.25538694,123545
"649","Musquash Lake; Musquash; ","NLA06608-1274",47.91515143,-90.34231242,1760
"650","; Devils Lake; ","NLA06608-1278",48.01890447,-98.89293534,314256
"651","San Gregorio Reservoir; San Gregorio Lake; ","NLA06608-1279",36.03990354,-106.8487839,447477
"652","Antelope Lake; Antelope Lake; ","NLA06608-1281",48.13500634,-116.1556177,457666
"653","Spring Lake; Spring Lake; ","NLA06608-1283",45.88816389,-93.27559075,1186
"654","Navajo Reservoir; Navajo Reservoir; ","NLA06608-1284",36.82323361,-107.4638244,453140
"655","Millwood Lake; Millwood Lake; ","NLA06608-1288",33.7202532,-94.00429471,408132
"656","Sherwood Lake; Sherwood Lake; ","NLA06608-1292",39.00193733,-95.7860147,374451
"657","Mims Lake; Mims Lake; ","NLA06608-1295",33.15857155,-107.2214132,447823
"658","; Saddle Mountain Lake; ","NLA06608-1297",46.69346715,-119.6483226,461490
"659","; Conchas Lake; ","NLA06608-1300",35.50355494,-104.225471,386934
"660","Sakatah Lake; Upper Sakatah Lake; ","NLA06608-1303",44.23115242,-93.52895007,1668
"661","; Crystal Lake; ","NLA06608-1312",38.09909757,-91.05983943,NA
"662","Lake Morris; Lake Morris; ","NLA06608-1316",36.92159955,-87.45542965,269302
"663","Heggs Lake; Heggs; ","NLA06608-1319",45.11768598,-97.52639653,357230
"664","Joes Valley Reservoir; Joe's Valley Reservoir; ","NLA06608-1321",39.29458754,-111.2808196,452896
"665","Lay Lake; Jordan Lake; ","NLA06608-1323",32.75598701,-86.38310821,236196
"666","Fairy Lake; Fairy Lake; ","NLA06608-1326",46.70133763,-95.74771639,86011
"667","; Goose Lake; ","NLA06608-1329",45.06812814,-116.1697398,466542
"668","; East Fork Pond River; ","NLA06608-1332",36.98625493,-87.20570041,262052
"669","Sly Pond; Sly Pond; ","NLA06608-1333",43.4546224,-73.59007456,26259
"670","; Crooked Lake; ","NLA06608-1334",45.41454518,-84.80370819,4099
"671","; Lower Black Bear Creek Site 4 Reservoir; ","NLA06608-1336",36.38727183,-96.82324072,380921
"672","Hailstone Lake; Hailstone Lake; ","NLA06608-1338",46.01155947,-109.1798402,325836
"673","; Lake Thomas; ","NLA06608-1339",40.22292361,-104.9523623,359518
"674","Arthur Lake; Arthur Lake; ","NLA06608-1342",47.74255874,-92.04084194,20353
"675","; ; ","NLA06608-1344",48.39247752,-112.5192316,318885
"676","; Alpine (Hulls) Lake; ","NLA06608-1346",39.46919944,-79.49911328,107178
"677","Spring Lake; Sprinq Lake; ","NLA06608-1347",47.06936125,-92.0010507,3213
"678","South Holston Lake; South Holston Lake; ","NLA06608-1348",36.57979268,-81.99701482,272733
"679","Minnehaha, Lake; Lake Minnehaha; ","NLA06608-1349",28.63214331,-81.35534067,191448
"680","Big Horn Lake (Yellowtail Reservoir); Bighorn Lake; ","NLA06608-1354",45.18177616,-108.1327104,327277
"681","Lake Maxinkuckee; Lake Maxin Kuckee; ","NLA06608-1355",41.2045164,-86.40554386,1776
"682","Vian Lake; Vian Lake; ","NLA06608-1356",35.52043358,-94.97046064,392824
"683","Lake Gogebic; Lake Gogebic; ","NLA06608-1358",46.47136195,-89.57932002,3509
"684","Kiser Lake; Kiser Lake; ","NLA06608-1359",40.18853553,-83.96549218,496
"685","Enders Reservoir; Enders Reservoir; ","NLA06608-1360",40.43031936,-101.5543964,368101
"686","Elaine Lake; Elaine Lake; ","NLA06608-1364",35.37133652,-86.3816758,275326
"687","Jamesville Reservoir; Jamesville Reservoir; ","NLA06608-1365",42.97430171,-76.06888458,101981
"688","Rush Lake; Rush Lake; ","NLA06608-1367",44.82453402,-96.61488782,137698
"689","; Steedman Marsh; ","NLA06608-1368",33.73044411,-96.77580307,400208
"690","Lake Brandt; Lake Brandt; ","NLA06608-1369",36.15830485,-79.8531667,155604
"691","Wyckoff Lake; Wyckoff Lake; ","NLA06608-1370",43.70497197,-86.4262233,15522
"692","Fort Cobb Reservoir; Fort Cobb Reservoir; ","NLA06608-1372",35.19858711,-98.49130804,395553
"693","Delaware Reservoir; Deleware Lake; ","NLA06608-1375",40.43821209,-82.97903314,3386
"694","Sunnen Lake; Sunnen Lake; ","NLA06608-1376",37.93823147,-90.92375999,10987
"695","Mystic Lake; Mystic Lake; ","NLA06608-1377",45.86796274,-113.5499319,317229
"696","Stubblefield Reservoir; Stubblefield Reservoir; ","NLA06608-1380",36.57446101,-104.6630512,386846
"697","Norway Lake; Norway Lake; ","NLA06608-1383",45.30107859,-95.11805454,3501
"698","West Lake; West Lake; ","NLA06608-1387",42.18668508,-85.5734717,696
"699","Johnson Pond; Johnson Pond; ","NLA06608-1389",38.38038763,-75.59661445,NA
"700","Lake Darling; Darling; ","NLA06608-1390",45.91676304,-95.39655084,3017
"701","Aurora Pond; Aurora Pond; ","NLA06608-1391",41.32867877,-81.3860772,141027
"702","Lake Woodhaven; Lake Woodhaven; ","NLA06608-1396",36.0828954,-87.28855765,270080
"703","Lake Henshaw; Lake Henshaw; ","NLA06608-1397",33.24145034,-116.7467274,482421
"704","Howe Lake; Howe Lake; ","NLA06608-1398",46.43163694,-87.08228263,135059
"705","Walker Lake; Walker Lake; ","NLA06608-1401",40.80373555,-77.17855996,129899
"706","; Boyd Lake; ","NLA06608-1403",40.43327881,-105.0337077,361293
"707","Yale, Lake; Lake Yale; ","NLA06608-1413",28.91616949,-81.73898503,189774
"708","Bissonnette Pond; Bissonnette Pond; ","NLA06608-1414",41.92400456,-72.21921899,6441
"709","; Rancho Seco; ","NLA06608-1417",38.3383223,-121.0935467,479093
"710","; Little Wewoka Creek Site 15 Reservoir; ","NLA06608-1420",35.1386532,-96.23064723,389749
"711","; Lums Pond; ","NLA06608-1421",39.55390324,-75.71879453,54178
"712","; Forbes Lake; ","NLA06608-1425",47.19204698,-122.9725593,471784
"713","; Horsfall Lake; ","NLA06608-1426",43.45220479,-124.2460047,469716
"714","; Mill Creek Watershed 2 Reservoir; ","NLA06608-1432",34.56754654,-96.87937904,396291
"715","Deer Lake; Deer Lake; ","NLA06608-1434",45.16506431,-84.97760482,1338
"716","; Lake Zurick; ","NLA06608-1435",42.19692077,-88.10342481,6852
"717","Lake Coleman; LAKE COLEMAN; ","NLA06608-1436",32.03729676,-99.51438874,438778
"718","Big Sand Wash Reservoir; Big Sand Wash; ","NLA06608-1439",40.29789402,-110.2260262,452899
"719","; Baca Lake; ","NLA06608-1445",42.91835392,-118.8521689,472739
"720","; Torrey Lake; ","NLA06608-1446",43.79630195,-122.0175362,468117
"721","Snail Lake; Snail Lake; ","NLA06608-1447",45.07363846,-93.1265767,1335
"722","Blue Lake; Blue Lake; ","NLA06608-1450",43.61999552,-85.28224429,628
"723","Red Rock Lake; Red Rock; ","NLA06608-1454",45.84991802,-95.71390587,3850
"724","; Youngs Creek Reservoir Number 3; ","NLA06608-1455",39.04408399,-107.9174634,450059
"725","; Heritage Point Lake; ","NLA06608-1460",40.75747354,-93.23879955,NA
"726","Lake Crowley; Lake Crowley; ","NLA06608-1461",37.59934642,-118.7415562,483168
"727","; ; ","NLA06608-1462",46.53835681,-106.0071156,329884
"728","Beltzville Dam; Beltzville Lake; ","NLA06608-1465",40.87358233,-75.58090694,104835
"729","Brierpatch Lake; Brierpatch Lake; ","NLA06608-1469",33.29943972,-81.89267614,168112
"730","Lower Twin Lakes; Lower Twin Lake; ","NLA06608-1473",47.89085231,-116.8933801,458314
"731","Sloans Lake; Sloans Lake; ","NLA06608-1476",39.74858029,-105.0447684,360369
"732","Silver Lake; Silver Lake; ","NLA06608-1481",40.4943852,-121.1629233,482683
"733","; Lake Nichols; ","NLA06608-1482",30.96113096,-83.65565657,218735
"734","Meadow Creek Reservoir; Meadow Creek Reservoir; ","NLA06608-1483",40.05555836,-105.7469295,449634
"735","; Horsehead Lake; ","NLA06608-1484",35.56344263,-93.63792628,392550
"736","Ford Lake; Ford Lake; ","NLA06608-1487",42.21592161,-83.58492288,820
"737","; Tri-County Turkey Creek Site 7 Reservoir; ","NLA06608-1488",34.73428918,-99.69530507,394609
"738","; Lewis Lake; ","NLA06608-1489",46.98630288,-122.5690307,471302
"739","Bischoff Reservoir; Bischoff Reservoir; ","NLA06608-1492",39.27166676,-85.19021469,260139
"740","; Soil Conservation Service Site 6 Reservoir; ","NLA06608-1496",33.66930447,-97.58547265,416351
"741","Round Lake; Round Lake; ","NLA06608-1499",41.24575191,-85.4301129,3203
"742","Wappapello Reservoir; Lake Wappapello; ","NLA06608-1504",36.97055086,-90.35313417,6303
"743","Snyder Lake; Snyder Lake; ","NLA06608-1508",36.42564729,-103.6053539,387061
"744","; ; ","NLA06608-1510",47.82117438,-105.0491133,324219
"745","Richmond Lake; Richmond; ","NLA06608-1511",45.53504992,-98.61521182,350983
"746","Upper Scott Lake; Upper Scott; ","NLA06608-1515",42.4782951,-86.06684183,120528
"747","; Breckinridge Reservoir; ","NLA06608-1517",38.54281635,-77.39673538,143755
"748","; Treasureton Reservoir; ","NLA06608-1521",42.23317529,-111.8535786,455074
"749","Dave Boyer Lake; Dave Boyer Lake; ","NLA06608-1524",34.37370438,-98.33930518,395088
"750","Swan Lake; Swan Lake; ","NLA06608-1527",43.45913401,-94.94774508,99295
"751","Rye Patch Reservoir; Rye Patch Reservoir; ","NLA06608-1529",40.69367958,-118.2702746,456733
"752","Lake Story; Storey Lake; ","NLA06608-1532",40.98641214,-90.39676778,6422
"753","; Round Lake; ","NLA06608-1537",48.1617266,-116.6384102,458377
"754","Habeeb, Lake; Lake Habeeb; ","NLA06608-1538",39.7038049,-78.65197531,96668
"755","Little Wall Lake; Little Wall Lake; ","NLA06608-1544",42.27012122,-93.63628619,4448
"756","; Hert Lake; ","NLA06608-1556",39.00356446,-87.18335673,268427
"757","Lower Middle Branch Pond; Lower Middle Branch; ","NLA06608-1558",44.87906853,-68.22649939,11168
"758","Lake O' the Pines; Lake O' the Pines; ","NLA06608-1560",32.76230788,-94.60523041,405739
"759","; Glade Creek (Upper); ","NLA06608-1561",37.67100497,-81.07000814,259411
"760","Sixty-Seven Reservoir; Sixtyseven Reservoir; ","NLA06608-1562",42.59773028,-110.2208282,451472
"761","; Lake Hobart; ","NLA06608-1564",35.16889537,-99.07349782,394542
"762","Fort Supply Reservoir; Ford Supply Lake; ","NLA06608-1568",36.53187298,-99.56836014,389772
"763","Lake Reedy; Reedy Lake; ","NLA06608-1569",27.74198501,-81.49933161,200695
"764","Loch Mary Reservoir; Loch Mary Reservoir; ","NLA06608-1572",37.2690553,-87.52287716,270973
"765","; ; ","NLA06608-1575",45.18456035,-97.78599752,350718
"766","Montrose Lake; Montrose Lake; ","NLA06608-1576",38.3067683,-93.9527628,119108
"767","Show Low Lake; Show Low Lake; ","NLA06608-1577",34.18074648,-110.0007541,453829
"768","; ; ","NLA06608-1578",45.18292402,-104.9019583,331569
"769","Lake James; James Lake; ","NLA06608-1579",41.68840425,-85.03064639,4044
"770","; Stump Pond; ","NLA06608-1586",41.6889871,-71.64332202,7832
"771","Watson Lake; Watson Lake; ","NLA06608-1593",34.58721435,-112.4185161,454733
"772","; Union Reservoir; ","NLA06608-1595",40.18092494,-105.0386785,359753
"773","Roundup Lake; Roundup Lake; ","NLA06608-1596",41.75274586,-102.414217,358454
"774","; McCann Reservoir; ","NLA06608-1600",48.31132355,-109.0848391,321725
"775","Apache Lake; Apache Lake; ","NLA06608-1602",33.58147205,-111.2821257,454753
"776","Lake Bistineau; Lake Bistineau; ","NLA06608-1608",32.40169424,-93.38700366,405748
"777","Fossil Lake; Fossil Lake; ","NLA06608-1610",45.08626125,-109.7887823,325467
"778","Kitsap Lake; Kitsap Lake; ","NLA06608-1617",47.57177224,-122.7050326,472335
"779","Vernon Lake; Vernon Lake; ","NLA06608-1623",30.24052123,-96.811485,435195
"780","Pere Marquette Lake; Pere Marquette Lake; ","NLA06608-1626",43.9294318,-86.43464751,2197
"781","; Farias Lake; ","NLA06608-1630",28.57555508,-100.125119,444261
"782","Matt Warner Reservoir; Matt Warner; ","NLA06608-1631",40.76550232,-109.297264,451138
"783","Clark Canyon Reservoir; Clark Canyon Reservoir; ","NLA06608-1633",44.95420653,-112.8818444,317383
"784","Laurel Lake; Laurel Lake; ","NLA06608-1637",41.69516992,-75.13142213,17452
"785","; Big Lake; ","NLA06608-1638",44.37178143,-121.8732089,469447
"786","; Lake of the Ozarks; ","NLA06608-1640",38.16675267,-92.96597494,6067
"787","Ashurst Lake; Ashurst; ","NLA06608-1641",35.01980463,-111.4026965,454039
"788","Warner Lake; Warner Lake; ","NLA06608-1643",42.47147986,-85.52570292,34380
"789","Cheatham Lake; Cheatham Lake; ","NLA06608-1652",36.25057107,-87.19195879,NA
"790","; Forestville Basin; ","NLA06608-1654",46.57403434,-87.46065203,14464
"791","Stafford Dam; Loyalton Dam; ","NLA06608-1655",45.27488186,-99.20744764,353890
"792","Douglas Lake; Douglas Lake; ","NLA06608-1668",35.93942679,-83.36502827,273309
"793","Caruth Lake; Caruth Lake; ","NLA06608-1672",32.94495679,-96.45333515,419426
"794","Feather Lake; Feather Lake; ","NLA06608-1674",44.54399881,-110.8356239,317308
"795","; East Delaney Reservoir; ","NLA06608-1675",40.70732923,-106.4529904,357513
"796","Tims Lake; Tims Lake; ","NLA06608-1679",42.27599914,-84.21804073,139073
"797","Heritage Lake; Heritage Lake; ","NLA06608-1684",39.72648692,-86.7140735,62699
"798","Kampeska, Lake; Lake Kampeska; ","NLA06608-1687",44.92879744,-97.20984727,356881
"799","Bridge Lake; Bridge Lake; ","NLA06608-1690",44.63943331,-85.78652164,80212
"800","Blanchard, Lake; Lake Blanchard; ","NLA06608-1695",40.80705076,-110.4052879,451676
"801","Byron, Lake; Lake Byron; ","NLA06608-1703",44.56839036,-98.12948201,352427
"802","; Bushwacker; ","NLA06608-1704",37.66812885,-94.41073448,112900
"803","; Clark Co. Lake; ","NLA06608-1706",43.8526781,-84.77214787,12538
"804","Donnell Lake; Donnell Lake; ","NLA06608-1707",41.90886578,-85.89436967,1808
"805","Sconti Lake; Sconti Lake; ","NLA06608-1711",34.45201248,-84.28783121,238148
"806","Arrow Tank; Arrow Tank; ","NLA06608-1715",29.17488107,-100.6327156,448677
"807","; Lake Mcclure; ","NLA06608-1717",37.66235766,-120.2096368,479355
"808","; ; ","NLA06608-1719",45.69469839,-99.36144816,338071
"809","Wyoming Hereford Ranch Reservoir Number 2; Wyoming Hereford Ranch Reservoir Number 2; ","NLA06608-1723",41.12635244,-104.6435242,361009
"810","Lancelot, Lake; Lake Lancelot; ","NLA06608-1724",40.6317324,-89.74974737,6573
"811","Lake Griffin; Lake Griffin; ","NLA06608-1733",28.82529643,-81.8367232,189773
"812","; ; ","NLA06608-1735",30.83484459,-93.43654813,410837
"813","North Twin Lake; North Turn Lake; ","NLA06608-1736",42.48541393,-94.63032824,4594
"814","Barker Reservoir; Barker Reservoir; ","NLA06608-1739",39.96491779,-105.4935103,359514
"815","Edwin A Pape Lake; Edwin A Pape; ","NLA06608-1740",38.93960606,-93.59341677,38285
"816","Coursey Pond; Coursey Pond; ","NLA06608-1741",38.98848369,-75.51763692,142330
"817","Big Lake; Big Lake; ","NLA06608-1742",46.61381657,-88.57570293,714
"818","Turquoise Lake; Turquoise Lake; ","NLA06608-1748",39.27108433,-106.3934507,376134
"819","Navajo Lake; Navajo Lake; ","NLA06608-1753",37.52420141,-112.7840699,456547
"820","Robinson Lake; Robinson Lake; ","NLA06608-1755",41.22680207,-85.65000607,268846
"821","Bailey, Lake; Lake Bailey; ","NLA06608-1758",47.4572505,-88.09978566,2638
"822","Saddle Lake; Saddle Lake; ","NLA06608-1771",42.38300259,-86.04986016,671
"823","; Kincaid Lake; ","NLA06608-1775",38.71328174,-84.27550077,260191
"824","Nicasio Reservoir; Nicasio Reservoir; ","NLA06608-1781",38.07682398,-122.730427,481308
"825","Brighton Lake; Lake Brighton; ","NLA06608-1782",42.51691372,-83.79582456,6338
"826","Portage Reservoir; Portage Reservoir; ","NLA06608-1789",40.35385773,-78.62336887,117455
"827","; Lake Catherine; ","NLA06608-1791",36.00712806,-84.89743874,272617
"828","Killarney Lake; Killarney Lake; ","NLA06608-1793",47.52073005,-116.5643475,458026
"829","Caddo Lake; Caddo Lake; ","NLA06608-1800",32.67017525,-94.07719555,401042
"830","Stony Creek Lake; Stony Creek Lake; ","NLA06608-1802",42.724557,-83.0854123,1586
"831","Lake Hefner; Lake Hefner; ","NLA06608-1804",35.56351286,-97.59469662,379312
"832","Ferguson Lake; Ferguson Lake; ","NLA06608-1808",34.53937366,-92.27375111,393137
"833","Willard Bay Reservoir; Willard Bay Reservoir; ","NLA06608-1810",41.37561834,-112.0878211,456076
"834","; Long Lake2; ","NLA06608-1811",45.85043385,-99.26440854,337273
"835","Kentucky Lake; Kentucky Lake; ","NLA06608-1812",35.41307522,-88.07467739,274670
"836","North Fork Lake; North Fork Lake; ","NLA06608-1818",42.92535091,-109.5044313,451428
"837","; Lake Kittamagundi; ","NLA06608-1821",39.21641749,-76.8537467,143080
"838","Clark County State Lake; Clark State Fishing Lake; ","NLA06608-1824",37.38533354,-99.78514802,378799
"839","Myrtle, Lake; Lake Myrtle; ","NLA06608-1825",27.94018842,-81.65126772,208944
"840","Round Lake; Round Lake; ","NLA06608-1835",41.58028332,-84.92309094,41938
"841","; Smith Lake; ","NLA06608-1836",42.40712576,-102.4533862,348043
"842","Mossy Lake; Mossy Lake; ","NLA06608-1839",32.48418587,-83.65078368,177227
"843","; Governor Bond Lake; ","NLA06608-1840",38.94599172,-89.35469451,6981
"844","Boulder Reservoir; Boulder Reservoir; ","NLA06608-1851",40.07823959,-105.2232407,361292
"845","Creedman Reservoir; Creedman Reservoir; ","NLA06608-1856",48.96606399,-109.75936,321911
"846","Blaine, Lake; Lake Blaine; ","NLA06608-1857",48.2461517,-114.1200149,459835
"847","Crescent Lake; Crescent Lake; ","NLA06608-1861",29.45531325,-81.49557857,189777
"848","Big Spring Reservoir; Big Spring Reservoir; ","NLA06608-1862",41.9306954,-119.1737894,NA
"849","Indian Creek Reservoir; Indian Creek Reservoir; ","NLA06608-1863",31.10386776,-92.47015483,302034
"850","Hogan Reservoir; Hogan Reservoir; ","NLA06608-1866",44.78748289,-109.2607748,325987
"851","Rock Lake; Rock Lake; ","NLA06608-1867",41.04149545,-85.97905159,25272
"852","; Lake Konawa; ","NLA06608-1868",34.95364916,-96.71830238,388261
"853","; Crooked Cr Watershed #3; ","NLA06608-1871",33.32111369,-85.8149094,241676
"854","Lake Cushman; Cushman Lake; ","NLA06608-1873",47.48799465,-123.2647195,470444
"855","Echo Reservoir; Echo Reservoir; ","NLA06608-1874",40.95544299,-111.4149738,456356
"856","Lake Albert; Lake Albert; ","NLA06608-1879",44.53735651,-97.15487079,357176
"857","; Lake McBride; ","NLA06608-1884",41.79161289,-91.53532783,4717
"858","; Chimney Reservoir; ","NLA06608-1893",41.40500676,-117.1542995,456842
"859","; Sparks Lake; ","NLA06608-1894",44.02665452,-121.7456252,467276
"860","Slack Reservoir; Slack Reservoir; ","NLA06608-1906",41.8621338,-71.55317818,8292
"861","; Saddle Lake; ","NLA06608-1908",38.06356571,-86.6622935,505
"862","; Blomgren; ","NLA06608-1910",45.87339726,-87.80067574,19681
"863","; Ashton Reservoir; ","NLA06608-1930",44.10051186,-111.4734759,463639
"864","Lake Saint Louis; Lake St. Louis; ","NLA06608-1936",38.79320182,-90.78180772,6185
"865","; Whitewater Lake; ","NLA06608-1948",42.53347335,-100.645836,348447
"866","Salmon Lake; Salmon Lake; ","NLA06608-1953",47.09945654,-113.4075253,457600
"867","Hills Creek Reservoir; Hills Creek Reservoir; ","NLA06608-1958",43.66297627,-122.4216059,468543
"868","Columbia Road Reservoir; Columbia; ","NLA06608-1959",45.74264146,-98.27345753,352426
"869","Copan Lake; Copan Lake; ","NLA06608-1960",36.89068214,-95.95265017,383272
"870","Wild Horse Reservoir; Wild Horse Reservoir; ","NLA06608-1968",48.13399568,-108.1899505,322823
"871","West Lake Okoboji; West Okoboji Lake; ","NLA06608-1975",43.34114476,-95.12645329,4686
"872","Coeur d'Alene Lake; Lake Coeur D'Alene; ","NLA06608-1985",47.44868765,-116.7986927,459064
"873","; Cedar Creek Reservoir; ","NLA06608-1989",42.20289954,-114.8909997,463335
"874","; Soil Conservation Service Site 137 Reservoir; ","NLA06608-1992",32.45275022,-96.06121126,417754
"875","Keewaydin, Lake; Lake Keewaydin; ","NLA06608-1998",46.60064001,-88.11725533,2692
"876","; Little Blue Creek Reservoir; ","NLA06608-2005",42.29737384,-116.1124743,465069
"877","Turtlefoot Lake; Turtlefoot Lake; ","NLA06608-2007",45.75699008,-97.32017864,97133
"878","Elks Lake; Elks Lake; ","NLA06608-2010",31.19633242,-89.30335606,250051
"879","; McFarlane Reservoir; ","NLA06608-2027",42.23979744,-105.6303731,359104
"880","; South Banner Lake; ","NLA06608-2036",41.43839158,-93.5509726,90099
"881","Likes Lake; Likes Lake; ","NLA06608-2037",39.58892136,-118.6723206,457255
"882","Virgin Lake; Virgin Lake; ","NLA06608-2039",43.10411616,-94.8984756,30904
"883","Lower Thompson Lake; Lower Thompson Lake; ","NLA06608-2049",48.02025253,-115.0345388,459830
"884","; Badger Creek Lake; ","NLA06608-2056",41.46950026,-93.92037248,4821
"885","; Mills Lake; ","NLA06608-2072",32.25404093,-95.80076799,414492
"886","J T Budd Pond; J T Budd Pond; ","NLA06608-2074",30.43252366,-84.54449705,220580
"887","Spring Lake; Spring Lake; ","NLA06608-2076",35.15138649,-93.42662016,390905
"888","Lotto Lake; Lotto Lake; ","NLA06608-2078",46.25503439,-88.08997243,119405
"889","; Emigrant Lake; ","NLA06608-2082",42.15139597,-122.6008217,469968
"890","Jobs Pond; Jobs Pond; ","NLA06608-2086",44.76204445,-71.95362413,4795
"891","; Nutleg East; ","NLA06608-2087",45.55715378,-97.41707065,350923
"892","; R E 'Bob' Woodruff Reservoir; ","NLA06608-2091",32.35269226,-86.4904329,237209
"893","Horseshoe Lake; Horseshoe Lake; ","NLA06608-2092",32.71215655,-91.70157522,294762
"894","; Musselman Cattle Company Lake Number 2; ","NLA06608-2094",29.09294251,-97.08741125,440495
"895","Big Sandy Reservoir; Big Sandy Reservoir; ","NLA06608-2095",42.2494978,-109.4410083,450816
"896","Cottonwood Lake; Cottonwood; ","NLA06608-2103",44.8372406,-99.90500153,344134
"897","Lake Louise; Lake Louise; ","NLA06608-2114",39.68531765,-79.23033272,85539
"898","Apopka, Lake; Lake Apopka; ","NLA06608-2117",28.62097337,-81.62199477,184266
"899","James Lake; JAMES LAKE; ","NLA06608-2120",32.59300712,-98.31569017,429629
"900","; Brush Lake; ","NLA06608-2123",44.32794024,-97.1167168,356843
"901","Rath Lake; Rath Lake; ","NLA06608-2131",45.89624924,-99.10161914,344364
"902","; Horseshoe; ","NLA06608-2134",45.89266323,-122.7435687,467929
"903","Cochrane, Lake; Lake Cochrane; ","NLA06608-2135",44.70838784,-96.47788918,33700
"904","Pomme De Terre Lake; Pomme de Terre Lake; ","NLA06608-2152",37.85925631,-93.32597024,6076
"905","L Pond; L Pond; ","NLA06608-2154",31.26784195,-86.94775581,235777
"906","Fox Lake; Fox Lake; ","NLA06608-2155",41.627105,-85.02364851,639
"907","Yawgoo Pond; Yawgoo Pond; ","NLA06608-2162",41.51134268,-71.57318015,7970
"908","Bean Lake; Bean Lake; ","NLA06608-2170",47.30587695,-112.4310378,319086
"909","Bull Lake; Bull Lake; ","NLA06608-2177",48.671943,-114.7318229,458460
"910","Topaz Lake; Topaz Lake; ","NLA06608-2185",38.66086617,-119.5263528,457119
"911","Holt Lock and Dam; Holt Lake; ","NLA06608-2187",33.45373979,-87.35441691,244057
"912","Island Lake; Island Lake; ","NLA06608-2193",46.41950629,-124.0354961,470232
"913","Lazy Lake; Lazy Lake; ","NLA06608-2196",39.29388434,-86.46070725,127476
"914","Knoll Lake; Knoll Lake; ","NLA06608-2217",34.4202345,-111.0896969,453903
"915","; Lake Latonka; ","NLA06608-2219",41.29977616,-86.40845658,90123
"916","Sacheen Lake; Sacheen Lake; ","NLA06608-2241",48.15402125,-117.3189991,459828
"917","; Lewis Lake; ","NLA06608-2250",44.3017541,-110.6285367,463024
"918","McColley Pond; McColley Pond; ","NLA06608-2253",38.96688176,-75.50048849,141802
"919","; Lake Koeneman; ","NLA06608-2257",47.40930776,-122.7843969,470759
"920","; Muddy Guard Reservoir Number 2; ","NLA06608-2266",44.18421481,-106.7589307,328641
"921","Tamarack Lake; Tamarack Lake; ","NLA06608-2267",41.51785892,-85.30057505,257578
"922","Big Chapman Lake; Big Chapman; ","NLA06608-2283",41.28362106,-85.78969754,2106
"923","Shepherd Lake; Shepherd Lake; ","NLA06608-2305",48.18443003,-116.5279847,458028
"924","Birch Creek Reservoirs; Birch Creek Reservoir Number 2; ","NLA06608-2322",41.5055322,-111.3273337,455248
"925","Harlan County Lake; Harlan County Lake; ","NLA06608-2332",40.03137931,-99.30406582,367586
"926","Concord Pond; Concord Pond; ","NLA06608-2333",38.64382658,-75.54742044,147878
"927","Huntington North Reservoir; Huntington North Reservoir; ","NLA06608-2345",39.34812677,-110.9481455,452294
"928","Gorton Pond; Gorton Pond; ","NLA06608-2354",41.70544844,-71.45889451,8354
"929","Tsaile Lake; Tsaile Lake; ","NLA06608-2372",36.27424052,-109.2028896,453586
"930","; Nine Mile Reservoir; ","NLA06608-2379",41.24777405,-105.7229345,358864
"931","Belleville Pond; Belleville Pond; ","NLA06608-2418",41.55977063,-71.4790807,7695
"932","Lost Lake; Lost Lake; ","NLA06608-2426",47.6347722,-110.4842973,319431
"933","Currant Creek Reservoir; Currant Creek Reservoir; ","NLA06608-2429",40.34377825,-111.0606041,452898
"934","; Piute Reservoir; ","NLA06608-2438",42.06680514,-119.5634013,473169
"935","; Lake Edna; ","NLA06608-2450",43.63164375,-124.1790441,469598
"936","; Dry Creek Reservoir; ","NLA06608-2453",41.80418482,-116.2369826,464549
"937","; Kolob Reservoir; ","NLA06608-2457",37.43723737,-113.0490711,453761
"938","Starvation Reservoir; Starvation Reservoir; ","NLA06608-2463",40.17547463,-110.4849079,452797
"939","Nesbitt Lake; Nesbitt Lake; ","NLA06608-2477",37.56936135,-115.2249025,453717
"940","; Officers Reservoir; ","NLA06608-2481",43.98862837,-119.3927622,466961
"941","Graham Lake (historical); Graham Lake (Historical); ","NLA06608-2492",34.47617113,-89.66897642,284642
"942","; Blanchard Lake; ","NLA06608-2497",48.00821961,-116.9701212,458010
"943","Morse Reservoir; Morse Reservoir; ","NLA06608-2507",40.07519519,-86.05550077,1709
"944","American Lake; American Lake; ","NLA06608-2513",47.13285576,-122.5619208,472267
"945","; Barbara Lake; ","NLA06608-2523",41.34688657,-85.42886396,110184
"946","Bruin, Lake; Lake Bruin; ","NLA06608-2524",31.95537014,-91.220466,295145
"947","Hinden Lake; Lake Hinden; ","NLA06608-2565",28.32320111,-81.22725223,199971
"948","Chapman Pond; Chapman Pond; ","NLA06608-2566",41.37985994,-71.79479768,7788
"949","Haines, Lake; Lake Haines; ","NLA06608-2593",28.09210404,-81.70713268,208928
"950","Monroe, Lake; Lake Monroe; ","NLA06608-2629",28.84218233,-81.27307172,187650
"951","Little Bear Lake; Little Bear Lake; ","NLA06608-2634",44.94116736,-109.5249202,325669
