"","NAMES","SITE_ID","LAT_DD","LON_DD","lagoslakeid"
"1834","NA; ; ","NLA12_OR-102",43.41399799,-119.4104723,473314
"1835","80685; Lake Hospitality; Lake Hospitality","NLA12_AR-109",33.81796398,-94.05998348,404104
"1836","NA; ; ","NLA12_AR-104",35.5624593,-93.63756822,392550
"1837","283936; Hiawatha, Lake; Hiawatha, Lake","NLA12_FL-130",28.56416506,-81.77977349,187869
"1838","643274; Ella Lake; Ella Lake","NLA12_MN-167",45.07766113,-94.8104013,126042
"1839","998592; Southern Pines Waterworks; Southern Pines Waterworks","NLA12_NC-127",35.21458872,-79.40360361,156593
"1840","575185; Second Buttermilk Pond; Second Buttermilk Pond","NLA12_ME-120",45.33344114,-69.26658734,98543
"1841","25812; Ashurst Lake; Ashurst Lake","NLA12_AZ-103",35.02357175,-111.4006586,454039
"1842","188031; City Reservoir; City Reservoir","NLA12_CO-133",37.54114004,-107.5965489,453352
"1843","NA; ; ","NLA12_MN-160",46.19672628,-94.57418003,77286
"1844","448482; Stout Lake; Stout Lake","NLA12_IN-159",39.77712835,-86.53665008,46164
"1845","834830; Winters Creek Lake; Winters Creek Lake","NLA12_NE-111",41.95667791,-103.5261925,359458
"1846","287074; Monroe, Lake; Monroe, Lake","NLA12_FL-109",28.8388165,-81.26992474,187650
"1847","NA; ; Lake Griffin","NLA12_FL-105",28.89574438,-81.83982976,189773
"1848","1767501; Shell Lake; Shell Lake","NLA12_NE-112",42.92365358,-102.0414043,349276
"1849","1440376; Deer Creek Reservoir; Deer Creek Reservoir","NLA12_UT-218",40.4581066,-111.4811121,456264
"1850","998406; Jones Pond; Jones Pond","NLA12_NC-124",35.11601421,-80.26303923,157759
"1851","NA; ; ","NLA12_NC-115",35.22405538,-78.81547137,155801
"1852","1256425; Meiers Lake; Meiers Lake","NLA12_SD-131",43.07985221,-98.08073782,356004
"1853","NA; ; ","NLA12_ND-156",47.17037042,-99.24800631,352497
"1854","1603336; Star Lake; Star Lake","NLA12_WY-116",42.80153184,-109.4608964,450587
"1855","1238639; Lib Pines Lake; Lib Pines Lake","NLA12_SC-118",33.46313824,-80.3893452,165195
"1856","452430; Bartley Lake; Bartley Lake","NLA12_IN-120",41.35308847,-85.44887465,654
"1857","433913; East Lake; East Lake","NLA12_IN-145",41.71697825,-85.65916761,50137
"1858","294032; Lake Hatchineha; Lake Hatchineha","NLA12_FL-126",28.02489816,-81.41000805,196852
"1859","736167; Indian Lake; Indian Lake","NLA12_MO-105",38.0883808,-91.45203505,78634
"1860","738385; Lake Northwood; Lake Northwood","NLA12_MO-110",38.4288935,-91.48070368,36107
"1861","NA; ; ","NLA12_WA-109",48.70871678,-122.3273101,472380
"1862","1664175; French Meadows Reservoir; French Meadows Reservoir","NLA12_CA-103",39.11326334,-120.4389061,474533
"1863","569682; Little Big Wood Pond; Little Big Wood Pond","NLA12_ME-102",45.63439161,-70.36642133,7712
"1864","NA; ; Waldo Lake","NLA12_OR-109",43.73000902,-122.0435795,467966
"1865","444518; Sylvan Lake; Sylvan Lake","NLA12_IN-149",41.48115412,-85.34084746,2898
"1866","NA; ; ","NLA12_IN-179",39.76766233,-85.75665952,14697
"1867","442353; Round Lake; Round Lake","NLA12_IN-187",41.74894691,-84.84254259,3269
"1868","576720; Ten Thousand Acre Pond; Ten Thousand Acre Pond","NLA12_ME-116",45.50588593,-69.95373547,70496
"1869","NA; ; ","NLA12_MN-152",45.42532395,-95.48193854,42222
"1870","790008; Sanders Lake; Sanders Lake","NLA12_MT-140",47.05943881,-113.9378325,460408
"1871","NA; ; ","NLA12_NE-125",42.55808515,-100.5237021,348357
"1872","1229604; Crane Pond; Crane Pond","NLA12_SC-102",33.03614283,-79.984084,160874
"1873","NA; ; ","NLA12_WY-R04",44.49478161,-110.4302646,325573
"1874","NA; ; ","NLA12_IL-112",37.82087568,-88.90132266,NA
"1875","562227; Big Reed Pond; Big Reed Pond","NLA12_ME-R07",46.35302208,-69.0573662,8462
"1876","643014; Eagle Lake; Eagle Lake","NLA12_MN-112",44.19518716,-93.9005398,328
"1877","1577118; Youngs Lake; Youngs Lake","NLA12_WI-161",44.3329463,-89.18303988,4769
"1878","NA; ; ","NLA12_MN-135",45.17625487,-95.15019259,20074
"1879","NA; ; ","NLA12_OR-128",43.56495608,-121.9830847,467379
