OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityEndDate,sampledepth_m_legacy,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,samplesiteid_legacy,comments_legacy,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,datavalue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,labmethodname_legacy,labmethodinfo_legacy,LaboratoryName,ResultLaboratoryCommentText,qualifier_legacy,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,ProviderName,ActivityStartDateTime,ActivityEndDateTime,obs_id,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,sampleposition_legacy,sampletype_legacy,sampledepth_m_lagos,samplelayer_lagos,sampletype_lagos
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900460,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,12,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2009-04-16 13:45:00,NA,506529,Alkalinity,12,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900460,Sample-Routine,2009-04-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,13.6,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-04-16 13:45:00,NA,506539,Alkalinity,13.6,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900605,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,14,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2009-07-07 13:45:00,NA,507017,Alkalinity,14,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900605,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,A-1910145 2 Samples     1 Regular and 1 Replicate    Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,16,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-07-07 13:45:00,NA,507027,Alkalinity,16.0,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900451,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,14.7,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-05-05 18:35:00,NA,507029,Alkalinity,14.7,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900455,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,12,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2009-05-05 17:45:00,NA,507323,Alkalinity,12,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900455,Sample-Routine,2009-05-05,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,14,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-05-05 17:45:00,NA,507332,Alkalinity,14.0,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900603,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   A-1910146 Bottom (Bed) Material,A-1910146 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,14,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2009-07-07 15:00:00,NA,507449,Alkalinity,14,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900603,Sample-Routine,2009-07-07,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 A-1910146 Bottom (Bed) Material,A-1910146 Bottom (Bed) Material,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,15.7,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-07-07 15:00:00,NA,507459,Alkalinity,15.7,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900266,Sample-Routine,2009-02-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,15.7,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-02-19 14:10:00,NA,510880,Alkalinity,15.7,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900264,Sample-Routine,2009-02-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,12,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2009-02-19 13:20:00,NA,512117,Alkalinity,12,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900264,Sample-Routine,2009-02-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01660030, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,13.9,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2009-02-19 13:20:00,NA,512122,Alkalinity,13.9,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900077,Sample-Routine,2008-12-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700, holding time exceededsee result comment Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01 ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,12.8,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,Hold-time violation - for accurate results measure in the field without delay. See NWQL Tech Memo 95-01,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57","USGS-National Water Quality Lab, Denver, CO",holding time exceededsee result comment,Laboratory Reporting Level,159.84,ueq/L,NWIS,2008-12-17 15:10:00,NA,512687,Alkalinity,12.8,mg/l CaCO3,8,mg/l CaCO3,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800234,Sample-Routine,1988-02-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,15,mg/l CaCO3,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57",NA,NA,NA,NA,NA,NWIS,1988-02-17 14:30:00,NA,512855,Alkalinity,15.0,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900077,Sample-Routine,2008-12-17,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,9,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2008-12-17 15:10:00,NA,512901,Alkalinity,9,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98800149,Sample-Routine,1987-12-16,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-02079882,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Total,23,mg/l CaCO3,NA,Historical,NA,Actual,NA,NA,NA,NA,NA,NA,90410,NA,NA,TT040,USGS,"Alkalinity, titr. pH 4.5 (NWQL)","USGS TWRI 5-A1/1989, p 57",NA,NA,NA,NA,NA,NWIS,1987-12-16 18:30:00,NA,512925,Alkalinity,23.0,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
USGS-VA,USGS Virginia Water Science Center,nwisva.01.00900266,Sample-Routine,2009-02-19,NA,NA,m,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-01659700,   ,NA,USGS,USGS,USGS,Unknown,NA,Alkalinity,Dissolved,12,mg/l CaCO3,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,39086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2009-02-19 14:10:00,NA,512936,Alkalinity,12,mg/l CaCO3,NA,NA,UNKNOWN,UNKNOWN,NA,UNKNOWN,UNKNOWN
