lagoslakeid,source_sample_siteid,sample_date,sample_depth_m,temp_degc,do_mgl,ph,spcond_uscm,source_value_qualifiercode,source_comments,profile
44035,NLA06608-0021,8/30/2007,11,21.9,7.9,7.9,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,12,21.7,7.8,7.8,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,13,21.4,7.6,7.8,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,14,20.3,8,7.8,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,15,16.1,9.5,7.6,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,16,12.4,10.6,7.4,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,17,10.2,10.7,7.2,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,18,9.1,10.9,7.2,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,19,7.9,10.9,7.1,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,20,7.4,10.6,7,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,22,6.2,10.5,6.9,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,24,5.7,10.5,6.9,NA,K,,integrated
44035,NLA06608-0021,8/30/2007,26,5.5,9.7,6.8,NA,"K,F1","CONDUCTIVITY DATA NOT COLLECTED OR INVALID. F1=END OF CABLE REACHED, SITE DEPTH=46.3 m",integrated
431899,NLA06608-0023,8/9/2007,0,29.4,7.8,8.2,168,,,integrated
431899,NLA06608-0023,8/9/2007,1,29.3,7.8,8.2,168,,,integrated
431899,NLA06608-0023,8/9/2007,2,29,7.7,8.2,168,,,integrated
431899,NLA06608-0023,8/9/2007,2.5,28.9,7.5,8.2,168,,,integrated
431899,NLA06608-0023,9/19/2007,0,27.6,8.3,8.3,182,,,integrated
431899,NLA06608-0023,9/19/2007,0.5,27.6,8.2,8.3,182,,,integrated
431899,NLA06608-0023,9/19/2007,1,27.6,8.1,8.3,182,,,integrated
431899,NLA06608-0023,9/19/2007,1.5,27.6,8.1,8.7,182,,,integrated
431899,NLA06608-0023,9/19/2007,2,27.6,8.1,8.3,182,,,integrated
431899,NLA06608-0023,9/19/2007,2.4,27.5,8,8.3,182,,,integrated
415677,NLA06608-0024,7/11/2007,0,27.8,7.1,7.1,176.2,,,integrated
415677,NLA06608-0024,7/11/2007,1,27.7,7.1,7.2,176.4,,,integrated
415677,NLA06608-0024,7/11/2007,2,27.6,6.8,7.1,176.7,,,integrated
415677,NLA06608-0024,7/11/2007,3,27.6,6.5,7,176.6,,,integrated
415677,NLA06608-0024,7/11/2007,4,27.5,6,6.9,172.9,,,integrated
415677,NLA06608-0024,7/11/2007,5,27.3,4.8,6.7,169.7,,,integrated
415677,NLA06608-0024,7/11/2007,6,26.3,1.6,6.4,159.1,,,integrated
415677,NLA06608-0024,7/11/2007,7,26.2,1.1,6.3,160.5,,,integrated
415677,NLA06608-0024,7/11/2007,8,26.1,0.8,6.3,162.6,,,integrated
415677,NLA06608-0024,7/11/2007,9,25.8,0.1,6.3,165.8,,,integrated
415677,NLA06608-0024,7/11/2007,10,25.7,0.1,6.3,165.7,,,integrated
415677,NLA06608-0024,7/11/2007,11,24.7,0.1,6.4,191.6,,,integrated
415677,NLA06608-0024,7/11/2007,12,21.7,0.1,6.9,259.7,,,integrated
415677,NLA06608-0024,7/11/2007,12.4,21,0.1,7.1,270.6,,,integrated
415677,NLA06608-0024,8/14/2007,0,32.8,8.6,8.8,135.9,,,integrated
415677,NLA06608-0024,8/14/2007,1,32.7,8.4,8.8,135.7,,,integrated
415677,NLA06608-0024,8/14/2007,2,32.3,7.3,8.4,133.7,,,integrated
415677,NLA06608-0024,8/14/2007,3,31.9,6.3,7.9,133.2,,,integrated
415677,NLA06608-0024,8/14/2007,4,30.9,3.4,7.2,133.8,,,integrated
415677,NLA06608-0024,8/14/2007,5,29.6,2.2,6.9,133.4,,,integrated
415677,NLA06608-0024,8/14/2007,6,28.9,0.1,6.6,134,,,integrated
415677,NLA06608-0024,8/14/2007,7,27.8,0.1,6.6,150.5,,,integrated
415677,NLA06608-0024,8/14/2007,8,26.4,0.1,6.6,161.5,,,integrated
415677,NLA06608-0024,8/14/2007,9,24.8,0.1,6.6,186.1,,,integrated
415677,NLA06608-0024,8/14/2007,10,24.5,0.1,6.6,191.1,,,integrated
162542,NLA06608-0025,6/18/2007,0,28.7,NA,7.6,87.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,1,26.8,NA,7.5,82.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,2,26.1,NA,7.5,81.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,3,25,NA,6.9,81.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,4,18.8,NA,6.8,63.5,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,5,14.6,NA,6.6,60,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,6,12.5,NA,6.6,62.6,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,7,11.6,NA,6.9,95.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,6/18/2007,7.5,11.2,NA,7,98.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,7/18/2007,0,27.5,NA,7.7,94.7,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,7/18/2007,1,27.7,NA,7.6,95.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,7/18/2007,2,27.7,NA,7.6,95.2,,,integrated
162542,NLA06608-0025,7/18/2007,3,27,NA,7.3,94.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,7/18/2007,4,23.2,NA,6.7,81,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
162542,NLA06608-0025,7/18/2007,5,16.3,NA,6.6,78.4,,,integrated
162542,NLA06608-0025,7/18/2007,5.7,14.8,NA,6.5,85.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID,integrated
142079,NLA06608-0029,7/2/2007,0,24.7,8.2,7.7,158,,,integrated
142079,NLA06608-0029,7/2/2007,0.5,24.7,8.5,7.7,157,,,integrated
142079,NLA06608-0029,7/2/2007,1,24.6,8.3,7.7,156,,,integrated
142079,NLA06608-0029,7/2/2007,1.5,24.5,8.1,7.6,156,,,integrated
142079,NLA06608-0029,9/11/2007,0,27.5,10.1,9.5,148,,,integrated
142079,NLA06608-0029,9/11/2007,0.5,27.4,9.9,9.5,148,,,integrated
47115,NLA06608-0031,6/13/2007,0,25.3,8.4,7.7,302,,,integrated
47115,NLA06608-0031,6/13/2007,1,24.5,8.6,7.6,296.7,,,integrated
47115,NLA06608-0031,6/13/2007,2,22.8,4.9,7.2,380.6,,,integrated
47115,NLA06608-0031,6/13/2007,3,18.4,2.2,6.7,256.4,,,integrated
47115,NLA06608-0031,6/13/2007,4,11.7,1,6.6,212.2,,,integrated
47115,NLA06608-0031,6/13/2007,4.5,11,0.5,6.5,207.6,,,integrated
47115,NLA06608-0031,9/5/2007,0,26.4,5.3,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
47115,NLA06608-0031,9/5/2007,1,25.4,5.1,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
47115,NLA06608-0031,9/5/2007,2,25.2,4.7,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
47115,NLA06608-0031,9/5/2007,3,24,1.7,7.1,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
47115,NLA06608-0031,9/5/2007,4,21.1,0.2,6.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
47115,NLA06608-0031,9/5/2007,4.3,17.5,0.1,6.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
6618,NLA06608-0036,7/12/2007,0,30.5,8.3,8.2,136,,,integrated
6618,NLA06608-0036,7/12/2007,1,30,8.4,8.3,136,,,integrated
6618,NLA06608-0036,7/12/2007,2,29.6,8.3,8.3,135,,,integrated
6618,NLA06608-0036,7/12/2007,3,27.7,4.4,7.6,154,,,integrated
6618,NLA06608-0036,7/12/2007,4,23.4,1.3,7.1,165,,,integrated
6618,NLA06608-0036,7/12/2007,4.5,20.1,0.4,7.8,196,,,integrated
6618,NLA06608-0036,7/16/2007,0,31,8.2,8.1,133,,,integrated
6618,NLA06608-0036,7/16/2007,1,30.2,8.4,8.1,133,,,integrated
6618,NLA06608-0036,7/16/2007,2,29.9,7.8,8.2,134,,,integrated
6618,NLA06608-0036,7/16/2007,3,28.7,4.1,7.8,151,,,integrated
6618,NLA06608-0036,7/16/2007,4,24.3,1.6,7.3,166,,,integrated
6618,NLA06608-0036,7/16/2007,4.5,20.9,0.8,7.3,193,,,integrated
6733,NLA06608-0037,7/13/2007,0,25.4,8.8,9.1,104,,,integrated
6733,NLA06608-0037,7/13/2007,1,25.3,9,9.1,104,,,integrated
6733,NLA06608-0037,7/13/2007,2,25.3,9.1,9.1,104,,,integrated
6733,NLA06608-0037,7/13/2007,3,25.1,9.3,9.1,104,,,integrated
6733,NLA06608-0037,7/13/2007,4,24.7,9.3,9.1,103,,,integrated
6733,NLA06608-0037,7/13/2007,5,19.8,4.8,7,101,,,integrated
6733,NLA06608-0037,7/13/2007,6,14.8,0.9,6.6,103,,,integrated
6733,NLA06608-0037,7/13/2007,7,13.7,0.4,6.6,105,,,integrated
6733,NLA06608-0037,7/13/2007,8,12.3,0.3,6.6,108,,,integrated
6733,NLA06608-0037,7/13/2007,9,11.9,0.3,6.7,110,,,integrated
6733,NLA06608-0037,7/13/2007,10,10.7,0.3,6.7,117,,,integrated
6733,NLA06608-0037,7/13/2007,11,9.8,0.3,6.9,134,,,integrated
6733,NLA06608-0037,7/13/2007,12,9.2,0.3,7.1,158,,,integrated
6733,NLA06608-0037,7/13/2007,13,9.1,0.3,7.3,191,,,integrated
6733,NLA06608-0037,9/5/2007,0,23.5,8.82,8.64,103.5,,,integrated
6733,NLA06608-0037,9/5/2007,1,23.4,8.92,8.66,103.2,,,integrated
6733,NLA06608-0037,9/5/2007,2,23.3,9.22,8.67,103,,,integrated
6733,NLA06608-0037,9/5/2007,3,23.3,9.17,8.66,104,,,integrated
6733,NLA06608-0037,9/5/2007,4,23.2,9.1,8.58,102.8,,,integrated
6733,NLA06608-0037,9/5/2007,5,21.6,5.23,7.58,97.1,,,integrated
6733,NLA06608-0037,9/5/2007,6,20.3,1.2,7.05,95.9,,,integrated
6733,NLA06608-0037,9/5/2007,7,18,0.33,6.85,97.3,,,integrated
6733,NLA06608-0037,9/5/2007,8,16,0.25,6.8,102.7,,,integrated
6733,NLA06608-0037,9/5/2007,9,14,0.21,6.82,109.9,,,integrated
6733,NLA06608-0037,9/5/2007,10,13.5,0.15,6.84,108.3,,,integrated
6733,NLA06608-0037,9/5/2007,11,11.8,0.15,6.93,123.5,,,integrated
6733,NLA06608-0037,9/5/2007,12,10.8,0.13,7.06,161.6,,,integrated
5579,NLA06608-0038,7/12/2007,0.2,20.3,8.6,7.6,59.2,,,integrated
5579,NLA06608-0038,7/12/2007,1,20.3,8.6,7.6,59.6,,,integrated
5579,NLA06608-0038,7/12/2007,2,20.2,8.6,7.6,59.3,,,integrated
5579,NLA06608-0038,7/12/2007,3,19.9,8.6,7.6,59.5,,,integrated
5579,NLA06608-0038,7/12/2007,4,19.5,8.6,7.6,58.7,,,integrated
5579,NLA06608-0038,7/12/2007,5,18.9,8.5,7.5,59,,,integrated
5579,NLA06608-0038,7/12/2007,6,17.3,8.2,7.4,60.1,,,integrated
5579,NLA06608-0038,7/12/2007,7,15.8,8.1,7.3,60,,,integrated
5579,NLA06608-0038,7/12/2007,8,12.4,7.5,7.2,59.6,,,integrated
5579,NLA06608-0038,7/12/2007,9,10.8,6.6,7,59.3,,,integrated
5579,NLA06608-0038,7/12/2007,10,9.3,6.1,6.8,60.3,,,integrated
5579,NLA06608-0038,7/12/2007,11,8.5,6.2,6.8,60.6,,,integrated
5579,NLA06608-0038,8/27/2007,1,20.6,8.3,7.2,58.2,,,integrated
5579,NLA06608-0038,8/27/2007,2,20.4,8.3,7.4,58.5,,,integrated
5579,NLA06608-0038,8/27/2007,3,20.4,8.2,7.4,58.2,,,integrated
5579,NLA06608-0038,8/27/2007,4,20.3,8.2,7.4,58.4,,,integrated
5579,NLA06608-0038,8/27/2007,5,19.6,8.2,7.4,58.5,,,integrated
5579,NLA06608-0038,8/27/2007,6,19.2,7.7,7.1,58.8,,,integrated
5579,NLA06608-0038,8/27/2007,7,18.1,6.9,7.1,59.4,,,integrated
5579,NLA06608-0038,8/27/2007,8,15.2,4.2,6.7,62,,,integrated
5579,NLA06608-0038,8/27/2007,9,12.6,3.3,6.5,62.3,,,integrated
5579,NLA06608-0038,8/27/2007,10,11.1,2.7,6.7,62.4,,,integrated
5579,NLA06608-0038,8/27/2007,11,9.9,2.5,6.3,62.1,,,integrated
5579,NLA06608-0038,8/27/2007,12,9.2,2.1,6.4,63,,,integrated
5579,NLA06608-0038,8/27/2007,13,8.8,1,6.1,65.5,,,integrated
5579,NLA06608-0038,8/27/2007,13.5,8.6,0.3,5.9,67.1,,,integrated
259305,NLA06608-0041,6/12/2007,0,24.86,11.78,7.07,83.7,,,integrated
259305,NLA06608-0041,6/12/2007,1,24.8,11.71,7.42,83.6,,,integrated
259305,NLA06608-0041,6/12/2007,2,24.72,11.6,7.46,83.5,,,integrated
259305,NLA06608-0041,6/12/2007,3,24.64,11.53,7.48,84.3,,,integrated
259305,NLA06608-0041,6/12/2007,4,24.39,11.52,7.5,84.8,,,integrated
259305,NLA06608-0041,6/12/2007,5,23.79,12.23,7.76,84.7,,,integrated
259305,NLA06608-0041,6/12/2007,6,22.99,12.58,7.9,84.1,,,integrated
259305,NLA06608-0041,6/12/2007,7,21.52,13.15,8.07,82.2,,,integrated
259305,NLA06608-0041,6/12/2007,8,20.38,12.65,7.67,82.6,,,integrated
259305,NLA06608-0041,6/12/2007,9,19.66,12.31,7.54,79.4,,,integrated
259305,NLA06608-0041,6/12/2007,10,19.09,13.14,7.72,83.5,,,integrated
259305,NLA06608-0041,6/12/2007,11,18.25,13.34,7.82,75.8,,,integrated
259305,NLA06608-0041,6/12/2007,12,17.49,13.96,8.03,65.9,,,integrated
259305,NLA06608-0041,6/12/2007,13,16.65,13.65,7.84,61.2,,,integrated
259305,NLA06608-0041,6/12/2007,14,15.88,13.34,7.61,60,,,integrated
259305,NLA06608-0041,6/12/2007,15,15.47,12.95,7.5,60.1,,,integrated
259305,NLA06608-0041,6/12/2007,16,14.91,12.7,7.45,59.1,,,integrated
259305,NLA06608-0041,6/12/2007,17,14.53,12.73,7.4,57.7,,,integrated
259305,NLA06608-0041,6/12/2007,18,14.87,12.78,7.35,56.7,,,integrated
259305,NLA06608-0041,6/12/2007,19,13.78,12.71,7.33,55,,,integrated
259305,NLA06608-0041,6/12/2007,20,13.37,12.84,7.3,53.6,,,integrated
259305,NLA06608-0041,6/12/2007,22,12.56,12.91,7.27,53,,,integrated
259305,NLA06608-0041,6/12/2007,24,11.63,13.24,7.28,52.2,,,integrated
259305,NLA06608-0041,6/12/2007,26,10.83,13.37,7.28,51.6,,,integrated
259305,NLA06608-0041,6/12/2007,28,10.19,13.67,7.25,50.6,,,integrated
259305,NLA06608-0041,6/12/2007,30,9.75,13.68,7.25,49.8,F1,"END OF CABLE REACHED, SITE DEPTH=43 m",integrated
259305,NLA06608-0041,7/11/2007,0,26.65,6.56,7.25,89.1,,,integrated
259305,NLA06608-0041,7/11/2007,1,26.65,6.71,7.33,89.1,,,integrated
259305,NLA06608-0041,7/11/2007,2,26.65,5.93,7.33,88.1,,,integrated
259305,NLA06608-0041,7/11/2007,3,26.64,5.63,7.33,89.1,,,integrated
259305,NLA06608-0041,7/11/2007,4,26.62,5.56,7.32,89.1,,,integrated
259305,NLA06608-0041,7/11/2007,5,26.09,5.78,7.46,90.1,,,integrated
259305,NLA06608-0041,7/11/2007,6,25.9,5.76,7.5,90.8,,,integrated
259305,NLA06608-0041,7/11/2007,7,25.61,5.68,7.45,93.2,,,integrated
259305,NLA06608-0041,7/11/2007,8,24.51,5.42,7.3,100.9,,,integrated
259305,NLA06608-0041,7/11/2007,9,23.8,5.33,7.19,98.3,,,integrated
259305,NLA06608-0041,7/11/2007,10,23.01,5.32,7.05,87,,,integrated
259305,NLA06608-0041,7/11/2007,11,22.07,5.28,6.82,79.5,,,integrated
259305,NLA06608-0041,7/11/2007,12,21.51,5.15,6.75,73.9,,,integrated
259305,NLA06608-0041,7/11/2007,13,20.77,5.02,6.69,65.3,,,integrated
259305,NLA06608-0041,7/11/2007,14,20.1,4.85,6.55,63.3,,,integrated
259305,NLA06608-0041,7/11/2007,15,19.63,4.88,6.53,67,,,integrated
259305,NLA06608-0041,7/11/2007,16,19.1,5.47,6.61,75.7,,,integrated
259305,NLA06608-0041,7/11/2007,17,18.19,6.38,6.86,70.6,,,integrated
259305,NLA06608-0041,7/11/2007,18,17.57,6.47,6.82,66.1,,,integrated
259305,NLA06608-0041,7/11/2007,19,16.96,6.56,6.8,62.6,,,integrated
259305,NLA06608-0041,7/11/2007,20,16.68,6.55,6.8,62.1,,,integrated
259305,NLA06608-0041,7/11/2007,22,15.78,6.26,6.71,60.6,,,integrated
259305,NLA06608-0041,7/11/2007,24,15.2,6.16,6.62,58.8,,,integrated
259305,NLA06608-0041,7/11/2007,26,14.4,6.03,6.55,57.5,,,integrated
259305,NLA06608-0041,7/11/2007,28,14.52,5.93,6.51,57.7,,,integrated
259305,NLA06608-0041,7/11/2007,30,14.02,5.93,6.52,56.1,,,integrated
259305,NLA06608-0041,7/11/2007,32,13.47,5.91,6.45,54.5,,,integrated
259305,NLA06608-0041,7/11/2007,33,13.35,5.82,6.45,54.3,,,integrated
327630,NLA06608-0042,6/22/2007,0,13.8,8.9,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,1,13.1,9,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,2,12.5,9,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,3,12.4,9,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,4,12.2,9,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,5,9,9,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,6,8.4,8.9,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,7,8.2,8.8,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,8,7.9,8.5,7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,9,7.7,8.5,7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,10,7.5,8.4,6.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,11,7.3,7.8,6.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,12,7.2,5.8,6.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,6/22/2007,13,7.2,6,6.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,0,18.8,7.8,7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,1,17.7,7.9,6.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,2,17.5,7.9,6.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,3,15.5,8.1,6.7,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,4,12.9,8.4,6.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,5,11.6,8.1,6.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,6,9.7,7.4,6.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,7,8.9,7.1,6.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,8,8.2,6.8,6.1,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,9,8.1,6.8,6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,10,8,6.7,6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,11,7.8,6.5,5.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,12,7.7,6.4,5.9,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,13,7.6,6.4,5.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
327630,NLA06608-0042,7/6/2007,13.5,7.5,6.3,5.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,0,26.8,7.9,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,1,26.8,8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,2,26.5,8.1,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,3,25.2,7.6,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,4,23.3,6.1,8.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,5,16.9,3.7,7.8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,6,13.1,0.3,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,7,9.2,0.2,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,8,8,0.1,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,9,7.1,0.1,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,10,6.7,0.1,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,11,6.4,0.1,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,12,6.3,0.1,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,13,6.2,0,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,14,6,0,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,15,5.9,0,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,7/31/2007,16,5.9,0,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,0,27.3,8.1,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,1,27.3,8.1,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,2,27.3,8,8.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,3,26.8,7.6,8.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,4,23.4,6.3,8,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,5,17.5,1.2,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,6,13.6,0.3,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,7,10.5,0.1,7.6,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,8,8.2,0.1,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,9,7.4,0.1,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,10,6.9,0.1,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,11,6.5,0.1,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,12,6.3,0,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,13,6.2,0.1,7.5,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,14,6.1,0,7.4,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,15,6,0,7.3,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
3911,NLA06608-0043,8/15/2007,16,5.9,0,7.2,NA,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID,integrated
348702,NLA06608-0044,7/18/2007,0,24.7,7.6,8.7,262,,,integrated
348702,NLA06608-0044,7/18/2007,0.5,24.6,7.5,8.7,262,,,integrated
348702,NLA06608-0044,7/18/2007,1,24.6,6.8,8.6,263,,,integrated
348702,NLA06608-0044,7/18/2007,1.2,24.4,5.6,8.4,264,,,integrated
348702,NLA06608-0044,7/30/2007,0,24.1,10.2,8.4,281,,,integrated
348702,NLA06608-0044,7/30/2007,0.5,24.1,10.1,8.4,281,,,integrated
348702,NLA06608-0044,7/30/2007,1.1,24,9.6,8.3,282,,,integrated
