SITE_ID,sampledate,LAT_DD,LON_DD,Alkalinity,"Carbon, dissolved organic",Chlorophyll a,Conductivity,"Nitrogen, total","Phosphorus, total",Turbidity,"Aluminum, dissolved","Calcium, dissolved","Chloride, dissolved","Color, true","Magnesium, dissolved",Microcystin,"Nitrogen, NH4","Nitrogen, nitrite (NO2)","Nitrogen, nitrite (NO2) + nitrate (NO3)","pH, field or closed",Potassium,"Silica, dissolved",Sodium,"Sulfate, dissolved","Solids, total suspended","Carbon, total organic","Atrazine, dissolved","Nitrogen, total Kjeldahl"
NLA17_PA-10006,2017-06-28,40.15586,-74.78839,1069.75,3.09,9.12,354.4,460,17.36,3.75,NA,22.086,55.22,5,9.181,NA,7,0,1.8,8.09,4.081,0.409,29.976,23.711,NA,NA,NA,NA
NLA17_PA-10006,2017-08-10,40.15586,-74.78839,1081.82,2.97,13.28,351.2,649,24.49375,7.6,NA,20.838,55.534,0,9.208,NA,11,0,0,8.37,3.838,1.747,28.473,20.662,NA,NA,NA,NA
NLA17_PA-10007,2017-09-19,40.15804,-78.973,638.7,2.81,1.95,283.7,1190,6.79625,0.46,NA,27.629,12.068,13,8.296,0.183,22,13,984.6,7.7,2.286,2.371,12.033,68.572,NA,NA,0.53,NA
NLA17_PA-10008,2017-08-03,41.63079,-75.5482,452.23,3.57,1.93,96.6,334,6.41125,0.61,NA,11.31,9.758,18,1.278,NA,16,0,0,7.74,1.235,0.536,4.964,5.876,NA,NA,NA,NA
NLA17_PA-10010,2017-06-20,39.98016,-77.17689,943.43,4.81,17.83,194.2,785,39.29875,5.5,NA,14.35,18.958,9,7.304,NA,31,0,0,8.07,2.784,5.498,9.533,14.557,NA,NA,0.08,NA
NLA17_PA-10011,2017-08-08,41.39491,-75.36279,326.02,7.71,9.44,73,919,43.61,2.02,NA,6.601,7.265,30,1.09,0.266,151,0,0,7.08,1.158,2.876,4.971,3.62,NA,NA,0.04,NA
NLA17_PA-10013,2017-07-11,41.12725,-79.35851,779.66,2.81,26.4,462.1,544,41.735,6.09,NA,55.662,1.806,13,20.752,NA,21,0,0,7.98,1.691,5.844,1.949,173.846,NA,NA,NA,NA
NLA17_PA-10015,2017-07-06,41.89979,-75.65488,473.47,5.81,13.6,87.6,690,45.18625,3.72,NA,10.372,0.332,23,3.256,NA,16,0,0,7.14,0.27,1.807,1.025,14.049,NA,NA,NA,NA
NLA17_PA-10025,2017-07-12,41.02994,-80.23983,742.82,8.49,25.94,106.8,829,71.04375,7.23,NA,13.782,4.424,72,2.393,NA,14,0,0,7.77,2.007,1.442,3.117,2.558,NA,NA,0.12,NA
NLA17_PA-10030,2017-08-09,41.20441,-74.99911,105.13,16.74,30.72,33.7,619,50.275,2.2,NA,2.816,4.086,210,0.933,NA,18,0,0,6.54,0.154,3.858,3.142,1.182,NA,NA,NA,NA
NLA17_PA-10042,2017-09-14,40.7977,-75.92151,54.61,2.34,2.37,27.5,208,9.9175,0.74,NA,1.677,4.553,12,0.635,NA,12,0,0,6.69,0.433,1.183,2.308,1.674,NA,NA,0.03,NA
NLA17_PA-10047,2017-09-21,41.18683,-75.42723,488.03,4.99,4.25,384.4,378,18.42,1.89,NA,7.219,95.444,33,1.146,0.102,9,0,0,8.15,0.65,1.207,66.315,2.667,NA,NA,NA,NA
NLA17_PA-HP001,2017-07-11,40.270346,-78.682256,28.23,1.46,0.79,22.6,540,7.115,1.97,NA,2.028,0.663,13,0.572,NA,11,1,324,6.39,0.445,3.925,0.424,4.658,NA,NA,NA,NA
NLA17_PA-HP002,2017-07-12,42.003975,-79.89817,2035.47,3.14,5.55,240.1,353,12.23125,1.15,NA,31.278,8.193,11,6.385,NA,7,0,0,8.44,0.669,2.7,6.118,5.33,NA,NA,0.04,NA
NLA17_RI-10001,2017-08-01,41.8915,-71.68264,121.47,7.15,10.59,132.4,469,15.32125,3.03,NA,3.383,29.803,70,0.807,NA,13,0,0.4,6.91,1.119,3.985,17.864,1.953,NA,NA,NA,NA
NLA17_RI-10001,2017-09-27,41.8915,-71.68264,146.55,7.03,13.92,144.3,493,16.92375,1.65,NA,4.095,34.449,62,0.979,NA,17,0,8,7.04,1.363,1.828,22.393,2.091,NA,NA,0.03,NA
NLA17_RI-10002,2017-07-20,41.98989,-71.59692,142.3,5.98,15.98,145.7,625,47.71125,1.94,NA,4.038,30.84,50,0.866,NA,30,2,114.6,7.06,1.59,5.985,19.052,3.838,NA,NA,NA,NA
NLA17_RI-10005,2017-08-08,41.43472,-71.48838,99.75,3.05,2.44,143.9,348,8.73625,0.52,NA,2.814,33.763,0,1.349,NA,18,0,0,6.95,1.683,0.535,19.659,3.159,NA,NA,NA,NA
NLA17_RI-10006,2017-07-27,41.50025,-71.56469,120.45,7.13,11.22,94.8,443,23.7175,0.87,NA,3.35,18.381,72,1.105,0.111,23,2,2.3,6.87,0.951,2.804,11.967,4.38,NA,NA,NA,NA
NLA17_RI-10008,2017-07-19,41.78866,-71.46894,422.95,3.56,7.5,454.9,518,6.03125,1.75,NA,13.122,90.998,10,1.579,0.345,10,0,0,7.84,1.381,0.357,68.585,3.046,NA,NA,NA,NA
NLA17_RI-10010,2017-07-06,41.45032,-71.51382,240.51,7.35,9.04,270,926,29.745,1.03,NA,6.954,62.892,83,2.268,NA,45,10,246,6.94,2.031,2.801,39.217,6.188,NA,NA,NA,NA
NLA17_RI-10010,2017-08-10,41.45032,-71.51382,290.53,7.05,16.32,272.7,560,28.77125,1.87,NA,6.967,63.445,68,2.372,NA,37,0,0,6.6,2.15,4.586,38.321,5.816,NA,NA,NA,NA
NLA17_RI-10011,2017-07-25,41.77464,-71.44686,559.55,2.49,35.64,441.9,638,37.78375,7.3,NA,16.032,94.545,10,2.737,0.117,46,2,30.4,7.6,3.188,5.386,63.116,12.579,NA,NA,NA,NA
NLA17_RI-10019,2017-08-03,41.75016,-71.40579,140.08,4.07,3.26,433.2,446,17.995,0.47,NA,4.792,118.3,19,0.864,NA,17,0,0,7.13,1.907,0.302,71.902,3.31,NA,NA,NA,NA
NLA17_SC-10002,2017-07-11,33.46314,-80.38935,384.28,3.87,12,94.1,496,40.805,3.74,NA,4.159,7.332,28,2.304,NA,43,1,10.6,7.67,2.56,10.679,9.11,6.44,NA,NA,0.08,NA
NLA17_SC-10002,2017-09-19,33.46314,-80.38935,367.46,3.65,12.4,93.2,371,45.91875,3.62,NA,2.9,8.184,21,2.226,0.161,7,0,1.8,8.39,2.759,8.969,10.91,7.413,NA,NA,0.12,NA
NLA17_SC-10003,2017-06-29,34.357170000000004,-81.76288,216.17,11.21,37.76,30,1106,66.51125,6.6,NA,2.133,0.89,68,1.4,NA,19,0,0.7,6.6,0.474,2.351,0.976,0.38,NA,NA,0.03,NA
NLA17_SC-10003,2017-07-27,34.357170000000004,-81.76288,240.44,10.26,21.76,32.7,730,69.34125,5.76,NA,2.454,0.983,48,1.546,NA,14,0,0.1,6.8,0.604,3.727,1.14,0.266,NA,NA,0.04,NA
NLA17_SC-10004,2017-07-28,33.57375,-81.88408,62.73,4.42,8.83,21.2,324,20.75125,3.81,NA,0.771,2.788,26,0.634,NA,32,2,86.9,6.52,0.372,3.754,1.99,0.326,NA,NA,NA,NA
NLA17_SC-10010,2017-08-01,35.06251,-82.68748,92.29,1.44,1.94,16.8,141,10.28375,0.97,NA,0.853,0.724,10,0.399,NA,4,0,0.2,6.94,0.633,7.62,1.352,1.404,NA,NA,NA,NA
NLA17_SC-10011,2017-07-26,35.10982,-81.98462,340.74,2.19,13.92,49.3,250,26.47125,3.07,NA,3.276,3.381,18,1.463,NA,4,0,0,7.5,1.356,11.077,3.591,1.045,NA,NA,NA,NA
NLA17_SC-10012,2017-08-03,33.67943,-81.34047,50.96,2.1,4.14,13.7,518,9.395,1.87,NA,0.286,1.966,9,0.483,NA,13,2,132.70000000000002,6.65,0.344,2.488,1.24,0.012,NA,NA,NA,NA
NLA17_SC-10015,2017-07-12,34.69644,-80.11706,162.3,4.6,26.09,38.5,540,37.8675,7.62,NA,2.214,4.036,32,0.923,NA,6,0,0,7.02,1.535,2.686,2.464,0.707,NA,NA,NA,NA
NLA17_SC-10016,2017-07-28,33.6172,-81.80833,77.63,4.08,8.11,23.2,286,31.84,12.72,NA,0.963,3.03,14,0.771,NA,17,3,37.6,6.73,0.691,4.488,1.832,0.488,NA,NA,NA,NA
NLA17_SC-10023,2017-07-27,33.92321,-82.3781,335.7,2.59,11.15,50.6,310,19.56875,2.77,NA,2.993,2.734,1,1.403,0.102,6,0,0.8,7.59,1.858,9.457,3.723,1.953,NA,NA,0.03,NA
NLA17_SC-10024,2017-07-11,33.92726,-80.69359,96.46,3.87,21.12,24.9,579,47.6825,3.26,NA,1.016,3.306,20,0.727,NA,5,0,0,7.01,0.34,0.489,2.204,0.041,NA,NA,0.03,NA
NLA17_SC-10027,2017-07-13,34.63796,-79.89975,10.57,7.51,3.01,16.2,399,20.7975,2.89,NA,0.571,1.92,52,0.306,NA,15,0,5,5.42,0.406,4.416,1.38,0.784,NA,NA,0.03,NA
NLA17_SC-HP002,2017-08-29,34.976183,-82.939386,126.37,1.03,2.53,21.5,66,6.89125,0.75,NA,1.125,1.275,5,0.538,NA,4,0,0,7.12,0.782,7.398,2.025,1.095,NA,NA,0.04,NA
NLA17_SD-10001,2017-06-01,44.6471,-100.7009,3239.82,3.53,4.18,802.3,271,11.77125,2.11,NA,51.017,11.014,25,27.637,NA,6,0,0.2,8.42,5.228,3.974,82.899,230.78,NA,NA,NA,NA
NLA17_SD-10001,2017-07-21,44.6471,-100.7009,3437.02,3.55,3.29,816.4,289,16.42,2.15,NA,51.441,10.613,3,24.031,NA,9,0,0,8.61,4.919,3.92,84.151,228.61,NA,NA,NA,NA
NLA17_SD-10002,2017-06-28,45.45708,-97.67268,7497.48,20.15,6.93,2541.1,2045.9999999999998,260.01625,4.98,NA,100.614,29.432,20,218.829,0.398,30,0,0,8.75,42.004,13.752,213.485,1136.673,NA,NA,0.19,NA
NLA17_SD-10003,2017-06-29,44.32809,-97.11661,3921.05,11.24,7.98,2097.6,1326,223.11,5.12,NA,166.217,30.028,20,148.701,NA,19,0,0,8.54,16.923,18.573,135.334,1017.656,NA,NA,0.19,NA
NLA17_SD-10004,2017-06-15,45.44171,-97.26411,4216.92,8.29,5.26,409.8,800,22.21375,2.33,NA,33.385,3.712,0,33.799,0.242,21,1,0.2,8.6,4.429,16.661,6.418,16.184,NA,NA,0.03,NA
NLA17_SD-10005,2017-06-20,44.87791,-96.63403,4848.47,14.06,3.76,1514.5,1423,59.22,3.85,NA,73.596,15.116,25,137.79,NA,48,0,0,8.57,20.286,9.526,38.217,628.133,NA,NA,0.12,NA
NLA17_SD-10006,2017-08-02,45.77203,-99.64104,2228.08,9.91,16.29,3907.7,1359,71.45,10.99,NA,492.329,123.226,5,217.761,NA,78,0,0,8.11,45.152,12.871,258.122,2301.606,NA,NA,0.05,NA
NLA17_SD-10007,2017-07-25,45.63885,-97.34191,7365.11,20.64,86.88,1626,3650,239.6025,48.11,NA,41.622,16.981,22,157.927,32.9,33,0,0,8.82,39.92,36.759,56.999,575.436,NA,NA,NA,NA
NLA17_SD-10008,2017-07-17,43.57442,-97.05877,3964.06,19.32,82.4,3400,4825,300.42625,24.72,NA,177.818,42.558,45,280.35,NA,27,0,0,8.48,37.088,13.838,240.687,1891.306,NA,NA,4.29,NA
NLA17_SD-10009,2017-08-15,43.76821,-103.5172,1847.4,6.95,17.04,328.7,546,26.03,2.43,NA,28.653,30.041,22,11.122,NA,12,0,0,8.48,4.463,0.238,17.884,18.767,NA,NA,0.04,NA
NLA17_SD-10010,2017-06-19,44.88032,-99.74593,8486.28,38.09,28.2,9604.2,4463,184.745,44.78,NA,187.232,392.611,23,543.659,NA,53,0,0,8.82,179.503,6.911,1748.164,6745.624,NA,NA,2.54,NA
NLA17_SD-10010,2017-07-07,44.88032,-99.74593,8364.79,40.89,7.97,10460,4450,238.05875,27.53,NA,192.929,347.585,19,597.352,0.655,445,0,0,8.56,188.171,7.936,2027.53,6109.256,NA,NA,3.03,NA
NLA17_SD-10011,2017-07-10,43.07985,-98.08074,3977.24,29.65,66.86,6663.3,4215,181.4875,24.62,NA,356.13,121.988,16,753.248,2.305,46,0,0,8.27,51.115,2.055,495.97,4553.398,NA,NA,0.18,NA
NLA17_SD-10012,2017-06-12,44.87109,-103.0033,5360.02,20.01,178.56,5459.2,4306,339.24125,32.83,NA,84.704,25.493,28,182.039,NA,27,0,0,9.1,15.509,0.152,1024.201,2887.821,NA,NA,0.05,NA
NLA17_SD-10013,2017-06-15,45.55612,-99.7759,7580.45,49.74,19.36,3627.3,7475,1174.063,18.71,NA,201.407,77.855,46,336.655,NA,3273,0,242.2,8.26,89.515,38.346,237.796,1971.14,NA,NA,0.45,NA
NLA17_SD-10014,2017-06-16,45.7416,-97.2664,2930.09,18.31,20.48,339.4,1666,49.22125,3.04,NA,21.591,0.658,33,32.178,NA,20,1,0.6,8.96,6.606,7.953,6.061,13.26,NA,NA,0.09,NA
NLA17_SD-10015,2017-06-06,43.20149,-99.6198,3743.6,16.07,2.41,434.7,1388,121.2875,0.89,NA,26.761,10.293,45,15.7,NA,46,0,1.7,8.97,19.18,6.355,35.722,24.425,NA,NA,0.21,NA
NLA17_SD-10016,2017-06-14,45.46677,-102.4045,4167.2,19.93,4.07,5550.1,1776,93.6675,1.61,NA,205.262,60.58,11,391.886,NA,26,0,0,8.77,31.739,0.546,715.242,3447.101,NA,NA,NA,NA
NLA17_SD-10017,2017-07-26,45.81109,-99.27938,7912.53,23.18,6.51,5467.2,2185,40.354,3.96,NA,24.97,633.874,7,432.576,0.193,29,0,0,9.11,108.51,3.766,662.641,2015.794,NA,NA,NA,NA
NLA17_SD-10019,2017-07-26,45.07697,-101.6429,3450.4,31.44,1.49,4648.3,2881,366.39,4.33,NA,193.616,53.268,20,153.304,NA,64,0,0,9.55,26.302,2.704,809.221,2430.925,NA,NA,0.25,NA
NLA17_SD-10020,2017-06-07,44.47741,-99.31405,2605.64,10.78,59.36,462.2,2800,255.39,51.44,NA,40.277,6.287,7,17.086,8.02,20,0,0,8.36,17.932,8.048,14.667,92.136,NA,NA,0.08,NA
NLA17_SD-10022,2017-07-12,42.48984,-96.47912,1725.51,4.68,14.2,518.4,813,68.31375,6.08,NA,35.884,29.158,27,12.838,NA,15,0,0,8.28,9.871,4.799,39.93,103.606,NA,NA,0.19,NA
NLA17_SD-10023,2017-06-21,45.03031,-97.7708,7775.97,15.96,6.4,1724,1551,241.0625,3.15,NA,56.815,24.225,5,147.378,NA,26,4,2.6,8.84,40.197,13.732,78.312,615.344,NA,NA,0.17,NA
NLA17_SD-10025,2017-06-07,44.32485,-101.6482,1139.65,8.55,2.99,1154.7,780,26.0625,1.31,NA,43.21,12.624,2,34.386,NA,19,3,222,9.43,6.819,0.22,140.465,459.581,NA,NA,0.04,NA
NLA17_SD-10033,2017-06-13,45.60268,-103.5855,3673.88,10.73,14.9,557.8,1311,453.7275,523,NA,5.094,2.741,75,2.037,NA,18,0,0,8.48,4.534,13.966,112.248,88.382,NA,NA,NA,NA
NLA17_SD-10035,2017-07-24,45.78323,-101.0891,16714.7,26.9,128.59,4056.4,4700,444.01125,39.71,NA,23.527,9.657,45,56.229,NA,37,0,0,9.24,20.862,7.508,927.03,1320.786,NA,NA,0.03,NA
NLA17_SD-10037,2017-07-11,43.23055,-97.03263,4582.95,13.76,22.88,1158.2,1375,1250.925,7.08,NA,123.106,31.463,30,51.867,0.282,24,0,0,8.3,30.567,7.086,20.481,347.181,NA,NA,1.69,NA
NLA17_SD-10039,2017-06-27,44.86906,-97.17948,5010.11,12.02,73.2,862.1,2618,170.29125,40.64,NA,39.725,28.33,10,67.408,0.372,21,0,0,8.88,13.304,23.456,35.856,191.893,NA,NA,0.1,NA
NLA17_SD-10042,2017-06-14,45.6082,-97.20922,7085.79,24.14,2.29,835.5,2179,32.64,1.25,NA,38.635,7.148,42,85.861,NA,54,0,55.300000000000004,8.33,12.306,11.656,27.425,116.677,NA,NA,0.04,NA
NLA17_SD-10052,2017-08-01,43.88817,-101.1494,9842.18,23.92,29.77,6152.1,36375,40.45375,5.94,NA,100.989,171.736,35,304.852,2.658,69,715,31306.899999999998,8.7,27.416,3.99,1055.786,2846.588,NA,NA,0.1,NA
NLA17_SD-10053,2017-07-31,43.4431,-99.25761,3327.44,3.75,4.6,886.1,390,19.8625,5.48,NA,55.47,12.042,0,26.427,NA,9,0,0,8.46,5.73,4.629,96.121,253.595,NA,NA,0.05,NA
NLA17_SD-10057,2017-09-06,45.09125,-100.4924,2598.44,11.94,15.24,581,1454,320.06875,3.91,NA,23.094,3.847,33,12.731,5.14,163,4,25.4,9.17,8.006,1.639,90.117,144.997,NA,NA,0.03,NA
NLA17_SD-10067,2017-06-05,44.0196,-100.5653,5338.53,19.8,22.4,2599.4,1924,757.213,6.11,NA,153.649,92.473,45,92.818,NA,25,0,69.7,8.47,25.141,9.386,319.027,1084.163,NA,NA,0.1,NA
NLA17_SD-10073,2017-06-21,43.86445,-99.66352,3043.27,21.79,0.88,3040.6,2055,218.34875,0.97,NA,98.63,145.823,33,57.115,NA,47,0,0,9.37,38.323,0.977,537.201,1215.491,NA,NA,0.18,NA
NLA17_SD-10081,2017-07-19,45.27454,-97.33832,7986,21.43,8.4,2717,2578,187.49375,5.87,NA,70.101,57.507,25,265.264,0.117,140,0,0,8.68,56.429,6.817,191.192,1170.319,NA,NA,0.1,NA
NLA17_SD-10088,2017-07-26,45.0889,-96.46497,5765.38,21.41,9.44,2426.5,2188,182.55125,2.46,NA,150.269,16.683,50,211.496,NA,76,0,0,8.35,20.954,21.956,133.521,1191.372,NA,NA,0.25,NA
NLA17_SD-10090,2017-08-09,44.38735,-100.9471,9201.06,42.1,6.78,2776.8,4019,340.24875,1.3,NA,17.698,122.258,81,24.059,NA,85,0,0,9.56,46.182,7.783,594.866,736.545,NA,NA,0.25,NA
NLA17_SD-10092,2017-09-07,43.35474,-100.2356,1930.29,16.5,20.4,222.1,1468,66.5275,3.28,NA,21.053,5.601,37,4.197,0.139,26,0,2.3,8.26,15.519,2.032,13.795,3.9,NA,NA,0.06,NA
NLA17_SD-10093,2017-09-08,45.45844,-97.26315,3441.93,12.84,25.71,387,2188,134.55875,24.8,NA,30.758,3.982,22,30.065,1.452,18,0,0,8.46,4.236,25.795,6.215,34.464,NA,NA,0.04,NA
NLA17_SD-10097,2017-07-24,45.24669,-97.25489,6029.78,26.72,287.5,1242.5,8875,473.0925,66.03,NA,29.551,16.219,30,105.797,2.67,38,0,0,8.91,21.3,30.322,43.42,353.823,NA,NA,0.12,NA
NLA17_SD-10098,2017-09-26,45.58044,-101.4055,3551.16,24.19,3.11,1298.9,2159,286.4425,2.09,NA,37.011,9.725,62,24.553,0.121,68,1,21.6,9.29,9.641,1.061,193.842,452.635,NA,NA,0.06,NA
NLA17_SD-10104,2017-07-25,45.91806,-97.00286,5007.05,19.63,136.08,2080.8,5375,464.01375,65.46,NA,110.827,16.921,29,210.263,9.25,33,0,0,8.84,31.616,39.405,72.709,1000.271,NA,NA,0.3,NA
NLA17_SD-10105,2017-08-08,44.07944,-97.33929,3441.77,18.88,316.8,2056.3,6413,1231.155,87.83,NA,133.507,17.589,60,124.521,NA,39,0,0,9.06,20.149,19.239,167.137,988.719,NA,NA,0.81,NA
NLA17_SD-10111,2017-08-16,44.39673,-101.7615,3423.48,27.32,4.44,4159,2528,509.00375,0.99,NA,159.623,68.751,32,109.534,0.402,115,2,67.6,9.04,14.343,6.727,760.162,2034.701,NA,NA,0.45,NA
NLA17_SD-10112,2017-08-23,45.46393,-98.74955,5353.81,13.78,3.46,1489.5,1528,1578.888,2.69,NA,78.305,90.898,26,43.06,0.25,266,7,37,8.46,27.91,21.34,144.007,377.591,NA,NA,1.05,NA
NLA17_SD-10114,2017-09-06,44.67195,-103.3205,1353.63,6.61,1.66,2927,650,23.8175,1.45,NA,220.376,29.326,12,205.898,0.102,15,0,0,8.2,14.913,2.96,224.097,1708.656,NA,NA,NA,NA
NLA17_SD-HP001,2017-08-22,44.148066,-100.409364,2735.77,13.01,33.97,1125.6,1423,275.62375,5.29,NA,73.223,31.82,35,30.821,NA,26,0,14,8.34,18.29,9.163,95.143,375.346,NA,NA,0.08,NA
NLA17_TN-10001,2017-06-08,35.37137,-86.3815,2116.58,2.97,114.05,208.9,1445,409.8625,15.15,NA,34.762,2.034,10,3.94,0.118,16,1,70.7,9.11,2.847,1.606,1.258,3.163,NA,NA,NA,NA
NLA17_TN-10001,2017-07-20,35.37137,-86.3815,1922.95,8.13,701.28,190.3,3824,588.96125,32.75,NA,31.338,1.825,36,3.507,0.807,26,1,0.5,9.55,2.649,8.259,1.191,2.069,NA,NA,NA,NA
NLA17_TN-10002,2017-06-06,36.04246,-85.5897,2154.82,2.25,28.57,253.2,1673,140.4875,25.88,NA,38.168,7.677,0,4.665,NA,66,3,1093.3999999999999,8.01,1.811,6.149,4.752,4.972,NA,NA,NA,NA
NLA17_TN-10003,2017-06-02,35.67353,-87.03213,1063.05,3.9,52.16,128.7,1278,463.12625,19.97,NA,21.002,1.945,3,1.802,6.26,11,0,0,9.27,3.148,0.905,1.303,0.392,NA,NA,NA,NA
NLA17_TN-10003,2017-07-19,35.67353,-87.03213,1085.98,3.83,44.32,124.9,1458,591.715,20.32,NA,18.89,1.855,5,1.552,NA,9,0,0.1,8.68,3.431,0.981,1.098,0.018,NA,NA,0.04,NA
NLA17_TN-10004,2017-06-07,36.30417,-86.91358,1495.41,3.89,64,173.2,1138,48.5825,13.6,NA,20.258,3.976,0,6.275,0.647,14,0,5.1000000000000005,8.7,1.146,5.119,3.032,5.827,NA,NA,NA,NA
NLA17_TN-10005,2017-06-26,36.1958,-82.74069,4771.9,1.1,1.08,475.8,1856,59.2,9.31,NA,66.435,5.52,2,18.84,NA,27,0,1772.3999999999999,8.4,2.72,8.486,2.252,5.803,NA,NA,0.05,NA
NLA17_TN-10006,2017-08-11,35.00558,-85.58884,1334.88,1.87,2.98,190.9,476,41.27,2.97,NA,19.746,8.698,13,5.632,NA,78,13,160.89999999999998,7.92,1.715,6.151,7.779,11.134,NA,NA,NA,NA
NLA17_TN-10015,2017-08-09,35.23608,-84.64917,1673.89,3.03,1.31,180.2,280,15.22375,3.07,NA,28.793,2.566,10,2.886,NA,13,0,0,8.29,0.908,8.426,3.067,1.022,NA,NA,NA,NA
NLA17_TN-10022,2017-08-25,35.40267,-86.83965,1268.74,5.6,60.32,142.2,1465,107.77875,9.58,NA,20.955,2.628,17,3.459,NA,15,0,1.8,8.32,1.403,6.763,1.723,2.814,NA,NA,NA,NA
NLA17_TN-10023,2017-08-28,36.57854,-87.65727,736.93,5.11,13.78,88.4,609,39.8275,6.18,NA,13.284,0.516,3,2.067,NA,30,0,2.8,8.51,1.03,4.773,1.622,3.43,NA,NA,NA,NA
NLA17_TX-10001,2017-06-06,32.94443,-96.45375,1827.61,5.76,22.77,244.8,1074,134.5625,41.28,NA,30.636,10.313,29,2.208,0.107,31,6,199.7,8.1,4.511,7.336,11.982,19.405,NA,NA,0.62,NA
NLA17_TX-10001,2017-08-01,32.94443,-96.45375,2513.18,6.36,86.43,317.2,1700,251.5825,87.52,NA,31.999,16.299,12,3.39,0.459,22,0,0,8.11,5.039,11.906,20.152,28.296,NA,NA,0.24,NA
NLA17_TX-10002,2017-07-11,32.59296,-98.31634,1025.26,7.84,3.78,187.9,650,25.395,2.64,NA,19.709,6.635,20,5.793,NA,8,0,0,8.07,3.49,6.148,5.915,12.881,NA,NA,NA,NA
NLA17_TX-10003,2017-08-16,31.14844,-97.74526,1541.38,4.7,2.82,179.6,320,16.3,1.07,NA,28.729,2.344,15,2.314,NA,9,0,2.2,8.07,1.892,4.747,2.659,6.824,NA,NA,NA,NA
NLA17_TX-10004,2017-07-16,35.6388,-101.6602,3499.22,5.44,6.43,3194.9,494,23.31875,3.69,NA,69.193,681.497,11,43.96,NA,7,0,8,8.38,10.036,10.25,555.972,330.096,NA,NA,0.17,NA
NLA17_TX-10005,2017-08-09,32.08996,-95.89431,523.14,7.98,22.88,109.2,450,26.145,5.72,NA,8.34,13.305,39,2.119,0.121,16,0,0,7.71,3.903,10.218,7.607,2.228,NA,NA,NA,NA
NLA17_TX-10006,2017-06-20,32.83673,-96.71958,1528.96,3.18,60,261.7,749,86.135,11.33,NA,33.844,17.16,13,1.609,0.89,8,0,0,8.36,3.459,3.1,12.415,23.902,NA,NA,0.29,NA
NLA17_TX-10007,2017-09-12,32.81786,-94.66358,766.15,6.15,48.4,149.2,908,44.845,4.39,NA,10.821,11.493,10,3.692,0.107,178,1,4.6,7.81,5.776,6.119,10.912,11.042,NA,NA,NA,NA
NLA17_TX-10008,2017-06-15,33.06712,-95.73801,545.52,10.53,155.6,79.5,2523,282.59375,22.7,NA,7.845,3.495,72,2.241,2.55,43,0,0,7.74,5.797,4.148,3.036,2.803,NA,NA,NA,NA
NLA17_TX-10008,2017-08-02,33.06712,-95.73801,585.93,11.02,208.82,86.8,2944,397.59125,47.59,NA,6.707,4.433,30,2.186,3.23,61,0,0,7.51,6.343,12.395,3.821,2.321,NA,NA,NA,NA
NLA17_TX-10009,2017-08-10,31.70945,-94.35483,464.81,5.33,18,100.3,484,20.39,2.28,NA,5.023,8.372,12,3.764,0.206,8,0,0,7.59,2.352,3.554,7.299,8.693,NA,NA,NA,NA
NLA17_TX-10010,2017-09-13,31.91034,-95.30186,415.35,2.53,3.4,83.5,249,19.43875,1.42,NA,4.028,7.639,5,3.253,0.159,14,0,0,7.52,2.62,11.814,6.796,5.881,NA,NA,0.06,NA
NLA17_TX-10011,2017-06-14,33.51618,-94.12513,574.49,5.59,18.36,88,854,108.145,53.55,NA,6.728,5.294,22,2.98,0.128,9,0,1.9,7.63,2.56,10.741,5.521,3.801,NA,NA,NA,NA
NLA17_TX-10013,2017-06-13,32.82988,-94.0436,222.73,10.28,5.33,75.4,715,88.12,18.22,NA,4.07,12.018,67,1.581,NA,31,1,84.5,6.92,1.922,13.428,7.665,2.158,NA,NA,NA,NA
NLA17_TX-10014,2017-07-25,30.96162,-95.90549,586.9,7.58,40.27,85.2,1265,87.7375,7.71,NA,6.372,4.031,15,1.792,0.115,16,0,0,7.66,5.472,3.884,4.875,1.961,NA,NA,0.03,NA
NLA17_TX-10015,2017-06-29,26.07154,-97.55981,2341.46,5.33,44.8,1451.4,1391,120.34125,26.49,NA,71.383,202.708,3,28.398,NA,16,0,0,8.32,6.832,15.403,175.117,303.95,NA,NA,0.06,NA
NLA17_TX-10016,2017-08-15,31.58629,-98.62431,2052.31,6.38,13.26,358.5,770,32.4225,3.35,NA,23.339,33.606,18,15.247,0.136,14,0,0,8.48,4.127,12.832,23.915,20.116,NA,NA,NA,NA
NLA17_TX-10017,2017-06-08,32.46571,-96.20017,757.67,10.77,69.6,92.1,1496,175.3325,10.96,NA,10.129,2.929,63,2.474,NA,22,0,0,7.4,4.585,3.528,4.659,1.507,NA,NA,NA,NA
NLA17_TX-10019,2017-06-07,32.0567,-96.7321,830.45,7.78,13.18,95.9,966,53.165,4.09,NA,12.833,1.986,8,1.409,0.168,15,0,0.7,8.13,4.207,2.866,2.008,1.175,NA,NA,NA,NA
NLA17_TX-10020,2017-07-20,32.58188,-101.1655,2786.88,3.83,6.09,531.6,368,18.5575,3.19,NA,33.31,49.867,2,9.263,NA,9,0,0,8.57,8.816,3.419,54.005,35.768,NA,NA,0.03,NA
NLA17_TX-10021,2017-07-18,31.95055,-103.9405,1800.4,7.98,12.93,8873.4,863,13.58625,3.38,NA,564.376,1927.622,0,199.324,NA,14,0,0,8.07,27.826,11.705,1175.072,1994.718,NA,NA,NA,NA
