SITE_ID,sampledate,LAT_DD,LON_DD,Alkalinity,"Carbon, dissolved organic",Chlorophyll a,Conductivity,"Nitrogen, total","Phosphorus, total",Turbidity,"Aluminum, dissolved","Calcium, dissolved","Chloride, dissolved","Color, true","Magnesium, dissolved",Microcystin,"Nitrogen, NH4","Nitrogen, nitrite (NO2)","Nitrogen, nitrite (NO2) + nitrate (NO3)","pH, field or closed",Potassium,"Silica, dissolved",Sodium,"Sulfate, dissolved","Solids, total suspended","Carbon, total organic","Atrazine, dissolved","Nitrogen, total Kjeldahl"
NLA06608-TX:22,2007-09-17,32.044428,-94.464052,519.4,4.43,109.83,87,258,11,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-TX:27,2007-09-06,31.49062,-100.50987,2794.8,8.2,12.58,435,933,69,8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-TX:29,2007-09-13,31.003513,-97.609119,3783.3,3.99,3.89,466,308,8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-TX:30,2007-09-18,33.249977,-94.332424,1695,9.6,80.1,216,1433,181,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-TX:5,2007-09-05,28.503123,-98.389969,2404,5.95,15.12,582,683,74,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-WI:LOWES,2007-07-11,43.218375,-88.311533,5030.6,6.68,149.04,622,1566,67,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA06608-WI:SY,2007-07-17,43.958982,-87.943978,4676.3,12.07,32.9,515,905,49,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NLA12_AL-101,2012-05-24,33.29204144,-87.3913824,1200,2.17,18,299,505,30,2.35,4,21.1,9.87,9,11.85,0.09665,5.1000000000000005,4,189,8.54,2.274,4.144,22.55,72.989,NA,NA,NA,NA
NLA12_AL-101,2012-07-21,33.29204144,-87.3913824,1790,2.5,17.52,450,376,25,2.29,3,29.65,15.72,20,16.3,0.12507,30,0,6,8.28,2.873,2.212,37.92,108.717,NA,NA,NA,NA
NLA12_AL-102,2012-07-17,34.22781586,-86.84344912,519.7,3.38,10,76,389,12,3.8,10,9.018,2.875,7,1.493,0.13382,6.8999999999999995,0,0,7.37,1.76,1.783,2.085,5.307,NA,NA,NA,NA
NLA12_AL-103,2012-07-19,33.7624784,-86.05315833,1595,2.83,32,199.9,449,56,4.5,0,22.75,7.226,19,5.927,0.10968,9.4,0,0,8.34,1.799,3.527,7.777,10.418,NA,NA,NA,NA
NLA12_AL-104,2012-07-23,32.51586852,-87.86108477,1177,2.68,8.945454545,345,344,37,5.36,8,22.31,32.048,14,8.229,0.07536,38,6,86,7.99,2.269,2.698,31.17,56.28,NA,NA,NA,NA
NLA12_AL-105,2012-05-23,31.62154629,-88.35373896,165.5,7.13,144.8,32.5,1850,106,21.44,12,2.7,3.09,21,0.873,0.25983,14,1,20,9.21,0.325,1.574,1.815,1.24,NA,NA,NA,NA
NLA12_AL-105,2012-07-24,31.62154629,-88.35373896,151.4,6.53,35.76,29.7,1078,58,6.91,5,2.316,3.088,15,0.839,0.19399,18,0,0,8.49,0.268,2.336,1.768,1.128,NA,NA,NA,NA
NLA12_AL-112,2012-07-22,33.36486204,-88.16688028,418.7,3.82,9.386666667,52.4,379,33,4.15,2,4.608,1.949,21,2.225,0,23,0,3,7.73,1.123,5.049,1.703,2.058,NA,NA,NA,NA
NLA12_AL-113,2012-08-08,30.97184148,-88.0527428,76,3.41,1.27,22.5,248,27,2.44,41,1.032,3.191,30,0.562,0.05739,8.9,1,96,6.51,0.239,7.562,1.866,1.543,NA,NA,NA,NA
NLA12_AL-114,2012-07-26,33.88200988,-85.9316179,1756,3.6,17.5,175.9,510,62,3.91,5,28.83,2.08,10,3.51,0.08847,7,0,3,8.8,1.639,13.866,2.212,2.296,NA,NA,NA,NA
NLA12_AL-R03,2012-07-18,33.32192301,-85.81071637,298,1.49,5.968,37.6,126,31,2.93,18,3.132,1.299,10,1.33,0.04588,7.6,0,0,7.51,0.767,12.345,1.674,1.923,NA,NA,NA,NA
NLA12_AL-R05,2012-07-21,33.28949519,-87.68596227,91.6,2.5,6.088,20.7,326,24,2,2,1.173,1.69,15,0.61,0.07315,23,1,5,6.86,1.106,8.858,1.171,1.616,NA,NA,NA,NA
NLA12_AR-101,2012-07-23,34.53435079,-92.26882632,352.7,11.36,52.4,44.1,920,88,6.97,0,5.065,1.447,37,1.019,0.01993,22,0,2,7.3,1.276,6.684,1.682,0.093,NA,NA,NA,NA
NLA12_AR-101,2012-08-17,34.53435079,-92.26882632,375.3,11.01,26.76,46,791,80,5.58,3,5.564,1.467,41,1.053,0.08067,6.7,0,0,7.36,1.38,7.901,1.836,0.389,NA,NA,NA,NA
NLA12_AR-102,2012-08-21,35.58318947,-90.96294056,987.9,5.33,74,118.1,1536,151,19.78,7,7.26,5.343,18,5.273,1.00566,9.700000000000001,0,0,7.95,3.055,16.852,7.174,1.408,NA,NA,NA,NA
NLA12_AR-103,2012-08-24,34.41755034,-93.07012469,372.9,2.92,4.944,51.4,311,15,0.97,2,4.928,1.835,5,1.59,0.238,5.3,0,2,7.73,1.055,4.145,2.086,3.405,NA,NA,NA,NA
NLA12_AR-104,2012-08-09,35.5624593,-93.63756822,271.3,2.03,6.624,34.9,175,30,2.65,3,2.412,1.4,16,1.181,0.04275,4.3,1,14,7.23,1.104,5.005,1.64,2.308,NA,NA,NA,NA
NLA12_AR-105,2012-07-24,33.07556301,-92.66059625,222.5,8.72,6.496,71.2,476,34,3.7,12,3.382,10.853,32,1.536,0,32,0,3,7.09,1.775,3.047,5.572,3.541,NA,NA,NA,NA
NLA12_AR-105,2012-08-16,33.07556301,-92.66059625,228,8.92,12.42666667,74.1,599,39,4.53,5,3.423,11.173,35,1.693,0.0929,13,0,3,7.09,2.003,4.377,6.448,3.378,NA,NA,NA,NA
NLA12_AR-106,2012-08-20,36.06720319,-91.14242843,2568,5.02,59.2,244,1385,107,8.65,0,25.9,3.588,20,15.4,0.07863,11,0,2,8.81,2.751,7.745,2.355,2.114,NA,NA,NA,NA
NLA12_AR-109,2012-08-08,33.81796398,-94.05998348,2050,7.48,10.32,248,656,39,1.93,2,41.31,7.534,20,2.078,0.05948,11,0,2,8.22,4.588,7.254,5.185,14.516,NA,NA,NA,NA
NLA12_AR-111,2012-08-22,34.60033557,-92.50069818,356.5,5.26,23.89333333,54.5,744,121,12.15,139,3.447,2.438,38,0.643,0.09345,9.700000000000001,0,2,6.99,2.305,3.86,5.44,3.995,NA,NA,NA,NA
NLA12_AZ-101,2012-05-08,33.5692971,-111.5241427,2807,3.95,3.228,1121,321,40,1.47,1,47.75,244.99,3,12.96,0.06208,8.6,0,2,8.38,4.78,18.154,160.5,44.39,NA,NA,NA,NA
NLA12_AZ-101,2012-06-14,33.5692971,-111.5241427,2692,3.99,6.773333333,1211,355,51,1.05,0,45.72,257.156,13,13.55,0.07591,4,0,0,8.56,4.974,17.745,171.6,45.897,NA,NA,NA,NA
NLA12_AZ-102,2012-09-19,34.60431345,-112.4386225,3123,16.53,32.3,554,2045,631,2.3,0,25.63,72.971,38,27.69,0.21695,20,0,2,9.36,3.532,9.24,52.11,14.825,NA,NA,NA,NA
NLA12_AZ-103,2012-08-09,35.02357175,-111.4006586,2345,7.74,15.34,239,1055,259,26.09,142,24,2.518,20,11.25,0.11561,93,2,106,8.35,5.426,17.672,6.141,6.737,NA,NA,NA,NA
NLA12_AZ-106,2012-08-23,33.40602291,-114.7138943,2278,7.65,5.244,1246,571,37,2.16,0,55.3,120.536,6,31.45,0.07911,6.5,0,0,8.25,5.644,14.821,172.6,326.738,NA,NA,NA,NA
NLA12_AZ-107,2012-07-26,34.3606808,-109.363087,4444,6.1,10.42,477,628,234,66.74,0,47.26,13.932,12,17.91,0.066,13,0,42,8.59,4.893,26.588,31.96,21.769,NA,NA,NA,NA
NLA12_AZ-118,2012-05-09,33.38131121,-111.883581,3020,3.42,1.3,1096,483,38,3.69,6,45.17,228.994,9,16.86,0.07181,64,0,116,8.2,4.779,19.485,155.8,56.868,NA,NA,NA,NA
NLA12_AZ-123,2012-08-24,33.0266436,-114.5090632,8321,34.49,253.8,2570,4094.0000000000005,392,29.44,24,88.4,381.616,275,36.25,0.24073,28,0,6,8.09,24.18,45.341,425.6,353.884,NA,NA,NA,NA
NLA12_AZ-127,2012-05-23,35.28501346,-112.1541634,836.7,6.03,13.056,118.3,554,147,55.73,117,9.449,9.198,10,4.158,0.12046,5,0,19,7.88,2.322,5.556,7.752,3.039,NA,NA,NA,NA
NLA12_AZ-130,2012-05-10,33.84530018,-111.6185016,4561,2.93,8.586666667,562,278,57,3.03,0,40.67,24.598,20,32.23,0.09192,0.3,0,1,8.37,2.974,28.106,37.89,57.259,NA,NA,NA,NA
NLA12_AZ-130,2012-08-22,33.84530018,-111.6185016,4243,2.24,5.8,601,319,67,1.03,0,30.58,29.281,5,34.89,0.08695,8.9,0,3,8.62,3.455,30.598,46.58,68.852,NA,NA,NA,NA
NLA12_AZ-140,2012-07-19,32.8056793,-109.8626777,1614,5.31,6.453333333,201,571,38,4.84,1,22.33,3.837,10,4.563,0,12,0,3,8.32,3.117,7.886,10.37,16.675,NA,NA,NA,NA
NLA12_AZ-143,2012-08-30,35.11670652,-112.0134231,732.9,11.76,13.51111111,76,1201,75,2.29,6,6.605,1.013,15,4.244,0.07075,19,0,2,8.85,0.869,6.488,2.69,0.05,NA,NA,NA,NA
NLA12_AZ-145,2012-08-14,33.8293043,-109.090421,2408,14.02,39.2,275,1775,244,3.57,9,21.69,17.215,28,13.04,0.57327,20,0,2,9.51,1.935,11.535,20.8,4.266,NA,NA,NA,NA
NLA12_AZ-157,2012-08-17,34.03125525,-109.4431103,680.3,6.41,241.2,82.5,3888,882,30.59,95,7.592,2.266,28,2.186,0.06884,25,1,3,9.44,2.152,22.958,5.164,1.318,NA,NA,NA,NA
NLA12_AZ-R01,2012-08-22,34.42742317,-111.0867324,112,4.51,3.3075,19.54,253,11,1.58,16,1.789,0.859,12,0.584,0.102,5.5,0,2,7.03,0.429,1.161,0.796,1.371,NA,NA,NA,NA
NLA12_AZ-R02,2012-08-21,34.16108989,-109.9796571,2356,5.29,8.52,270,760,79,8.88,5,18.23,14.956,12,16.36,0.17495,8.1,0,0,8.67,2.169,18.427,12.72,4.386,NA,NA,NA,NA
NLA12_CA-101,2012-07-09,38.07832575,-122.7433592,1210,6.64,14,197,488,25.3,NA,NA,12.1,17.1,25,8.01,0.74297,18.700000000000003,NA,5,7.55,1.97,1.2,9.07,9.19,5.7,NA,NA,NA
NLA12_CA-101,2012-09-24,38.07832575,-122.7433592,1350,6.59,14,228,459,36,NA,NA,12.1,12.7,20,9.04,0.2298,13.6,NA,29.2,7.95,2.63,0.93,9.26,6.27,5.7,NA,NA,NA
NLA12_CA-102,2012-08-28,33.23504244,-116.7444419,3150,8.83,99,690,1390,23.9,NA,NA,37.8,49.5,55,13,0.12244,41.8,NA,5,8.64,4.2,49.5,73.2,76.3,32.4,NA,NA,NA
NLA12_CA-103,2012-08-13,39.11326334,-120.4389061,252,1.62,0.2,27,322,4.1,NA,NA,2.02,0.34,5,0.54,0.08536,13.700000000000001,NA,6.7,7.5,0.69,12.9,1.03,0.26,0.8,NA,NA,NA
NLA12_CA-104,2012-09-11,37.78873902,-119.0738863,2640,6.82,2.2,292,435,4.9,NA,NA,20.7,5.69,5,3.77,0.06983,2.4,NA,5,7.76,5.37,0.483,30.8,6.15,1.1,NA,NA,NA
NLA12_CA-105,2012-07-11,38.50847142,-121.5353649,7090,4.39,12,772,551,688,NA,NA,27.7,34.6,35,25.8,0.0819,8.5,NA,7.1000000000000005,9.02,3.07,18.1,108,19.6,7.9,NA,NA,NA
NLA12_CA-106,2012-05-22,33.07900474,-115.512784,2770,28.1,176,2632,3830,591,NA,NA,116,303,35,70.6,2.6831,33.8,NA,10.4,9.49,10.1,8.48,335,460,30.7,NA,NA,NA
NLA12_CA-107,2012-09-10,38.47629345,-119.9996916,220,3.07,3.8,30,149,10.2,NA,NA,0.73,0.35,5,0.46,0.07249,2.7,NA,5,7.75,0.98,935,0.67,0.08,1,NA,NA,NA
NLA12_CA-108,2012-08-08,37.14922318,-119.5111573,245,1.49,9,29,156,4.8,NA,NA,2.14,1.51,5,0.36,0,12.8,NA,13.899999999999999,6.35,0.95,7.48,2.27,0.76,1.4,NA,NA,NA
NLA12_CA-111,2012-07-19,39.013583,-121.0410833,340,1.8,3.2,51,64.3,7.2,NA,NA,3.47,3.68,10,1.24,0,5.2,NA,5,7.05,0.69,8.97,2.89,1.82,1,NA,NA,NA
NLA12_CA-111,2012-08-14,39.013583,-121.0410833,330,1.48,1.5,49,83.9,4.1,NA,NA,3.32,2.87,5,1.13,0,4.6,NA,5,7.6,0.49,8.46,2.44,1.65,1.2,NA,NA,NA
NLA12_CA-112,2012-07-25,39.37366934,-121.2786137,1030,1.84,3.4,124,167,7.5,NA,NA,9.02,2.77,5,4.74,0.06461,9.700000000000001,NA,5,8.03,0.45,20.2,5.59,3.7,0.9,NA,NA,NA
NLA12_CA-116,2012-06-12,41.22806098,-122.3816476,300,1.59,1.4,40,62.6,62.6,NA,NA,1.3,0.12,25,1.85,0.08699,11.2,NA,20.299999999999997,7.7,0.15,3.92,0.46,0.47,0.4,NA,NA,NA
NLA12_CA-119,2012-08-07,37.95383641,-120.4968436,540,1.92,8,58,114,4.1,NA,NA,6.09,0.69,5,1.74,0.04003,2.4,NA,5,6.67,1.13,10.2,2.11,1.51,2.1,NA,NA,NA
NLA12_CA-121,2012-06-19,36.08284307,-118.9092314,1770,4.2,2.8,200,334,12.3,NA,NA,24,5.39,25,3.8,0.08717,3.7,NA,5,8.07,2.29,21.4,9.91,3.25,2.1,NA,NA,NA
NLA12_CA-123,2012-08-15,38.76397086,-119.9656214,220,2.84,2,27,145,9.7,NA,NA,1.37,0.33,5,0.34,0.01654,6.4,NA,5.8,6.4,0.6,4.25,1.23,0.14,1.8,NA,NA,NA
NLA12_CA-128,2012-07-31,39.72615676,-122.8416693,1460,4.32,5,156,340,29.5,NA,NA,16.8,0.29,25,6.73,0.11042,13.299999999999999,NA,5,6.95,0.51,1.54,2.24,0.4,4.2,NA,NA,NA
NLA12_CA-132,2012-06-13,40.50757762,-122.6943291,500,1.48,4,67,137,11.6,NA,NA,5.16,0.89,5,1.18,0,25.9,NA,5,6.81,1.05,22.2,3.37,2.56,1.6,NA,NA,NA
NLA12_CA-135,2012-08-15,38.69849847,-120.0450767,210,1.53,3.8,23,78,5.6,NA,NA,1.86,0.25,5,0.54,0,11.700000000000001,NA,5,6.68,0.68,5,0.72,0.38,0.5,NA,NA,NA
NLA12_CA-138,2012-09-06,40.51311798,-121.1651745,208,4.99,2.6,24,333,10.5,NA,NA,1.68,0.25,5,0.81,0.07499,21.4,NA,5,7.6,1.04,6.44,0.43,0.08,1.7,NA,NA,NA
NLA12_CA-141,2012-08-22,39.09599481,-122.9319835,1920,8.08,21,205,778,33.7,NA,NA,9.1,1.1,40,16.4,0.07114,22.4,NA,5,7.6,0.51,3.65,2.81,0.41,5.9,NA,NA,NA
NLA12_CA-143,2012-05-02,37.56448938,-121.9971818,3440,4.41,2.7,660,339,26.8,NA,NA,36.8,57.5,5,23.1,0.07931,13.100000000000001,NA,57.3,8.59,2.31,6.19,55.5,64.7,1.1,NA,NA,NA
NLA12_CA-145,2012-07-30,37.24681552,-121.8722039,3070,5.59,17,528,428,33.6,NA,NA,28.1,56,5,24.9,0.07313,47,NA,9.2,8.66,2.01,13.6,35.6,33.2,4,NA,NA,NA
NLA12_CA-154,2012-07-17,40.63158462,-120.00287,1990,2.45,3.3,226,282,166,NA,NA,13.6,4.37,60,7.34,0.09158,46.199999999999996,NA,17.6,8.34,3.85,39.9,17.4,4.71,12,NA,NA,NA
NLA12_CA-156,2012-08-27,34.49328953,-117.2618539,1710,2.76,31,354,443,53,NA,NA,30.3,18.1,10,3.98,0.05053,23.400000000000002,NA,5,8.58,2.37,11.9,31.2,48.2,26.5,NA,NA,NA
NLA12_CA-157,2012-06-18,37.3732653,-120.4335059,337,2,3.4,45,69.8,4.1,NA,NA,3.57,2.7,5,1.03,0.04944,26.3,NA,19.8,6.62,0.48,7.74,1.59,2.77,2.2,NA,NA,NA
NLA12_CA-166,2012-07-24,39.76106147,-120.7127085,90,1.93,0.5,14,162,4.1,NA,NA,0.32,0.31,5,0.2,0.06725,9.799999999999999,NA,5,6.55,0.4,3.08,0.43,3.76,0.9,NA,NA,NA
NLA12_CA-167,2012-07-18,39.30959639,-120.578516,260,3.38,1.3,31,112,4.1,NA,NA,1.28,0.3,15,1.56,0,2.4,NA,5,7.14,0.58,7.67,0.69,0.97,0.9,NA,NA,NA
NLA12_CA-168,2012-05-21,33.8011914,-117.8101552,2780,7.67,111,870,2380,434,NA,NA,50.6,100,30,17.4,0.11272,34.2,NA,184,9.66,8.91,12.6,79.4,116,21.9,NA,NA,NA
NLA12_CA-172,2012-05-23,33.15989079,-117.0432688,1960,28.1,0.8,680,265,14.8,NA,NA,41.4,72.2,5,15.3,0.09782,23,NA,40.7,8.44,3.29,6.86,59,116,0.4,NA,NA,NA
NLA12_CA-174,2012-06-11,37.91390879,-121.6012966,1410,4.13,6.7,390,731,77.7,NA,NA,16.4,44.8,5,9.77,0.10545,35.3,NA,529,8,1.95,12.4,35.8,34.4,2.1,NA,NA,NA
NLA12_CA-180,2012-07-10,38.72817607,-121.131213,490,1.69,3.4,60,127,4.1,NA,NA,5.46,1.99,10,1.87,0.09002,2.8,NA,5.6,7.9,0.54,9.85,2.16,2.11,1.3,NA,NA,NA
NLA12_CA-181,2012-08-29,37.17995179,-121.6910013,1710,4.57,6,455,319,39.7,NA,NA,21.7,55.4,15,11.9,0.65101,39.699999999999996,NA,5,7.38,2.79,7.75,41.7,34.4,2.6,NA,NA,NA
NLA12_CA-188,2012-08-06,37.77693239,-122.1186618,2380,6.67,13,311,593,25.6,NA,NA,22.1,13.8,20,13.8,14.84665,16.1,NA,5,9.3,1.98,10,20.1,24.1,4.8,NA,NA,NA
NLA12_CA-190,2012-07-16,38.06047879,-121.0282226,824,12.7,33,132,1320,123,NA,NA,9.44,4.62,30,3.09,0.19664,26.200000000000003,NA,5,7.25,6.1,7.05,6.49,7.66,16.1,NA,NA,NA
NLA12_CA-200,2012-07-23,39.36848919,-120.322472,144,1.04,1.4,16,152,4.1,NA,NA,0.98,0.19,5,0.16,0,3.1,NA,5,6.02,0.64,3.05,0.61,0.2,0.5,NA,NA,NA
NLA12_CA-206,2012-08-20,40.76439588,-122.2541896,1080,0.75,1.6,130,71.1,5.6,NA,NA,10.2,1.96,5,4.51,0,8.4,NA,5,8.25,1.38,22.5,0.72,3.65,1,NA,NA,NA
NLA12_CA-208,2012-08-21,41.99178315,-121.8782454,21800,36.1,9,2600,2610,29.9,NA,NA,7.96,148,55,17.9,0.08136,32.4,NA,5,9.36,102,12.6,NA,53.5,3.3,NA,NA,NA
NLA12_CA-212,2012-09-05,39.96955481,-121.2222947,140,4.09,2,18,175,8.3,NA,NA,0.28,0.3,20,0.17,0.06841,2.4,NA,5,6.23,0.98,5.1,0.44,0.08,1.3,NA,NA,NA
NLA12_CA-223,2012-09-26,37.60310878,-119.0030315,416,1.77,0.8,57,66.8,4.1,NA,NA,6.38,0.13,5,0.14,0,2.4,NA,5,7.9,0.93,3.24,0.86,3.46,0.8,NA,NA,NA
NLA12_CA-R01,2012-07-20,37.94905065,-122.6274594,1318,2.95,0.636,158.6,174,31,0.66,17,7.801,7.644,15,11.34,0,8.4,0,2,8.16,0.553,14.013,6.174,4.973,NA,NA,NA,NA
NLA12_CA-R02,2012-07-23,39.40604459,-120.0965946,644.8,1.77,1.508,64,140,40,1.33,32,6.416,0.41,6,2.06,0,17,0,2,8.02,1.024,20.375,2.629,0.516,NA,NA,NA,NA
NLA12_CA-R03,2012-07-22,37.66379232,-120.2158143,316.9,1.56,5.04,35.8,121,16,1.1,3,3.3,0.812,17,1.146,0.069,19,0,0,7.55,0.534,5.609,1.665,1.346,NA,NA,NA,NA
NLA12_CA-R05,2012-07-18,40.45893329,-121.2909231,85.3,1.42,0.592,4.64,68,6,0.2,13,0.568,0.084,8,0.32,0.09654,6.3,0,0,6.93,0.115,1.578,0.423,0.065,NA,NA,NA,NA
NLA12_CA-R06,2012-07-16,40.39703508,-121.3623357,226.7,3.39,0.650666667,22,294,33,0.23,16,2.055,0.146,5,0.497,0,17,0,2,7.32,0.918,19.628,1.472,0.092,NA,NA,NA,NA
NLA12_CA-R09,2012-07-12,38.04703186,-119.2594305,353.3,1.4,0.422,83.2,150,14,0.48,22,12.8,0.107,9,0.411,0,6.6,0,5,8.93,0.549,4.339,0.997,19.211,NA,NA,NA,NA
NLA12_CA-R10,2012-07-17,40.40351019,-121.3588354,563.3,3.68,1.944,59,289,59,1.38,0,6.209,0.115,11,1.73,0,14,0,0,7.33,0.99,31.889,2.739,1.128,NA,NA,NA,NA
NLA12_CA-R12,2012-07-15,40.38862429,-121.299224,119.7,2.46,0.0664,11.67,281,10,0.45,63,0.766,0.343,8,0.483,0,8.4,0,0,7.17,0.381,2.403,0.711,0.068,NA,NA,NA,NA
NLA12_CA-R13,2012-07-13,38.04692295,-119.2654654,345.6,0.91,0.493,83.1,74,11,0.2,2,13.12,0.104,9,0.514,0,5,0,2,8.19,0.689,5.623,1.225,19.534,NA,NA,NA,NA
NLA12_CO-101,2012-07-13,38.30009665,-102.7612671,3127,31.2,12.667,10590,3058,76,9.59,0,521.6,585.102,11,625.8,0.15512,40,0,0,8.56,81.17,6.277,1505,6703.145,NA,NA,NA,NA
NLA12_CO-101,2012-08-21,38.30009665,-102.7612671,3068,34.42,64.4,11720,3531,124,26.98,0,498,604.256,22,720.6,0.28017,40,0,0,8.36,88.01,11.929,1725,7022.616,NA,NA,NA,NA
NLA12_CO-102,2012-06-26,38.99724122,-108.0511795,816.2,1.62,0.92,81.8,135,29,0.27,1,10.71,0.272,14,2.376,0.08678,9.4,0,2,8.45,1.068,18.212,1.921,1.245,NA,NA,NA,NA
NLA12_CO-103,2012-09-12,40.43632395,-105.0336532,2714,5.07,4.768,651,331,17,3.46,0,62.91,13.916,10,23.64,0.0632,58,2,5,8.34,2.147,2.977,42.01,182.457,NA,NA,NA,NA
NLA12_CO-104,2012-09-14,40.22358076,-104.9472807,3689,15.09,218,3340,6200,435,47.59,0,156.3,58.764,27,282.1,22.27475,21,0,23,8.53,13.2,9.303,305.3,1805.63,NA,NA,NA,NA
NLA12_CO-105,2012-08-30,37.4167824,-108.4056506,1401,9.66,101.3,246,1079,114,34.47,79,26.57,1.843,18,8.261,0.09311,15,0,2,9.42,1.66,7.243,12.99,51.456,NA,NA,NA,NA
NLA12_CO-106,2012-07-20,40.33707955,-105.1266943,934,3.34,2.2,159.2,235,15,1.18,8,18.55,2.376,15,4.133,0,16,0,0,8.15,0.932,2.609,4.951,25.446,NA,NA,NA,NA
NLA12_CO-107,2012-08-29,37.8246388,-107.885134,715.4,0.73,1.224,215,104,16,0.36,99,35.52,0.336,8,2.676,0.08004,5.4,1,27,8.11,0.253,6.434,2.091,63.928,NA,NA,NA,NA
NLA12_CO-108,2012-07-05,38.7911491,-105.1063606,180.6,1.41,0.371,35.1,71,25,0.95,127,4.037,0.346,10,0.337,0.09396,15,1,6,7.49,0.756,11.412,1.889,1.464,NA,NA,NA,NA
NLA12_CO-109,2012-08-23,40.05558648,-105.7470802,284.3,4.57,5.993,30.4,215,16,0.68,36,3.463,0.146,28,0.944,0.08496,5.3,0,2,7.55,0.563,5.14,1.165,0.781,NA,NA,NA,NA
NLA12_CO-110,2012-05-29,39.99496234,-105.112227,3267,6.1,15.62,628,824,43,8.89,2,42.92,45.037,1,22.5,0.18316,14,0,32,8.55,3.597,0.468,61.38,97.646,NA,NA,NA,NA
NLA12_CO-111,2012-09-11,40.0798358,-105.2171741,666.2,2.89,3.513333333,90.5,140,26,7.92,19,11.19,1.128,9,2.487,0.06863,4.5,0,3,7.81,0.731,5.19,3.128,9.7,NA,NA,NA,NA
NLA12_CO-114,2012-06-27,39.03670301,-107.9111308,496,5.09,5.8,53,345,37,3.1,64,6.629,0.194,33,1.724,0.1352,8,0,0,7.84,0.857,6.2,1.485,1.644,NA,NA,NA,NA
NLA12_CO-115,2012-07-11,40.00305447,-107.3583306,210.6,2.67,3.04,22.2,244,14,0.48,19,2.336,0.154,12,0.891,0.0735,14,0,2,7.43,0.478,0.851,0.545,0.482,NA,NA,NA,NA
NLA12_CO-117,2012-08-02,37.31623199,-107.1129943,1342,4.77,6.102857143,201,538,33,2.01,3,21.08,4.348,22,6.679,0,9.799999999999999,0,0,9.21,1.65,4.239,8.993,30.527,NA,NA,NA,NA
NLA12_CO-119,2012-07-18,40.25822853,-105.604528,60.8,0.48,1.16,12.07,398,5,0.24,2,1.267,0.132,10,0.162,0,12,3,363,6.71,0.134,1.465,0.415,1.231,NA,NA,NA,NA
NLA12_CO-121,2012-08-01,37.67328141,-107.1127777,402.7,2.13,3.946666667,41.5,255,84,0.57,18,3.865,0.16,18,1.12,0.05768,17,0,3,7.85,2.144,17.528,1.733,0.73,NA,NA,NA,NA
NLA12_CO-124,2012-06-22,39.93104164,-104.9732957,2313,15.37,0.525,1339,1480,110,1.09,20,39.56,213.633,30,25.83,0.15443,118,0,0,9.59,6.383,15.656,213.6,208.298,NA,NA,NA,NA
NLA12_CO-125,2012-07-26,39.22067903,-106.3916958,405.2,1.29,1.264,45.9,61,11,0.8,4,5.064,0.073,20,0.59,0,9.2,1,18,7.88,0.372,5.332,1.277,2.723,NA,NA,NA,NA
NLA12_CO-127,2012-09-06,40.12169493,-104.9459108,2153,8.09,97.2,424,936,712,3.93,25,33.24,37.542,18,15.51,12.7026,96,0,10,9.53,5.4,19.95,36.05,52.033,NA,NA,NA,NA
NLA12_CO-129,2012-07-24,37.28488371,-104.3381595,782,5.87,3.104,3580,744,45,1.2,0,575.4,53.931,8,185.7,0.09548,10,0,0,7.43,4.436,24.594,142.7,2452.308,NA,NA,NA,NA
NLA12_CO-130,2012-08-15,39.64574357,-106.1674308,360.6,0.78,5.187692308,41.7,185,9,0.72,10,5.423,0.128,6,1.199,0,5.1000000000000005,2,102,7.76,0.24,2.436,0.63,1.718,NA,NA,NA,NA
NLA12_CO-131,2012-06-28,40.94491896,-106.0119684,1410,5.15,1.762857143,313,314,48,0.94,10,36.27,0.344,21,14.1,0,21,0,2,8.23,0.93,7.798,4.803,84.046,NA,NA,NA,NA
NLA12_CO-131,2012-08-17,40.94491896,-106.0119684,1570,5.6,23.38461538,338,520,47,1.13,7,40.63,0.521,27,15.8,0.08936,23,0,0,8.55,1.201,12.881,5.415,89.901,NA,NA,NA,NA
NLA12_CO-133,2012-08-08,37.54114004,-107.5965489,239.5,1.7,1.104,30.6,90,14,0.42,18,4.159,0.057,19,0.693,0,11,0,2,7.3,0.293,1.528,0.489,1.505,NA,NA,NA,NA
NLA12_CO-R01,2012-08-27,39.9856728,-107.231024,922.9,1.84,1.372,90.4,116,36,0.28,0,11.01,0.156,10,3.375,0.08119,5.4,1,3,8.32,0.899,14.576,1.625,1.15,NA,NA,NA,NA
