"SITE_ID","VISIT_NO","NAMES","lagoslakeid","INDEX_LAT","INDEX_LON"
"NLA12_OH-137",1,"1046858; Summit Lake; Summit Lake",12639,41.0549,-81.54556
"NLA12_TX-113",1,"1375468; Lake O the Pines; Lake O the Pines",405739,32.79069,-94.60765
"NLA12_WA-R09",1,"1513914; Deep Lake; Deep Lake",460663,47.58948,-119.31923
"NLA12_UT-196",1,"1447806; Lower Gooseberry Reservoir; Lower Gooseberry Reservoir",452903,39.71554,-111.29285
"NLA12_ND-202",1,"1029656; Jensen Lake; Jensen Lake",331220,48.66563,-103.06429
"NLA12_ND-198",1,"NA; ;",312250,48.87739,-99.98119
"NLA12_ND-190",1,"NA; ;",316605,48.54641,-99.18439
"NLA12_ME-121",1,"577269; Trafton Pond; Trafton Pond",7672,43.84541,-70.89035
"NLA12_OH-134",1,"1070962; Swift Run Lake; Swift Run Lake",3644,40.17657,-84.26595
"NLA12_ID-104",1,"NA; ;",455074,42.23664,-111.85457
"NLA12_CO-121",1,"187911; Jumper Lake; Jumper Lake",447155,37.67319,-107.11195
"NLA12_WA-102",1,"1526829; Swamp Lake; Swamp Lake",NA,47.31065,-121.3009
"NLA12_CO-117",1,"184348; Lake Hatcher; Lake Hatcher",453433,37.31672,-107.11303
"NLA12_WY-115",1,"1607838; Sulphur Creek Reservoir; Sulphur Creek Reservoir",455122,41.1526,-110.83243
"NLA12_ND-145",1,"NA; ;",341525,47.07976,-99.73041
"NLA12_IN-134",1,"NA; ;",96735,41.44609,-87.16851
"NLA12_ME-130",1,"572093; Nelson Pond; Nelson Pond",76714,44.41589,-70.26452
"NLA12_ND-131",1,"1032544; Lake Tschida; Lake Tschida",341692,46.59737,-101.82358
"NLA12_CA-188",1,"236920; Upper San Leandro Reservoir; Upper San Leandro Reservoir",480826,37.774771,-122.114115
"NLA12_MT-124",1,"782895; East Fork Reservoir; East Fork Reservoir",457983,46.12074,-113.3746
"NLA12_SD-147",1,"1257454; Roosevelt Lake; Roosevelt Lake",349348,43.204,-99.61633
"NLA12_OR-105",1,"NA; ;",464221,44.68011,-118.04742
"NLA12_MN-121",1,"648750; Norway Lake; Norway Lake",3501,45.310726,-95.092222
"NLA12_DE-101",1,"NA; ; Noxontown Pond",11328,39.42477,-75.68706
"NLA12_DE-101",2,"NA; ; Noxontown Pond",11328,39.42297,-75.68764
"NLA12_SD-137",1,"NA; ;",345970,43.27904,-99.65488
"NLA12_TX-104",1,"1857351; Soil Conservation Service Site 6 Reservoir; Soil Conservation Service Site 6 Reservoir",440831,30.00607,-97.82236
"NLA12_WI-144",1,"NA; ;",92667,44.92241,-89.03812
"NLA12_MN-119",1,"640135; Big Stone Lake; Big Stone Lake",915,45.363887,-96.498302
"NLA12_VA-R18",1,"NA; ;",147737,37.41277,-76.71008
"NLA12_OK-132",1,"NA; ;",399996,34.729514,-97.773089
"NLA12_CA-119",1,"253643; New Melones Lake; New Melones Lake",479040,37.98856,-120.538934
"NLA12_WA-R11",1,"NA; ; Picture Lake",472455,48.86547,-121.67665
"NLA12_OR-154",1,"NA; ;",464743,44.36245,-117.69376
"NLA12_MN-103",1,"647155; Lookout Lake; Lookout Lake",35698,46.43682,-93.95959
"NLA12_IN-144",1,"450560; Loon Lake; Loon Lake",4003,41.26957,-85.5409
"NLA12_IN-110",1,"NA; ; Tippecanoe Lake",3505,41.33376,-85.76771
"NLA12_IN-105",1,"437439; Koontz Lake; Koontz Lake",3305,41.41588,-86.47303
"NLA12_WI-R12",1,"1577123; Zee Lake; Zee Lake",48446,46.0491,-89.86057
"NLA12_OK-292",1,"NA; ;",396857,34.643358,-97.854328
"NLA12_MN-106",1,"642641; Lake Darling; Lake Darling",3017,45.915128,-95.40661
"NLA12_MN-115",1,"650340; Round Lake; Round Lake",1411,46.41967,-95.83781
"NLA12_CO-R04",1,"178306; Button Rock Reservoir; Button Rock Reservoir",360568,40.2185,-105.3777
"NLA12_AL-113",1,"NA; ;",247141,30.97354,-88.05455
"NLA12_NC-104",1,"1010099; Catfish Lake; Catfish Lake",152360,34.93309,-77.10308
"NLA12_IN-164",1,"440382; OBlennis Lake; OBlennis Lake",28295,41.13129,-86.26611
"NLA12_ME-101",1,"570518; Lower Middle Branch Pond; Lower Middle Branch Pond",11168,44.88005,-68.22761
"NLA12_ME-101",2,"570518; Lower Middle Branch Pond; Lower Middle Branch Pond",11168,44.88137,-68.2281
"NLA12_ME-126",1,"568307; Horseshoe Lake; Horseshoe Lake",128989,44.87237,-67.58119
"NLA12_ME-126",2,"568307; Horseshoe Lake; Horseshoe Lake",128989,44.87237,-67.58119
"NLA12_NE-107",1,"833503; Smith Lake; Smith Lake",358948,41.78703,-102.52301
"NLA12_OR-112",1,"NA; ;",464740,43.92646,-118.15546
"NLA12_VA-112",1,"NA; ;",147753,36.70407,-76.61361
"NLA12_VA-123",1,"NA; ;",145998,36.91923,-76.15064
"NLA12_WI-R13",1,"1574842; Stearns Lake; Stearns Lake",4690,45.98408,-89.80241
"NLA12_MI-150",1,"629061; Ionia Lake; Ionia Lake",70734,46.39925,-87.44798
"NLA12_GA-111",1,"341198; Harrell Pond; Harrell Pond",177573,32.18106,-83.171
"NLA12_IN-102",1,"431022; Big Chapman Lake; Big Chapman Lake",2106,41.28154,-85.79297
"NLA12_IN-106",1,"442182; Robinson Lake; Robinson Lake",268846,41.22375,-85.65148
"NLA12_MI-125",1,"621047; Bella Lake; Bella Lake",34311,46.79265,-88.25697
"NLA12_CA-108",1,"271872; Kerckhoff Lake; Kerckhoff Lake",478723,37.1301,-119.52294
"NLA12_UT-118",1,"1441715; Henrys Fork Lake; Henrys Fork Lake",450478,40.82023,-110.39043
"NLA12_CT-103",1,"209057; Morris Reservoir; Morris Reservoir",76789,41.67644,-73.14452
"NLA12_MN-177",1,"NA; ;",30579,44.26595,-93.8298
"NLA12_TX-116",1,"1338627; James Lake; James Lake",429629,32.59325,-98.31779
"NLA12_IN-166",1,"NA; ;",2170,40.97454,-87.51789
"NLA12_WI-134",1,"1561186; Lake Barney; Lake Barney",12908,42.94666,-89.40969
"NLA12_OR-102",1,"NA; ;",473314,43.41319,-119.40947
"NLA12_AR-109",1,"80685; Lake Hospitality; Lake Hospitality",404104,33.81787,-94.06009
"NLA12_AR-104",1,"NA; ;",392550,35.56169,-93.63668
"NLA12_FL-130",1,"283936; Hiawatha, Lake; Hiawatha, Lake",187869,28.56479,-81.77921
"NLA12_MN-167",1,"643274; Ella Lake; Ella Lake",126042,45.07973,-94.8139
"NLA12_NC-127",1,"998592; Southern Pines Waterworks; Southern Pines Waterworks",156593,35.21548,-79.40151
"NLA12_ME-120",1,"575185; Second Buttermilk Pond; Second Buttermilk Pond",98543,45.33398,-69.26599
"NLA12_AZ-103",1,"25812; Ashurst Lake; Ashurst Lake",454039,35.02087,-111.40371
"NLA12_CO-133",1,"188031; City Reservoir; City Reservoir",453352,37.54059,-107.59734
"NLA12_MN-160",1,"NA; ;",77286,46.19717,-94.57475
"NLA12_IN-159",1,"448482; Stout Lake; Stout Lake",46164,39.77671,-86.53529
"NLA12_NE-111",1,"834830; Winters Creek Lake; Winters Creek Lake",359458,41.95623,-103.52837
"NLA12_FL-109",1,"287074; Monroe, Lake; Monroe, Lake",187650,28.84099,-81.26036
"NLA12_FL-105",1,"NA; ; Lake Griffin",189773,28.85217,-81.84965
"NLA12_NE-112",1,"1767501; Shell Lake; Shell Lake",349276,42.91853,-102.03606
"NLA12_UT-218",1,"1440376; Deer Creek Reservoir; Deer Creek Reservoir",456264,40.43818,-111.49759
"NLA12_NC-124",1,"998406; Jones Pond; Jones Pond",157759,35.11543,-80.26472
"NLA12_NC-115",1,"NA; ;",155801,35.22408,-78.81448
"NLA12_SD-131",1,"1256425; Meiers Lake; Meiers Lake",356004,43.080508,-98.080829
"NLA12_ND-156",1,"NA; ;",NA,47.1813,-99.23613
"NLA12_WY-116",1,"1603336; Star Lake; Star Lake",450587,42.80243,-109.45862
"NLA12_SC-118",1,"1238639; Lib Pines Lake; Lib Pines Lake",165195,33.46428,-80.39027
"NLA12_IN-120",1,"452430; Bartley Lake; Bartley Lake",654,41.35336,-85.44724
"NLA12_IN-145",1,"433913; East Lake; East Lake",50137,41.71673,-85.65829
"NLA12_FL-126",1,"294032; Lake Hatchineha; Lake Hatchineha",196852,28.02939,-81.41893
"NLA12_MO-105",1,"736167; Indian Lake; Indian Lake",78634,38.09534,-91.45605
"NLA12_MO-110",1,"738385; Lake Northwood; Lake Northwood",36107,38.42868,-91.48034
"NLA12_WA-109",1,"NA; ;",472380,48.70852,-122.32779
"NLA12_CA-103",1,"1664175; French Meadows Reservoir; French Meadows Reservoir",474533,39.11826,-120.4273
"NLA12_ME-102",1,"569682; Little Big Wood Pond; Little Big Wood Pond",7712,45.63571,-70.36275
"NLA12_OR-109",1,"NA; ; Waldo Lake",467966,43.74835,-122.02254
"NLA12_IN-149",1,"444518; Sylvan Lake; Sylvan Lake",2898,41.4997,-85.37142
"NLA12_IN-179",1,"NA; ;",14697,39.76754,-85.75705
"NLA12_IN-187",1,"442353; Round Lake; Round Lake",3269,41.74914,-84.8411
"NLA12_ME-116",1,"576720; Ten Thousand Acre Pond; Ten Thousand Acre Pond",70496,45.50528,-69.95329
"NLA12_MN-152",1,"NA; ;",30560,45.42347,-95.47471
"NLA12_MT-140",1,"790008; Sanders Lake; Sanders Lake",460408,47.05934,-113.93393
"NLA12_NE-125",1,"NA; ;",348357,42.55806,-100.52402
"NLA12_SC-102",1,"1229604; Crane Pond; Crane Pond",160874,33.0358,-79.98166
"NLA12_WY-R04",1,"NA; ;",325573,44.494999,-110.429865
"NLA12_IL-112",1,"NA; ;",NA,37.82058,-88.90097
"NLA12_ME-R07",1,"562227; Big Reed Pond; Big Reed Pond",8462,46.352332,-69.05845
"NLA12_MN-112",1,"643014; Eagle Lake; Eagle Lake",328,44.20412,-93.89365
"NLA12_WI-161",1,"1577118; Youngs Lake; Youngs Lake",NA,44.331,-89.18304
"NLA12_MN-135",1,"NA; ;",20074,45.17613,-95.14776
"NLA12_OR-128",1,"NA; ;",467379,43.55159,-121.97582
"NLA12_CT-108",1,"208569; Long Meadow Pond; Long Meadow Pond",123501,41.65365,-73.210217
"NLA12_MD-104",1,"594239; Johnsons Pond; Johnsons Pond",NA,38.38491,-75.59608
"NLA12_WA-133",1,"NA; ;",NA,48.56796,-123.07337
"NLA12_WA-133",2,"NA; ;",NA,48.56794,-123.07359
"NLA12_CO-130",1,"NA; ;",449212,39.6461,-106.16733
"NLA12_UT-126",1,"1447276; White Pine Lake; White Pine Lake",455238,41.92312,-111.65698
"NLA12_OK-107",1,"NA; Tenkiller Ferry Lake; Tenkiller Ferry Lake",392710,35.671941,-94.978166
"NLA12_NE-121",1,"831269; Middle Marsh Lake; Middle Marsh Lake",348933,42.51854,-100.50729
"NLA12_VA-127",1,"1468879; Jordon Lake; Jordon Lake",150209,37.15327,-77.51831
"NLA12_VA-130",1,"NA; ;",148003,37.99643,-78.17706
"NLA12_MN-114",1,"654350; Woodcock Lake; Woodcock Lake",104234,45.24244,-94.94876
"NLA12_DE-103",1,"213824; Concord Pond; Concord Pond",147878,38.64418,-75.54819
"NLA12_IL-116",1,"NA; ;",32566,37.691991,-88.711266
"NLA12_PA-113",1,"1172337; Conneaut Lake; Conneaut Lake",6531,41.62257,-80.30467
"NLA12_IN-185",1,"450571; Muncie Lake; Muncie Lake",4146,41.32737,-85.45614
"NLA12_CA-135",1,"1663634; Twin Lakes Reservoir; Twin Lakes Reservoir",475592,38.69995,-120.04468
"NLA12_CA-123",1,"265946; Scotts Lake; Scotts Lake",457133,38.76404,-119.96591
"NLA12_TX-128",1,"1856582; Lake Montex; Lake Montex",422699,32.66272,-97.60996
"NLA12_OR-144",1,"NA; ;",468120,43.76422,-122.00835
"NLA12_UT-159",1,"1446789; Twin Lakes; Twin Lakes",456455,40.70464,-110.96246
"NLA12_UT-147",1,"1447175; West Shingle Creek Lake; West Shingle Creek Lake",456443,40.68105,-111.09724
"NLA12_SC-127",1,"NA; ;",164404,32.93373,-80.42376
"NLA12_WY-R01",1,"NA; ;",463295,43.643175,-110.793793
"NLA12_MT-144",1,"773274; Lebo Lake; Lebo Lake",321089,46.31434,-110.03271
"NLA12_SD-143",1,"NA; ;",346238,43.8884,-101.15076
"NLA12_IN-103",1,"443584; Skinner Lake; Skinner Lake",1437,41.40192,-85.37329
"NLA12_ME-129",1,"577962; Webster Pond; Webster Pond",34079,45.44889,-68.18728
"NLA12_IN-163",1,"433845; Eagle Creek Reservoir; Eagle Creek Reservoir",263193,39.82574,-86.30346
"NLA12_ME-118",1,"577053; Three Corner Pond; Three Corner Pond",7854,44.21139,-69.52202
"NLA12_AZ-145",1,"31403; Luna Lake; Luna Lake",454392,33.829909,-109.08833
"NLA12_OH-101",1,"1039659; Delaware Lake; Delaware Lake",3386,40.39489,-83.04757
"NLA12_OH-101",2,"1039659; Delaware Lake; Delaware Lake",3386,40.39489,-83.04757
"NLA12_FL-141",1,"287576; Negro Lake; Negro Lake",232006,30.51498,-85.7076
"NLA12_GA-R11",1,"NA; ;",NA,30.83246,-82.36392
"NLA12_NE-105",1,"828998; East Twin Lake; East Twin Lake",348146,42.50433,-100.52987
"NLA12_NE-108",1,"832455; Rat Lake; Rat Lake",365182,42.45256,-100.64791
"NLA12_NM-161",1,"908695; Middle Fork Lake; Middle Fork Lake",447497,36.59544,-105.41694
"NLA12_NM-162",1,"NA; ;",453371,36.87228,-106.92818
"NLA12_FL-132",1,"292393; Trafford, Lake; Trafford, Lake",194329,26.42639,-81.49054
"NLA12_NE-113",1,"828190; Clear Lake; Clear Lake",365980,42.26777,-99.24821
"NLA12_NE-102",1,"1812098; McKeel Lake; McKeel Lake",349099,42.53317,-100.59126
"NLA12_MT-102",1,"780084; Blaine, Lake; Blaine, Lake",459835,48.24765,-114.12031
"NLA12_MT-102",2,"780084; Blaine, Lake; Blaine, Lake",459835,48.24669,-114.12084
"NLA12_IN-174",1,"NA; ;",272418,38.00339,-87.34215
"NLA12_SD-109",1,"NA; ;",356843,44.328,-97.11685
"NLA12_OR-121",1,"NA; ;",466696,44.4004,-121.79949
"NLA12_OR-121",2,"NA; ;",466696,44.40049,-121.79986
"NLA12_OH-107",1,"1058178; Mogadore Reservoir; Mogadore Reservoir",258735,41.05805,-81.3537
"NLA12_CA-206",1,"NA; ; Shasta Lake",474805,40.748715,-122.358281
"NLA12_IN-171",1,"447074; Hidden Valley Lake; Hidden Valley Lake",71938,39.26316,-86.11551
"NLA12_MN-127",1,"NA; ;",65238,46.12831,-96.13323
"NLA12_IN-186",1,"443861; South Twin Lake; South Twin Lake",2833,41.72303,-85.46604
"NLA12_DE-104",1,"214521; Records Pond; Records Pond",148481,38.55801,-75.5584
"NLA12_IN-180",1,"NA; ;",123887,37.96843,-87.77122
"NLA12_MO-123",1,"NA; ;",132218,38.6293,-92.60339
"NLA12_WY-R08",1,"1606301; Wiant Reservoir; Wiant Reservoir",358542,41.36555,-106.345857
"NLA12_AR-106",1,"79903; Lake Charles; Lake Charles",105709,36.07315,-91.14627
"NLA12_GA-103",1,"317956; McMath Millpond; McMath Millpond",230217,32.0721,-84.28949
"NLA12_NC-114",1,"999588; Shelly Lake; Shelly Lake",153599,35.85728,-78.66151
"NLA12_NE-135",1,"NA; ;",357944,41.92273,-102.38754
"NLA12_SD-170",1,"NA; ;",356950,45.42076,-97.50802
"NLA12_ND-113",1,"NA; ;",311079,48.895658,-99.713032
"NLA12_ME-104",1,"575733; Soper Pond; Soper Pond",84101,46.37436,-69.22676
"NLA12_MT-136",1,"785762; Kintla Lake; Kintla Lake",458324,48.93777,-114.34067
"NLA12_MN-136",1,"NA; ;",139861,45.86642,-95.29559
"NLA12_MN-158",1,"NA; ;",37089,47.66485,-95.78112
"NLA12_ME-105",1,"568435; Hudson Pond; Hudson Pond",25821,46.16925,-68.99551
"NLA12_AR-102",1,"81237; Lake Hogue; Lake Hogue",281394,35.58361,-90.96293
"NLA12_AR-111",1,"NA; ;",292237,34.60031,-92.50045
"NLA12_CA-141",1,"NA; ;",475877,39.096142,-122.933119
"NLA12_CA-208",1,"261769; Indian Tom Lake; Indian Tom Lake",NA,41.99101,-121.87269
"NLA12_ND-199",1,"NA; ;",310966,47.84719,-100.27634
"NLA12_OH-104",1,"1078002; Holiday Lake; Holiday Lake",138003,41.09201,-82.7303
"NLA12_AZ-R02",1,"40297; Lake of the Woods; Lake of the Woods",453831,34.16114,-109.97972
"NLA12_ME-122",1,"569868; Little Lake; Little Lake",11175,44.78605,-67.19425
"NLA12_MT-120",1,"787655; Moose Lake; Moose Lake",459220,48.62985,-114.39131
"NLA12_ND-105",1,"1034194; Devils Lake; Devils Lake",314256,48.05957,-99.03043
"NLA12_NE-127",1,"829337; Floyd Lake; Floyd Lake",349479,42.01881,-102.43599
"NLA12_OR-160",1,"NA; ;",466787,43.8106,-121.91008
"NLA12_OR-103",1,"NA; Sparks Lake; Sparks Lake",467276,43.99967,-121.74291
"NLA12_OR-103",2,"NA; Sparks Lake; Sparks Lake",467276,43.99953,-121.74292
"NLA12_IN-104",1,"NA; ;",88820,38.21234,-87.11359
"NLA12_IN-115",1,"451234; Monroe Lake; Monroe Lake",3651,39.05313,-86.44661
"NLA12_NC-134",1,"NA; ;",153538,35.70775,-78.14687
"NLA12_SD-154",1,"1253665; Antelope Lake; Antelope Lake",355166,44.83207,-97.72287
"NLA12_GA-127",1,"335994; Little Ocmulgee Lake; Little Ocmulgee Lake",174825,32.08774,-82.89598
"NLA12_WA-125",1,"1518472; Damon Lake; Damon Lake",469732,47.13578,-124.04855
"NLA12_AZ-R01",1,"30804; Knoll Lake; Knoll Lake",453903,34.42816,-111.08638
"NLA12_CO-109",1,"169432; Meadow Creek Reservoir; Meadow Creek Reservoir",449634,40.0559,-105.74693
"NLA12_ME-107",1,"573103; Peaked Mountain Pond; Peaked Mountain Pond",11172,44.76328,-67.6985
"NLA12_NE-160",1,"831339; Lake Minatare; Lake Minatare",358471,41.92716,-103.49353
"NLA12_WI-179",1,"1567360; Katherine Lake; Katherine Lake",5254,45.80603,-89.70821
"NLA12_WI-109",1,"1576796; Willow Reservoir; Willow Reservoir",4454,45.71267,-89.86323
"NLA12_WI-115",1,"NA; ;",132495,45.89981,-89.69553
"NLA12_MT-164",1,"798985; Foy Lake; Foy Lake",458321,48.16428,-114.35833
"NLA12_MT-164",2,"798985; Foy Lake; Foy Lake",458321,48.16495,-114.36014
"NLA12_PA-111",1,"1195381; Kahle Lake; Kahle Lake",78226,41.23434,-79.65018
"NLA12_PA-115",1,"NA; ;",31470,40.99926,-80.49228
"NLA12_TX-218",1,"NA; ;",422639,33.56442,-97.01088
"NLA12_OH-115",1,"1078056; Lake of Four Seasons; Lake of Four Seasons",65818,39.65512,-82.47297
"NLA12_AR-103",1,"NA; ;",292666,34.4348,-93.09425
"NLA12_AZ-106",1,"NA; ;",454077,33.3894,-114.71475
"NLA12_AZ-123",1,"NA; ;",454253,33.02562,-114.50731
"NLA12_NE-154",1,"831869; Olive Creek Lake; Olive Creek Lake",363003,40.58297,-96.84597
"NLA12_NE-156",1,"829336; Flowing Well Lake; Flowing Well Lake",364942,42.35072,-101.24483
"NLA12_WA-103",1,"NA; ; American Lake",472267,47.13601,-122.54604
"NLA12_NE-166",1,"NA; ;",362218,40.72208,-99.69936
"NLA12_NE-149",1,"NA; ;",361761,40.94733,-100.2421
"NLA12_SD-157",1,"NA; ;",339876,45.91283,-99.21697
"NLA12_NE-170",1,"828295; Conestoga Lake; Conestoga Lake",361694,40.76638,-96.85048
"NLA12_SD-162",1,"1254222; Lake Campbell; Lake Campbell",357171,44.209224,-96.844399
"NLA12_MT-151",1,"771674; Gagnon Reservoir; Gagnon Reservoir",NA,48.37846,-110.98307
"NLA12_AZ-157",1,"35523; Tunnel Reservoir; Tunnel Reservoir",453914,34.03146,-109.44283
"NLA12_OH-106",1,"1078854; Caldwell Lake; Caldwell Lake",47115,39.77597,-81.52269
"NLA12_CO-R01",1,"173679; Trappers Lake; Trappers Lake",451862,39.98663,-107.23038
"NLA12_CA-102",1,"271554; Lake Henshaw; Lake Henshaw",482421,33.23503,-116.75212
"NLA12_CA-156",1,"NA; ;",483097,34.49802,-117.26623
"NLA12_SD-103",1,"1253614; Lake Alice; Lake Alice",83703,44.87419,-96.62309
"NLA12_SD-150",1,"NA; ;",NA,45.75682,-99.64407
"NLA12_SD-141",1,"NA; ;",340765,45.81123,-99.28139
"NLA12_MT-135",1,"NA; ;",319756,48.02636,-109.62344
"NLA12_CO-R10",1,"NA; ;",451898,40.173982,-107.703288
"NLA12_MN-171",1,"NA; ;",NA,45.50801,-96.51311
"NLA12_MO-122",1,"760843; Lake Vera; Lake Vera",70239,40.14322,-92.57365
"NLA12_MO-126",1,"NA; ;",NA,40.23134,-92.69963
"NLA12_WA-146",1,"1528272; Wobbly Lake; Wobbly Lake",467711,46.42242,-121.5965
"NLA12_IN-142",1,"NA; ;",109296,38.66202,-85.75495
"NLA12_MN-144",1,"NA; ;",73034,46.64996,-94.12583
"NLA12_CO-107",1,"187483; Trout Lake; Trout Lake",450443,37.8247,-107.8849
"NLA12_TX-199",1,"NA; ;",417781,32.04774,-95.9997
"NLA12_NE-157",1,"NA; ;",361733,41.08355,-96.35103
"NLA12_MT-103",1,"795713; Creedman Reservoir; Creedman Reservoir",321911,48.96057,-109.75236
"NLA12_IL-114",1,"NA; ;",6445,40.509337,-90.156598
"NLA12_IN-117",1,"NA; ;",268706,39.71709,-86.21139
"NLA12_SD-198",1,"1256722; Lake Norden; Lake Norden",356818,44.59607,-97.19885
"NLA12_ME-115",1,"565823; Eighth Debsconeag Pond; Eighth Debsconeag Pond",8063,45.77888,-69.12495
"NLA12_GA-114",1,"341538; Holland Pond; Holland Pond",168078,32.38133,-81.92933
"NLA12_IN-191",1,"NA; ;",260095,38.9368,-85.19486
"NLA12_WA-114",1,"1513902; Capitol Lake; Capitol Lake",470712,47.03856,-122.91002
"NLA12_AZ-143",1,"36077; White Horse Lake; White Horse Lake",454841,35.11739,-112.01333
"NLA12_UT-374",1,"1447754; Millsite Reservoir; Millsite Reservoir",452373,39.10027,-111.19296
"NLA12_PA-103",1,"1178953; Laurel Lake; Laurel Lake",17452,41.69494,-75.13147
"NLA12_CO-105",1,"178814; Puett Reservoir; Puett Reservoir",453155,37.41743,-108.40691
"NLA12_NE-158",1,"1769063; Big Indian Creek Reservoir 14-B; Big Indian Creek Reservoir 14-B",373372,40.16875,-96.82952
"NLA12_IL-103",1,"1719700; Storey Lake; Storey Lake",6422,40.98843,-90.406007
"NLA12_IL-103",2,"1719700; Storey Lake; Storey Lake",6422,40.987663,-90.406971
"NLA12_MT-119",1,"NA; ;",321673,48.41148,-110.05797
"NLA12_UT-122",1,"1442135; Jessen Lake; Jessen Lake",451697,40.83116,-110.019
"NLA12_TX-118",1,"1361076; Lemon Reservoir; Lemon Reservoir",425833,29.16026,-95.32353
"NLA12_CA-181",1,"NA; ;",481541,37.17969,-121.69118
"NLA12_CO-R07",1,"173391; Sand Lake; Sand Lake",452226,40.143152,-107.117835
"NLA12_IN-126",1,"NA; ;",75097,39.03801,-85.68192
"NLA12_TX-202",1,"1859349; Soil Conservation Service Site 121 Reservoir; Soil Conservation Service Site 121 Reservoir",416561,32.05586,-96.73146
"NLA12_OK-133",1,"NA; ;",380921,36.38739,-96.82359
"NLA12_UT-324",1,"1447892; Washington Lake; Washington Lake",456254,40.67639,-110.9671
"NLA12_ME-135",1,"575526; Skitacook Lake; Skitacook Lake",90380,46.03348,-68.06039
"NLA12_MT-161",1,"771517; Fort Peck Trout Pond; Fort Peck Trout Pond",323994,48.05463,-106.44222
"NLA12_UT-325",1,"1427672; East Canyon Reservoir; East Canyon Reservoir",456172,40.90888,-111.59199
"NLA12_WA-115",1,"1526720; Summit Lake; Summit Lake",462169,48.95884,-118.12679
"NLA12_OK-286",1,"NA; ;",381454,36.39739,-97.27494
"NLA12_UT-229",1,"1445499; Sheep Creek Lake; Sheep Creek Lake",450862,40.88891,-109.8502
"NLA12_MN-181",1,"647210; Lost Lake; Lost Lake",110361,47.24353,-95.12886
"NLA12_MN-180",1,"NA; ;",83682,45.85964,-95.55282
"NLA12_CA-212",1,"268256; Three Lakes; Three Lakes",475761,39.96917,-121.22253
"NLA12_OH-R03",1,"1061137; Lake Kelso; Lake Kelso",109195,41.44516,-81.17461
"NLA12_MN-162",1,"662755; Waymier Lake; Waymier Lake",911,47.55892,-93.03271
"NLA12_MN-170",1,"655204; Ball Club Lake; Ball Club Lake",2751,47.91496,-90.50387
"NLA12_ME-108",1,"570232; Long Lake; Long Lake",7585,47.19371,-68.21843
"NLA12_IN-162",1,"451796; Echo Lake; Echo Lake",266527,39.08442,-86.05679
"NLA12_IN-112",1,"446677; Heritage Lake; Heritage Lake",62699,39.71816,-86.72475
"NLA12_IN-131",1,"NA; ;",268195,39.45499,-87.19133
"NLA12_TX-137",1,"1855387; Lake Jacksonville; Lake Jacksonville",415369,31.91129,-95.2971
"NLA12_CO-127",1,"180842; Firestone Lake; Firestone Lake",360400,40.12169,-104.94551
"NLA12_MO-120",1,"NA; ;",NA,38.93877,-91.28237
"NLA12_PA-119",1,"1184549; Quemahoning Reservoir; Quemahoning Reservoir",7269,40.16415,-78.96668
"NLA12_OH-112",1,"1078434; Beaver Creek Upground Reservoir; Beaver Creek Upground Reservoir",3695,41.23874,-83.01997
"NLA12_CA-138",1,"264764; Pine Lake; Pine Lake",482631,40.51425,-121.16537
"NLA12_WI-133",1,"1566081; Harpt Lake; Harpt Lake",NA,44.29538,-87.73398
"NLA12_WI-132",1,"1565149; Forestville Flowage; Forestville Flowage",4604,44.7008,-87.50265
"NLA12_WI-181",1,"1574134; Silver Lake; Silver Lake",4355,44.06763,-87.74074
"NLA12_WI-135",1,"1565973; Half Moon Lake; Half Moon Lake",4298,46.5601,-91.39449
"NLA12_WI-111",1,"1561604; Berry Lake; Berry Lake",4785,44.89028,-88.47469
"NLA12_MT-177",1,"772077; Halfpint Reservoir; Halfpint Reservoir",322383,47.87615,-107.12214
"NLA12_MA-101",1,"615015; Dicks Pond; Dicks Pond",126901,41.76072,-70.6571
"NLA12_MA-101",2,"615015; Dicks Pond; Dicks Pond",126901,41.76067,-70.65791
"NLA12_MA-105",1,"617920; Tully Lake; Tully Lake",127944,42.64399,-72.21695
"NLA12_MA-105",2,"617920; Tully Lake; Tully Lake",127944,42.64399,-72.2169
"NLA12_IN-183",1,"NA; ;",75113,38.73981,-86.99619
"NLA12_WA-124",1,"1506567; McGinnis Lake; McGinnis Lake",462149,48.03694,-118.89383
"NLA12_MA-111",1,"604410; Besse Bog Reservoir; Besse Bog Reservoir",90442,41.80896,-70.64227
"NLA12_WA-120",1,"1525236; Round Lake; Round Lake",462390,48.29292,-118.32172
"NLA12_UT-290",1,"NA; ;",NA,40.87259,-109.1479
"NLA12_MA-108",1,"NA; ;",43708,42.0253,-70.88534
"NLA12_WY-125",1,"NA; ;",451522,43.16447,-109.80198
"NLA12_OK-102",1,"1092954; Fort Cobb Reservoir; Fort Cobb Reservoir",395553,35.20776,-98.48717
"NLA12_OK-285",1,"NA; ;",403414,34.67107,-96.65185
"NLA12_CA-107",1,"218174; Lake Alpine; Lake Alpine",478580,38.47402,-120.00164
"NLA12_DE-121",1,"NA; ; Trussum Pond ( Moores Pond)",147882,38.52071,-75.51102
"NLA12_WV-105",1,"NA; ;",259537,38.36549,-81.25354
"NLA12_MT-105",1,"790855; Sophie Lake; Sophie Lake",459837,48.96389,-115.11521
"NLA12_CO-111",1,"178708; Boulder Reservoir; Boulder Reservoir",361292,40.07758,-105.22005
