"SITE_ID","VISIT_NO","NAMES","lagoslakeid","INDEX_LAT","INDEX_LON"
"NLA06608-1240",1,"; Upper Clear Boggy Creek Site 9 Reservoir;",403439,34.52637,-96.50284
"NLA06608-1241",1,"; Graham-Mebane Lake;",155322,36.10414,-79.31986
"NLA06608-1242",1,"Little Elkhart Lake; Little Elkhart Lake;",4695,43.808056,-87.974167
"NLA06608-1243",1,"Waldron Lake; Waldron Lake;",NA,41.501667,-85.429722
"NLA06608-1244",1,"; Red Deer Lake;",349109,42.56443,-100.49407
"NLA06608-1245",1,"Catfish Lake; Catfish Lake;",152360,34.93254,-77.10321
"NLA06608-1255",1,"Grass Lake; Grass Lake;",352033,45.29181,-98.76456
"NLA06608-1256",1,"; ;",382811,38.12651,-96.3095
"NLA06608-1258",1,"Stoner Lake; Stoner Lake;",67721,43.14925,-85.47393
"NLA06608-1259",1,"Brooklyn Lake; Brooklyn Lake;",358063,41.37168,-106.25073
"NLA06608-1261",1,"Adams-McGill Reservoir; Adams-McGill Reservoir;",453660,38.37965,-115.10479
"NLA06608-1262",1,"; Mayo Lake;",100152,46.56903,-94.3237
"NLA06608-1263",1,"Bullock Pen Lake; Bullock Pen Lake;",260999,38.793135,-84.644374
"NLA06608-1266",1,"; Lucky Reservoir;",472701,42.12222,-119.99494
"NLA06608-1268",1,"; Hawthorn Lake;",NA,41.47595,-92.45932
"NLA06608-1269",1,"Greenhaven, Lake; Lake Greenhaven;",475176,38.50887,-121.5358
"NLA06608-1270",1,"Dinwoody Lake; Upper Dinwoody Lake;",326677,43.354444,-109.385833
"NLA06608-1271",1,"Welsh Lake; Welsh Lake;",140494,43.46029,-95.17246
"NLA06608-1273",1,"Packanack Lake; Packanack Lake;",123545,40.937788,-74.253461
"NLA06608-1278",1,"; Devils Lake;",314256,48.02382,-98.89281
"NLA06608-1279",1,"San Gregorio Reservoir; San Gregorio Lake;",447477,36.03944,-106.84982
"NLA06608-1281",1,"Antelope Lake; Antelope Lake;",457666,48.13443,-116.15509
"NLA06608-1283",1,"Spring Lake; Spring Lake;",1186,45.887738,-93.275923
"NLA06608-1284",1,"Navajo Reservoir; Navajo Reservoir;",453140,36.8217,-107.61088
"NLA06608-1288",1,"Millwood Lake; Millwood Lake;",408132,33.69754,-93.96354
"NLA06608-1292",1,"Sherwood Lake; Sherwood Lake;",NA,39.60168,-95.77716
"NLA06608-1295",1,"Mims Lake; Mims Lake;",447823,33.15874,-107.22215
"NLA06608-1297",1,"; Saddle Mountain Lake;",461490,46.691914,-119.645884
"NLA06608-1300",1,"; Conchas Lake;",386934,35.39304,-104.19485
"NLA06608-1303",1,"Sakatah Lake; Upper Sakatah Lake;",1668,44.22664,-93.55189
"NLA06608-1312",1,"; Crystal Lake;",NA,38.09977,-91.06439
"NLA06608-1316",1,"Lake Morris; Lake Morris;",269302,36.922214,-87.454764
"NLA06608-1319",1,"Heggs Lake; Heggs;",357230,45.1187,-97.52212
"NLA06608-1321",1,"Joes Valley Reservoir; Joe's Valley Reservoir;",452896,39.293853,-111.276285
"NLA06608-1323",1,"Lay Lake; Jordan Lake;",236196,32.65784,-86.31138
"NLA06608-1326",1,"Fairy Lake; Fairy Lake;",86011,46.70188,-95.74746
"NLA06608-1329",1,"; Goose Lake;",466542,45.06821,-116.16908
"NLA06608-1332",1,"; East Fork Pond River;",262052,36.986823,-87.211999
"NLA06608-1333",1,"Sly Pond; Sly Pond;",26259,43.45537,-73.58905
"NLA06608-1334",1,"; Crooked Lake;",4099,45.41376,-84.82994
"NLA06608-1334",2,"; Crooked Lake;",4099,45.41415,-84.83191
"NLA06608-1336",1,"; Lower Black Bear Creek Site 4 Reservoir;",380921,36.38728,-96.82359
"NLA06608-1338",1,"Hailstone Lake; Hailstone Lake;",325836,46.00352,-109.18077
"NLA06608-1339",1,"; Lake Thomas;",359518,40.22237,-104.94725
"NLA06608-1342",1,"Arthur Lake; Arthur Lake;",20353,47.7414,-92.04019
"NLA06608-1344",1,"; ;",318885,48.39269,-112.51865
"NLA06608-1346",1,"; Alpine (Hulls) Lake;",107178,39.47194,-79.49826
"NLA06608-1347",1,"Spring Lake; Sprinq Lake;",3213,47.06946,-92.00128
"NLA06608-1348",1,"South Holston Lake; South Holston Lake;",272733,36.53963,-82.0534
"NLA06608-1349",1,"Minnehaha, Lake; Lake Minnehaha;",191448,28.632499,-81.354994
"NLA06608-1354",1,"Big Horn Lake (Yellowtail Reservoir); Bighorn Lake;",327277,45.29664,-107.99306
"NLA06608-1355",1,"Lake Maxinkuckee; Lake Maxin Kuckee;",1776,41.20636,-86.4033
"NLA06608-1355",2,"Lake Maxinkuckee; Lake Maxin Kuckee;",1776,41.210833,-86.405278
"NLA06608-1356",1,"Vian Lake; Vian Lake;",392824,35.51985,-94.97051
"NLA06608-1358",1,"Lake Gogebic; Lake Gogebic;",3509,46.5452,-89.59894
"NLA06608-1358",2,"Lake Gogebic; Lake Gogebic;",3509,46.54743,-89.61362
"NLA06608-1359",1,"Kiser Lake; Kiser Lake;",496,40.18695,-83.95808
"NLA06608-1360",1,"Enders Reservoir; Enders Reservoir;",368101,40.42868,-101.52724
"NLA06608-1364",1,"Elaine Lake; Elaine Lake;",275326,35.371087,-86.381922
"NLA06608-1365",1,"Jamesville Reservoir; Jamesville Reservoir;",NA,42.92385,-76.06937
"NLA06608-1367",1,"Rush Lake; Rush Lake;",137698,44.83154,-96.61464
"NLA06608-1368",1,"; Steedman Marsh;",400208,33.731418,-96.776518
"NLA06608-1369",1,"Lake Brandt; Lake Brandt;",155604,36.17017,-79.84187
"NLA06608-1370",1,"Wyckoff Lake; Wyckoff Lake;",15522,43.70473,-86.42552
"NLA06608-1372",1,"Fort Cobb Reservoir; Fort Cobb Reservoir;",395553,35.19298,-98.47849
"NLA06608-1375",1,"Delaware Reservoir; Deleware Lake;",3386,40.38181,-83.05034
"NLA06608-1376",1,"Sunnen Lake; Sunnen Lake;",10987,37.94492,-90.9264
"NLA06608-1377",1,"Mystic Lake; Mystic Lake;",317229,45.86664,-113.55067
"NLA06608-1380",1,"Stubblefield Reservoir; Stubblefield Reservoir;",386846,36.57564,-104.65794
"NLA06608-1383",1,"Norway Lake; Norway Lake;",3501,45.3086,-95.09603
"NLA06608-1387",1,"West Lake; West Lake;",696,42.18287,-85.57176
"NLA06608-1389",1,"Johnson Pond; Johnson Pond;",NA,38.3835,-75.59737
"NLA06608-1389",2,"Johnson Pond; Johnson Pond;",NA,38.3835,-75.59737
"NLA06608-1390",1,"Lake Darling; Darling;",3017,45.91729,-95.39762
"NLA06608-1391",1,"Aurora Pond; Aurora Pond;",141027,41.33288,-81.38468
"NLA06608-1396",1,"Lake Woodhaven; Lake Woodhaven;",NA,36.087779,-87.286829
"NLA06608-1397",1,"Lake Henshaw; Lake Henshaw;",482421,33.235977,-116.756287
"NLA06608-1398",1,"Howe Lake; Howe Lake;",135059,46.43175,-87.08392
"NLA06608-1401",1,"Walker Lake; Walker Lake;",129899,40.803333,-77.180278
"NLA06608-1403",1,"; Boyd Lake;",361293,40.42447,-105.03206
"NLA06608-1413",1,"Yale, Lake; Lake Yale;",189774,28.916851,-81.738024
"NLA06608-1414",1,"Bissonnette Pond; Bissonnette Pond;",6441,41.92278,-72.21896
"NLA06608-1417",1,"; Rancho Seco;",479093,38.33814,-121.09474
"NLA06608-1420",1,"; Little Wewoka Creek Site 15 Reservoir;",389749,35.14132,-96.22943
"NLA06608-1421",1,"; Lums Pond;",54178,39.55566,-75.71638
"NLA06608-1425",1,"; Forbes Lake;",471784,47.190358,-122.971749
"NLA06608-1426",1,"; Horsfall Lake;",469593,43.45562,-124.25104
"NLA06608-1434",1,"Deer Lake; Deer Lake;",1338,45.16513,-84.97092
"NLA06608-1435",1,"; Lake Zurick;",6852,42.1977,-88.10452
"NLA06608-1436",1,"Lake Coleman; LAKE COLEMAN;",438778,32.043056,-99.498056
"NLA06608-1439",1,"Big Sand Wash Reservoir; Big Sand Wash;",452899,40.298611,-110.223889
"NLA06608-1445",1,"; Baca Lake;",472739,42.92228,-118.854
"NLA06608-1446",1,"; Torrey Lake;",468117,43.79684,-122.0188
"NLA06608-1447",1,"Snail Lake; Snail Lake;",1335,45.07018,-93.12307
"NLA06608-1450",1,"Blue Lake; Blue Lake;",628,43.6209,-85.28389
"NLA06608-1454",1,"Red Rock Lake; Red Rock;",3850,45.85984,-95.71239
"NLA06608-1455",1,"; Youngs Creek Reservoir Number 3;",450059,39.04324,-107.91724
"NLA06608-1460",1,"; Heritage Point Lake;",NA,40.75602,-93.23468
"NLA06608-1461",1,"Lake Crowley; Lake Crowley;",483168,37.61341,-118.72615
"NLA06608-1462",1,"; ;",329884,46.53861,-106.00629
"NLA06608-1465",1,"Beltzville Dam; Beltzville Lake;",NA,40.85508,-75.61
"NLA06608-1469",1,"Brierpatch Lake; Brierpatch Lake;",168112,33.30031,-81.89749
"NLA06608-1473",1,"Lower Twin Lakes; Lower Twin Lake;",458314,47.88022,-116.86813
"NLA06608-1476",1,"Sloans Lake; Sloans Lake;",360369,39.74945,-105.04921
"NLA06608-1481",1,"Silver Lake; Silver Lake;",482683,40.49355,-121.16366
"NLA06608-1482",1,"; Lake Nichols;",218735,30.96961,-83.65472
"NLA06608-1483",1,"Meadow Creek Reservoir; Meadow Creek Reservoir;",449634,40.05391,-105.74964
"NLA06608-1484",1,"; Horsehead Lake;",392550,35.55949,-93.63512
"NLA06608-1488",1,"; Tri-County Turkey Creek Site 7 Reservoir;",394609,34.73408,-99.69496
"NLA06608-1489",1,"; Lewis Lake;",NA,46.9875,-122.5601
"NLA06608-1492",1,"Bischoff Reservoir; Bischoff Reservoir;",NA,39.16515,-85.11783
"NLA06608-1496",1,"; Soil Conservation Service Site 6 Reservoir;",416351,33.66888,-97.58453
"NLA06608-1499",1,"Round Lake; Round Lake;",NA,41.253611,-85.433611
"NLA06608-1504",1,"Wappapello Reservoir; Lake Wappapello;",6303,36.93615,-90.30867
"NLA06608-1508",1,"Snyder Lake; Snyder Lake;",387061,36.42392,-103.60347
"NLA06608-1510",1,"; ;",324219,47.8238,-105.04666
"NLA06608-1511",1,"Richmond Lake; Richmond;",350983,45.53369,-98.59991
"NLA06608-1515",1,"Upper Scott Lake; Upper Scott;",120528,42.48036,-86.06572
"NLA06608-1517",1,"; Breckinridge Reservoir;",143755,38.5395,-77.39228
"NLA06608-1521",1,"; Treasureton Reservoir;",455074,42.2393,-111.85326
"NLA06608-1524",1,"Dave Boyer Lake; Dave Boyer Lake;",395088,34.37199,-98.337222
"NLA06608-1527",1,"Swan Lake; Swan Lake;",99295,43.46025,-94.95087
"NLA06608-1529",1,"Rye Patch Reservoir; Rye Patch Reservoir;",456733,40.47648,-118.30996
"NLA06608-1532",1,"Lake Story; Storey Lake;",6422,40.98753,-90.40874
"NLA06608-1537",1,"; Round Lake;",458377,48.16109,-116.63809
"NLA06608-1538",1,"Habeeb, Lake; Lake Habeeb;",NA,39.70498,-78.65809
"NLA06608-1544",1,"Little Wall Lake; Little Wall Lake;",4448,42.26534,-93.63997
"NLA06608-1556",1,"; Hert Lake;",NA,39.015278,-87.186667
"NLA06608-1558",1,"Lower Middle Branch Pond; Lower Middle Branch;",11168,44.878562,-68.227775
"NLA06608-1560",1,"Lake O' the Pines; Lake O' the Pines;",405739,32.76217,-94.5098
"NLA06608-1561",1,"; Glade Creek (Upper);",259411,37.67105,-81.07065
"NLA06608-1562",1,"Sixty-Seven Reservoir; Sixtyseven Reservoir;",451472,42.59522,-110.21049
"NLA06608-1564",1,"; Lake Hobart;",NA,35.178333,-99.083889
"NLA06608-1568",1,"Fort Supply Reservoir; Ford Supply Lake;",389772,36.535416,-99.570566
"NLA06608-1569",1,"Lake Reedy; Reedy Lake;",200695,27.740333,-81.497707
"NLA06608-1572",1,"Loch Mary Reservoir; Loch Mary Reservoir;",270973,37.269015,-87.521629
"NLA06608-1575",1,"; ;",350718,45.18363,-97.7831
"NLA06608-1576",1,"Montrose Lake; Montrose Lake;",119108,38.30485,-93.91896
"NLA06608-1577",1,"Show Low Lake; Show Low Lake;",453829,34.190182,-110.000364
"NLA06608-1578",1,"; ;",331569,45.181606,-104.901399
"NLA06608-1579",1,"Lake James; James Lake;",4044,41.725,-85.048889
"NLA06608-1586",1,"; Stump Pond;",7832,41.692631,-71.640278
"NLA06608-1593",1,"Watson Lake; Watson Lake;",454733,34.590644,-112.416233
"NLA06608-1595",1,"; Union Reservoir;",359753,40.17814,-105.04242
"NLA06608-1596",1,"Roundup Lake; Roundup Lake;",358454,41.75057,-102.40775
"NLA06608-1600",1,"; McCann Reservoir;",321725,48.3116,-109.08232
"NLA06608-1602",1,"Apache Lake; Apache Lake;",454753,33.574112,-111.264571
"NLA06608-1608",1,"Lake Bistineau; Lake Bistineau;",405748,32.37349,-93.41633
"NLA06608-1610",1,"Fossil Lake; Fossil Lake;",325467,45.0881,-109.79002
"NLA06608-1617",1,"Kitsap Lake; Kitsap Lake;",472335,47.575689,-122.70349
"NLA06608-1623",1,"Vernon Lake; Vernon Lake;",435195,30.239722,-96.810556
"NLA06608-1626",1,"Pere Marquette Lake; Pere Marquette Lake;",2197,43.94703,-86.45157
"NLA06608-1630",1,"; Farias Lake;",444261,28.58468,-100.12622
"NLA06608-1631",1,"Matt Warner Reservoir; Matt Warner;",451138,40.765999,-109.298237
"NLA06608-1633",1,"Clark Canyon Reservoir; Clark Canyon Reservoir;",317383,44.99462,-112.86291
"NLA06608-1637",1,"Laurel Lake; Laurel Lake;",17452,41.69574,-75.13296
"NLA06608-1638",1,"; Big Lake;",469447,44.37316,-121.87894
"NLA06608-1640",1,"; Lake of the Ozarks;",6067,38.2199,-92.71885
"NLA06608-1641",1,"Ashurst Lake; Ashurst;",454039,35.022418,-111.402725
"NLA06608-1643",1,"Warner Lake; Warner Lake;",34380,42.47177,-85.52457
"NLA06608-1652",1,"Cheatham Lake; Cheatham Lake;",NA,36.172256,-86.85632
"NLA06608-1654",1,"; Forestville Basin;",14464,46.57326,-87.45667
"NLA06608-1655",1,"Stafford Dam; Loyalton Dam;",353890,45.27604,-99.20512
"NLA06608-1668",1,"Douglas Lake; Douglas Lake;",273309,35.983483,-83.355946
"NLA06608-1674",1,"Feather Lake; Feather Lake;",317308,44.54367,-110.83594
"NLA06608-1675",1,"; East Delaney Reservoir;",357513,40.70773,-106.45266
"NLA06608-1679",1,"Tims Lake; Tims Lake;",139073,42.28092,-84.21794
"NLA06608-1684",1,"Heritage Lake; Heritage Lake;",NA,39.721111,-86.726944
"NLA06608-1684",2,"Heritage Lake; Heritage Lake;",NA,39.721389,-86.727222
"NLA06608-1687",1,"Kampeska, Lake; Lake Kampeska;",356881,44.92396,-97.21253
"NLA06608-1690",1,"Bridge Lake; Bridge Lake;",80212,44.63891,-85.78455
"NLA06608-1695",1,"Blanchard, Lake; Lake Blanchard;",451676,40.808105,-110.405159
"NLA06608-1703",1,"Byron, Lake; Lake Byron;",352427,44.56663,-98.13522
"NLA06608-1704",1,"; Bushwacker;",112900,37.6675,-94.41264
"NLA06608-1706",1,"; Clark Co. Lake;",12538,43.85265,-84.77294
"NLA06608-1707",1,"Donnell Lake; Donnell Lake;",1808,41.9087,-85.88843
"NLA06608-1711",1,"Sconti Lake; Sconti Lake;",238148,34.45266,-84.28812
"NLA06608-1715",1,"Arrow Tank; Arrow Tank;",448677,29.17211,-100.63555
"NLA06608-1717",1,"; Lake Mcclure;",479355,37.64215,-120.28366
"NLA06608-1719",1,"; ;",338071,45.69757,-99.36527
"NLA06608-1723",1,"Wyoming Hereford Ranch Reservoir Number 2; Wyoming Hereford Ranch Reservoir Number 2;",361009,41.12529,-104.63841
"NLA06608-1724",1,"Lancelot, Lake; Lake Lancelot;",6573,40.62925,-89.742528
"NLA06608-1733",1,"Lake Griffin; Lake Griffin;",189773,28.8456,-81.847215
"NLA06608-1735",1,"; ;",410837,30.83534,-93.43737
"NLA06608-1736",1,"North Twin Lake; North Turn Lake;",4594,42.4741,-94.64056
"NLA06608-1739",1,"Barker Reservoir; Barker Reservoir;",359514,39.9656,-105.48745
"NLA06608-1740",1,"Edwin A Pape Lake; Edwin A Pape;",NA,38.93249,-93.5858
"NLA06608-1741",1,"Coursey Pond; Coursey Pond;",142330,38.9886,-75.51773
"NLA06608-1742",1,"Big Lake; Big Lake;",714,46.614248,-88.579954
"NLA06608-1748",1,"Turquoise Lake; Turquoise Lake;",376134,39.25749,-106.36658
"NLA06608-1753",1,"Navajo Lake; Navajo Lake;",456547,37.523311,-112.771606
"NLA06608-1755",1,"Robinson Lake; Robinson Lake;",268846,41.228889,-85.651944
"NLA06608-1758",1,"Bailey, Lake; Lake Bailey;",2638,47.458859,-88.088454
"NLA06608-1771",1,"Saddle Lake; Saddle Lake;",671,42.37918,-86.04793
"NLA06608-1775",1,"; Kincaid Lake;",260191,38.7234,-84.274005
"NLA06608-1781",1,"Nicasio Reservoir; Nicasio Reservoir;",481308,38.07672,-122.73689
"NLA06608-1782",1,"Brighton Lake; Lake Brighton;",6338,42.51753,-83.79565
"NLA06608-1789",1,"Portage Reservoir; Portage Reservoir;",117455,40.35374,-78.62327
"NLA06608-1791",1,"; Lake Catherine;",272617,36.006929,-84.897041
"NLA06608-1793",1,"Killarney Lake; Killarney Lake;",458026,47.5209,-116.56657
"NLA06608-1800",1,"Caddo Lake; Caddo Lake;",401042,32.70254,-94.0205
"NLA06608-1802",1,"Stony Creek Lake; Stony Creek Lake;",1586,42.71884,-83.08801
"NLA06608-1804",1,"Lake Hefner; Lake Hefner;",379312,35.56888,-97.59503
"NLA06608-1808",1,"Ferguson Lake; Ferguson Lake;",393137,34.53349,-92.26428
"NLA06608-1810",1,"Willard Bay Reservoir; Willard Bay Reservoir;",456076,41.370839,-112.123187
"NLA06608-1811",1,"; Long Lake2;",337273,45.85205,-99.2537
"NLA06608-1812",1,"Kentucky Lake; Kentucky Lake;",NA,36.663413,-88.11703
"NLA06608-1818",1,"North Fork Lake; North Fork Lake;",451428,42.92227,-109.50241
"NLA06608-1821",1,"; Lake Kittamagundi;",143080,39.21609,-76.85372
"NLA06608-1824",1,"Clark County State Lake; Clark State Fishing Lake;",378799,37.39251,-99.7868
"NLA06608-1825",1,"Myrtle, Lake; Lake Myrtle;",208944,27.946473,-81.651053
"NLA06608-1835",1,"Round Lake; Round Lake;",NA,41.590556,-84.927222
"NLA06608-1836",1,"; Smith Lake;",348043,42.40773,-102.45399
"NLA06608-1839",1,"Mossy Lake; Mossy Lake;",177227,32.47884,-83.64515
"NLA06608-1840",1,"; Governor Bond Lake;",6981,38.92681,-89.40002
"NLA06608-1851",1,"Boulder Reservoir; Boulder Reservoir;",361292,40.07785,-105.21684
"NLA06608-1856",1,"Creedman Reservoir; Creedman Reservoir;",321911,48.96117,-109.75211
"NLA06608-1857",1,"Blaine, Lake; Lake Blaine;",459835,48.244449,-114.11906
"NLA06608-1861",1,"Crescent Lake; Crescent Lake;",189777,29.456723,-81.495768
"NLA06608-1862",1,"Big Spring Reservoir; Big Spring Reservoir;",NA,41.93365,-119.17561
"NLA06608-1863",1,"Indian Creek Reservoir; Indian Creek Reservoir;",302034,31.11229,-92.46224
"NLA06608-1866",1,"Hogan Reservoir; Hogan Reservoir;",325987,44.78928,-109.26434
"NLA06608-1867",1,"Rock Lake; Rock Lake;",25272,41.039722,-85.9775
"NLA06608-1868",1,"; Lake Konawa;",388261,34.95568,-96.70738
"NLA06608-1871",1,"; Crooked Cr Watershed #3;",241676,33.32104,-85.80933
"NLA06608-1873",1,"Lake Cushman; Cushman Lake;",470444,47.450809,-123.22527
"NLA06608-1874",1,"Echo Reservoir; Echo Reservoir;",456356,40.96439,-111.42631
"NLA06608-1879",1,"Lake Albert; Lake Albert;",357176,44.53042,-97.14407
"NLA06608-1884",1,"; Lake McBride;",4717,41.79397,-91.57223
"NLA06608-1893",1,"; Chimney Reservoir;",456842,41.40599,-117.17538
"NLA06608-1894",1,"; Sparks Lake;",467276,43.99996,-121.74327
"NLA06608-1906",1,"Slack Reservoir; Slack Reservoir;",8292,41.86658,-71.55363
"NLA06608-1908",1,"; Saddle Lake;",NA,38.0725,-86.673611
"NLA06608-1910",1,"; Blomgren;",19681,45.87787,-87.79702
"NLA06608-1930",1,"; Ashton Reservoir;",463639,44.09445,-111.49667
"NLA06608-1936",1,"Lake Saint Louis; Lake St. Louis;",6185,38.79973,-90.7712
"NLA06608-1948",1,"; Whitewater Lake;",348447,42.53281,-100.64548
"NLA06608-1953",1,"Salmon Lake; Salmon Lake;",457600,47.1031,-113.4154
"NLA06608-1958",1,"Hills Creek Reservoir; Hills Creek Reservoir;",468543,43.66955,-122.42415
"NLA06608-1959",1,"Columbia Road Reservoir; Columbia;",352426,45.73077,-98.27959
"NLA06608-1960",1,"Copan Lake; Copan Lake;",383272,36.90606,-95.95436
"NLA06608-1968",1,"Wild Horse Reservoir; Wild Horse Reservoir;",322823,48.13084,-108.18419
"NLA06608-1975",1,"West Lake Okoboji; West Okoboji Lake;",4686,43.38135,-95.15215
"NLA06608-1985",1,"Coeur d'Alene Lake; Lake Coeur D'Alene;",459064,47.59363,-116.80582
"NLA06608-1989",1,"; Cedar Creek Reservoir;",463335,42.21241,-114.89079
"NLA06608-1992",1,"; Soil Conservation Service Site 137 Reservoir;",417754,32.452379,-96.062546
"NLA06608-1998",1,"Keewaydin, Lake; Lake Keewaydin;",2692,46.59939,-88.1203
"NLA06608-1998",2,"Keewaydin, Lake; Lake Keewaydin;",2692,46.59917,-88.12184
"NLA06608-2005",1,"; Little Blue Creek Reservoir;",465069,42.29401,-116.11639
"NLA06608-2007",1,"Turtlefoot Lake; Turtlefoot Lake;",97133,45.75558,-97.32086
"NLA06608-2010",1,"Elks Lake; Elks Lake;",NA,31.11643,-89.303333
"NLA06608-2027",1,"; McFarlane Reservoir;",359104,42.24008,-105.62971
"NLA06608-2036",1,"; South Banner Lake;",90099,41.438611,-93.5525
"NLA06608-2037",1,"Likes Lake; Likes Lake;",457255,39.59203,-118.66955
"NLA06608-2039",1,"Virgin Lake; Virgin Lake;",30904,43.10236,-94.89172
"NLA06608-2049",1,"Lower Thompson Lake; Lower Thompson Lake;",459830,48.01814,-115.0288
"NLA06608-2056",1,"; Badger Creek Lake;",4821,41.47038,-93.91076
"NLA06608-2072",1,"; Mills Lake;",414492,32.25288,-95.79988
"NLA06608-2074",1,"J T Budd Pond; J T Budd Pond;",220580,30.439136,-84.566831
"NLA06608-2076",1,"Spring Lake; Spring Lake;",390905,35.15008,-93.42634
"NLA06608-2078",1,"Lotto Lake; Lotto Lake;",119405,46.255,-88.08937
"NLA06608-2082",1,"; Emigrant Lake;",469968,42.15365,-122.61187
"NLA06608-2086",1,"Jobs Pond; Jobs Pond;",4795,44.762778,-71.9525
"NLA06608-2087",1,"; Nutleg East;",350923,45.55617,-97.41502
"NLA06608-2091",1,"; R E 'Bob' Woodruff Reservoir;",237209,32.34537,-86.54042
"NLA06608-2092",1,"Horseshoe Lake; Horseshoe Lake;",294762,32.71783,-91.69511
"NLA06608-2094",1,"; Musselman Cattle Company Lake Number 2;",440495,29.093481,-97.086658
"NLA06608-2095",1,"Big Sandy Reservoir; Big Sandy Reservoir;",450816,42.25395,-109.43333
"NLA06608-2103",1,"Cottonwood Lake; Cottonwood;",NA,44.87215,-99.91314
"NLA06608-2114",1,"Lake Louise; Lake Louise;",85539,39.68896,-79.22932
"NLA06608-2117",1,"Apopka, Lake; Lake Apopka;",184266,28.596184,-81.648007
"NLA06608-2120",1,"James Lake; JAMES LAKE;",429629,32.59304,-98.3191
"NLA06608-2123",1,"; Brush Lake;",356843,44.32884,-97.11562
"NLA06608-2131",1,"Rath Lake; Rath Lake;",344364,45.89891,-99.10284
"NLA06608-2134",1,"; Horseshoe;",467929,45.898016,-122.749411
"NLA06608-2135",1,"Cochrane, Lake; Lake Cochrane;",33700,44.70824,-96.47232
"NLA06608-2152",1,"Pomme De Terre Lake; Pomme de Terre Lake;",6076,37.86611,-93.30914
"NLA06608-2154",1,"L Pond; L Pond;",235777,31.26766,-86.94651
"NLA06608-2155",1,"Fox Lake; Fox Lake;",639,41.624722,-85.023611
"NLA06608-2162",1,"Yawgoo Pond; Yawgoo Pond;",7970,41.511111,-71.571667
"NLA06608-2170",1,"Bean Lake; Bean Lake;",319086,47.30428,-112.42947
"NLA06608-2177",1,"Bull Lake; Bull Lake;",458460,48.6724,-114.73253
"NLA06608-2185",1,"Topaz Lake; Topaz Lake;",457119,38.68766,-119.53093
"NLA06608-2187",1,"Holt Lock and Dam; Holt Lake;",244057,33.34808,-87.41611
"NLA06608-2193",1,"Island Lake; Island Lake;",470232,46.42228,-124.035767
"NLA06608-2196",1,"Lazy Lake; Lazy Lake;",NA,39.298889,-86.470278
"NLA06608-2217",1,"Knoll Lake; Knoll Lake;",453903,34.427861,-111.086798
"NLA06608-2219",1,"; Lake Latonka;",NA,41.3,-86.420278
"NLA06608-2241",1,"Sacheen Lake; Sacheen Lake;",459828,48.147734,-117.334714
"NLA06608-2250",1,"; Lewis Lake;",463024,44.29843,-110.62327
"NLA06608-2253",1,"McColley Pond; McColley Pond;",141802,38.9675,-75.49868
"NLA06608-2257",1,"; Lake Koeneman;",470759,47.409918,-122.784644
"NLA06608-2266",1,"; Muddy Guard Reservoir Number 2;",328641,44.18412,-106.75861
"NLA06608-2267",1,"Tamarack Lake; Tamarack Lake;",257578,41.518056,-85.300278
"NLA06608-2283",1,"Big Chapman Lake; Big Chapman;",NA,41.293333,-85.798056
"NLA06608-2305",1,"Shepherd Lake; Shepherd Lake;",458028,48.1828,-116.52835
"NLA06608-2322",1,"Birch Creek Reservoirs; Birch Creek Reservoir Number 2;",455248,41.505774,-111.321866
"NLA06608-2332",1,"Harlan County Lake; Harlan County Lake;",367586,40.07032,-99.21519
"NLA06608-2333",1,"Concord Pond; Concord Pond;",147878,38.64325,-75.55023
"NLA06608-2345",1,"Huntington North Reservoir; Huntington North Reservoir;",452294,39.343928,-110.948491
"NLA06608-2354",1,"Gorton Pond; Gorton Pond;",8354,41.70427,-71.45639
"NLA06608-2372",1,"Tsaile Lake; Tsaile Lake;",453586,36.275732,-109.201916
"NLA06608-2379",1,"; Nine Mile Reservoir;",358864,41.24771,-105.72309
"NLA06608-2418",1,"Belleville Pond; Belleville Pond;",7695,41.563056,-71.48
"NLA06608-2426",1,"Lost Lake; Lost Lake;",319431,47.63501,-110.48512
"NLA06608-2429",1,"Currant Creek Reservoir; Currant Creek Reservoir;",452898,40.338006,-111.057389
"NLA06608-2438",1,"; Piute Reservoir;",473169,42.06732,-119.56076
"NLA06608-2450",1,"; Lake Edna;",469598,43.63028,-124.17854
"NLA06608-2453",1,"; Dry Creek Reservoir;",464549,41.80277,-116.24033
"NLA06608-2457",1,"; Kolob Reservoir;",453761,37.439145,-113.047723
"NLA06608-2463",1,"Starvation Reservoir; Starvation Reservoir;",452797,40.181547,-110.472491
"NLA06608-2477",1,"Nesbitt Lake; Nesbitt Lake;",453717,37.56702,-115.23022
"NLA06608-2481",1,"; Officers Reservoir;",466961,43.98905,-119.39465
"NLA06608-2492",1,"Graham Lake (historical); Graham Lake (Historical);",284642,34.45518,-89.70779
"NLA06608-2497",1,"; Blanchard Lake;",458010,48.00925,-116.9751
"NLA06608-2507",1,"Morse Reservoir; Morse Reservoir;",NA,40.083889,-86.056389
"NLA06608-2513",1,"American Lake; American Lake;",472267,47.135443,-122.547388
"NLA06608-2523",1,"; Barbara Lake;",NA,41.35,-85.434444
"NLA06608-2524",1,"Bruin, Lake; Lake Bruin;",295145,31.97236,-91.20123
"NLA06608-2565",1,"Hinden Lake; Lake Hinden;",199971,28.323412,-81.227847
