CharacteristicName,ResultMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,DetectionQuantitationLimitMeasure.MeasureUnitCode,USGSPCode
Mercury,ng/l,"NA NA",NA,ng/l,50287
Mercury,ug/l,"NA NA",NA,NA,71890
Mercury,NA,USEPA 245.1,NA,NA,NA
Mercury,NA,"NA NA",NA,ug/l,71890
Mercury,ug/l,USEPA 245.1,Mercury in Water by CVAA,ug/l,NA
