CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,Conversion,Conversion_dl,Notes
Mercury,ng/l,,USEPA 1631E,"1631E ~ Mercury in Water by Oxidation, Purge and Trap, and CVAFS",,1,1,"EPA 1631; Mercury in Water by Oxidation, Purge and Trap, and CVAFS"
Mercury,ng/l,,USEPA 245.7,Mercury in water by cold-vapor atomic fluorescence spectrometry,,1,1,EPA 245.7; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ppm,,UTAHDWQ_WQX GENERIC METHOD,Used for all methods where historical methodology may not be available.,,1000000,1000000,methods_WQX
Mercury,ug/g,,TCEQMAIN N/A Calculation,N/A Calculation,,-1000000,-1000000,unitsmethods_fail
Mercury,ug/kg,,NA NA,,62978,-1000000,-1000000,unitsmethods_fail
Mercury,ug/l,ng/l,USEPA 245.7,Mercury in water by cold-vapor atomic fluorescence spectrometry,,1000,1,EPA 245.7; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,ug/l,21ARIZ SW846,,,1000,1000,methods_unknown
Mercury,ug/l,ug/l,21FLSFWM WQ-1,,,1000,1000,methods_unknown
Mercury,ug/l,ug/l,21NC01WQ UNKNOWN,,,1000,1000,methods_unknown
Mercury,ug/l,ug/l,APHA 3112-B,,,1000,1000,APHA 3112-B
Mercury,ug/l,ug/l,APHA 3500-HG(B),,,1000,1000,APHA 3500-HG(B)
Mercury,ug/l,ug/l,AZDEQ_SW EPA 1631,EPA 1631,,1000,1000,"EPA 1631; Mercury in Water by Oxidation, Purge and Trap, and CVAFS"
Mercury,ug/l,ug/l,AZDEQ_SW EPA 245.1,EPA 245.1,,1000,1000,EPA 245.1; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,ug/l,AZDEQ_SW SM 3112 B,SM 3112 B,,1000,1000,APHA 3112-B
Mercury,ug/l,ug/l,AZDEQ_SW SW846,SW846,,1000,1000,methods_unknown
Mercury,ug/l,ug/l,LADEQWPD UK_LAB,,,1000,1000,methods_unknown
Mercury,ug/l,ug/l,R10BUNKER IN-CLP-LOW,IN-CLP-LOW,,1000,1000,methods_unknown
Mercury,ug/l,ug/l,USEPA 1631,,,1000,1000,"EPA 1631; Mercury in Water by Oxidation, Purge and Trap, and CVAFS"
Mercury,ug/l,ug/l,USEPA 200.8(W),200.8 W  ~ Metals in Waters by ICP/MS,,1000,1000,EPA 200.8
Mercury,ug/l,ug/l,USEPA 200.8(W),,,1000,1000,EPA 200.8
Mercury,ug/l,ug/l,USEPA 245.1,Mercury in Water by CVAA,,1000,1000,EPA 245.1; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,ug/l,USEPA 245.1,,,1000,1000,EPA 245.1; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,ug/l,USEPA 245.2,Mercury by CVAA,,1000,1000,EPA 245.2; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,ug/l,USEPA 245.7,Mercury in water by cold-vapor atomic fluorescence spectrometry,,1000,1000,EPA 245.7; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,ug/l,USEPA 300.1,Determination of Inorganic Anions in Drinking Water by Ion Chromatography,,-1000000,-1000000,methods_fail
Mercury,ug/l,ug/l,USEPA 7470A,7470 A ~ Mercury in Liquid Wastes by CVAA,,1000,1000,EPA 7470 A
Mercury,ug/l,ug/l,USEPA 7470A,,,1000,1000,EPA 7470 A
Mercury,ug/l,,11NPSWRD_WQX NPS_LEGACY,Unspecified Standard Grab Sample Procedure,,1000,1000,methods_WQX
Mercury,ug/l,,21ARIZ UNKNOWN,,,1000,1000,methods_unknown
Mercury,ug/l,,21ARIZ_WQX EPA 1631,"MERCURY IN WATER BY OXIDATION, PURGE AND TRAP, AND CVAFS",,1000,1000,"EPA 1631; Mercury in Water by Oxidation, Purge and Trap, and CVAFS"
Mercury,ug/l,,21AWIC ADEM_HISTORICAL,Unkn Lab Proc,,1000,1000,methods_unknown
Mercury,ug/l,,21MICH MDEQ-EPA,,,1000,1000,methods_unknown
Mercury,ug/l,,21NC01WQ UNKNOWN,,,1000,1000,methods_unknown
Mercury,ug/l,,21OHIO_WQX USEPA 245.1,USEPA 245.1,,1000,1000,EPA 245.1; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,,EPA_R7_WQX Procedure is unknown,Procedure is unknown,,1000,1000,methods_WQX
Mercury,ug/l,,LADEQWPD UK_LAB,,,1000,1000,methods_unknown
Mercury,ug/l,,MNPCA HG-CV-AFS,Mercury by Cold Vapor Atomic Floursescence Spectroscopy,,1000,1000,methods_unknown
Mercury,ug/l,,MNPCA LEG_P71900,"MERCURY, TOTAL  (UG/L AS HG)",,1000,1000,"USGS_71900; Mercury, water, unfiltered, recoverable, micrograms per liter"
Mercury,ug/l,,MNPCA LEG_UNKNOWN,Legacy STORET migration; analytical procedure not specified,,1000,1000,methods_unknown
Mercury,ug/l,,MONT_DEQ_WQX HISTORIC-MONT-DEQ,Historic Procedure,,1000,1000,methods_WQX
Mercury,ug/l,,NA NA,,,1000,1000,methods_unknown
Mercury,ug/l,,R10BUNKER IN-CLP-LOW,IN-CLP-LOW,,1000,1000,methods_unknown
Mercury,ug/l,,TCEQMAIN N/A Calculation,N/A Calculation,,-1000000,-1000000,methods_fail
Mercury,ug/l,,TURTLEMT GS_UNKNOWN,GS_UNKNOWN,,1000,1000,methods_unknown
Mercury,ug/l,,USEPA 1631E,"1631E ~ Mercury in Water by Oxidation, Purge and Trap, and CVAFS",,1000,1000,"EPA 1631 E; Mercury in Water by Oxidation, Purge and Trap, and CVAFS"
Mercury,ug/l,,USEPA 200.8(W),200.8 W  ~ Metals in Waters by ICP/MS,,1000,1000,EPA 200.8
Mercury,ug/l,,USEPA 245.1,Mercury in Water by CVAA,,1000,1000,EPA 245.1; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,,USEPA 245.1,,,1000,1000,EPA 245.1; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,,USEPA 245.2,Mercury by CVAA,,1000,1000,EPA 245.2; Mercury in Water by Cold Vapor Atomic Fluorescence Spectrometry
Mercury,ug/l,,USEPA 7470A,7470 A ~ Mercury in Liquid Wastes by CVAA,,1000,1000,EPA 7470 A
Mercury,ug/l,,USEPA 7470A,,,1000,1000,EPA 7470 A
Mercury,,,USEPA 245.1,,,-1000000,-1000000,units_fail
