CharacteristicName,ResultMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,DetectionQuantitationLimitMeasure.MeasureUnitCode,USGSPCode
Selenium,ug/l,APHA 3114-B,NA,NA,NA
Selenium,ug/l,APHA 3114-B,3114 B ~ Metals in Water by Manual HYDAA,ug/l,NA
Selenium,ug/l,"NA NA",NA,NA,1147
Selenium,ug/l,USGS HY012,"Selenium, wu, auto hydride AAS",NA,1147
Selenium,ug/l,R10BUNKER IN-CLP-LOW,IN-CLP-LOW,ug/l,NA
Selenium,ug/l,USGS PLM11,"Elements, wu, cICP-MS",ug/l,1147
